,date,timestamp,main_title,main_content,feature_title_0,feature_title_1,feature_title_2,video_title_0,video_title_1,video_title_2,stories_title_0,stories_title_1,stories_title_2,stories_title_3,stories_title_4,stories_title_5,stories_content_0,stories_content_1,stories_content_2,stories_content_3,stories_content_4,stories_content_5
0,20190701,20190701115952,"Trump says China trade talks 'back on track,' new tariffs on hold",The United States and China agreed on Saturday to restart trade talks after President Donald Trump offered concessions including no new tariffs and an easing of restrictions on tech company Huawei in order to reduce tensions with Beijing.,Trump talk of easing Huawei ban lifts suppliers' shares despite doubts,"As U.S. expansion notches record, recovery may have only just begun",Wall St. eyes return to record highs as stocks cheer trade reprieve,Google's internet balloon looking for its wings,Week ahead on Wall Street,Wall Street rises ahead of trade talks,"Brookfield, GIC to buy Genesee & Wyoming for about $6.4 billion",Walmart to invest $1.2 billion in China over the next 10 years to upgrade logistics,OPEC set to extend oil supply cut as Iran endorses pact,"Factories faltered in June, trade truce fails to brighten outlook","UniCredit says it will stick to organic growth, mergers difficult",Oil firms as OPEC+ poised to extend supply cut,Canada's Brookfield Asset Management Inc  and Singaporean sovereign wealth fund GIC on Monday agreed to buy U.S. freight railroad owner Genesee & Wyoming Inc  for about $6.4 billion in cash.,"Walmart  plans to invest 8 billion yuan ($1.2 billion) in China over the next 10 years to upgrade logistics, the U.S. retail giant said in a statement on its verified social media account Monday.","OPEC and its allies look set to extend oil supply cuts this week at least until the end of 2019 as Iran joined top producers Saudi Arabia, Iraq and Russia in endorsing a policy aimed at propping up the price of crude amid a weakening global economy.","Factory activity shrank across much of Europe and Asia in June as the simmering U.S.-China trade conflict put further strains on the manufacturing sector, keeping policymakers under pressure to deploy stronger steps to avert a global recession.","Italy's biggest lender, UniCredit , will stick to organic growth in its new business plan, Chief Executive Jean Pierre Mustier said in an interview published in La Stampa newspaper on Monday, saying European mergers were difficult.",Oil prices were up on Monday as OPEC and its allies looked on track to extend supply cuts until at least the end of 2019 at their meeting in Vienna this week.
1,20190702,20190702122901,Facebook campus given all-clear after sarin scare,Facebook's  Silicon Valley campus received the all-clear on Tuesday after fears that a package at its mail facility contained the nerve agent sarin.,USTR proposes $4 billion in potential additional tariffs over EU aircraft subsidies,OPEC and allies extend oil supply cut in bid to boost prices,Futures dip after rally as trade talk euphoria fades,"Global growth woes, trade uncertainty drag on Asian shares",Who needs imports? South Africa's craft gin distillers are booming,Record-long U.S. economic expansion fuels inequality,"Trump says China trade talks 'back on track,' new tariffs on hold","Locked out of China, U.S. pork producers sniff out new buyers","Rich get richer, everyone else not so much in record U.S. expansion","Amazon to create 1,800 jobs in France, Conforama to cut jobs",Facebook fined for violating German transparency law,Credit Suisse wealth boss Khan quits in latest Thiam-era exit,The United States and China agreed on Saturday to restart trade talks after President Donald Trump offered concessions including no new tariffs and an easing of restrictions on tech company Huawei in order to reduce tensions with Beijing.,U.S. hog farmers lost hundreds of millions of dollars in export sales to China and Mexico after President Donald Trump launched his trade wars last year.,"Last month Pink Floyd frontman David Gilmour sold his guitar collection for $21.5 million, including one piece - his famed ""Black Strat"" Fender Stratocaster - that went for nearly $4 million to the owner of the U.S. National Football League's Indianapolis Colts.","U.S. online retail giant Amazon  said on Tuesday it will create 1,800 permanent contract positions this year in France, its largest European market after Britain and Germany, although furniture retailer Conforama went the other way in cutting jobs.","German authorities have fined Facebook  2 million euros ($2.26 million) for providing a distorted picture of the amount of illegal content on the social media platform, a violation of the country's law on internet transparency.",Credit Suisse  wealth management boss Iqbal Khan is leaving Switzerland's second-largest bank in the latest high-level departure under its chief executive Tidjane Thiam.
2,20190703,20190703121357,U.S. government staff told to treat Huawei as blacklisted,"A senior U.S. official told the Commerce Department's enforcement staff this week that China's Huawei should still be treated as blacklisted, days after U.S. President Donald Trump sowed confusion with a vow to ease a ban on sales to the firm.","Lee Iacocca, auto executive who saved Chrysler from bankruptcy, dies at 94","HP, Dell, other tech firms plan to shift production out of China: Nikkei",U.S. judge to slash $80 million Roundup jury verdict: court hearing,Tesla Model 3 deliveries zoom past expectations,Stocks edge higher,2019 looking like crash year of '87 - Nick Colas,Futures eke out gains as bond yields tumble on growth fears,"Tesla delivers record number of electric cars in quarter, shares up 7%",Police search Renault's headquarters near Paris as part of Ghosn probe,Walmart discussed selling clothing brands Bonobos and Modcloth: Vox,Samsung Electronics' second-quarter profit likely halved as Huawei woes worsen chip glut,Deutsche Bank restructuring to cost up to $5.6 billion: source,"U.S. stock index futures edged higher on Wednesday, as benchmark bond yields tumbled on fears of a global recession and expectations of interest rate cuts by central banks.","Tesla Inc  set a record for quarterly vehicle deliveries in a triumphant response to months of questions about demand for its luxury electric cars, sending shares up 7% after hours on Tuesday.","Police are searching Renault's  corporate headquarters in Boulogne-Billancourt, which a judicial source said was related to an ongoing investigation into ex-Renault boss Carlos Ghosn and his use of Versailles for his 2016 wedding party.","Walmart Inc  has discussed the potential sale of its unprofitable clothing brands Bonobos and Modcloth with buyers, online news portal Vox reported https://www.vox.com/recode/2019/7/3/18716431/walmart-jet-marc-lore-modcloth-amazon-ecommerce-losses-online-sales on Wednesday, citing sources familiar with the matter.","Samsung Electronics is likely to say second-quarter profit more than halved when it reports preliminary earnings on Friday, data showed, as a drop in memory chip shipments to China's embattled Huawei exacerbated a price-squeezing supply glut.","Deutsche Bank  expects the cost of a major overhaul in the works to be up to 5 billion euros ($3.4-$5.6 billion), one person familiar with the matter said on Wednesday."
3,20190704,20190704122507,China says existing U.S. tariffs must be removed for a trade deal,"Existing U.S. tariffs will have to be removed if there is to be a trade deal between Beijing and Washington, China's commerce ministry said on Thursday.",Samsung in hot water over splashy Australian phone ads,"In Brexit Britain, battling home lenders chase risk and pensioners",BMW and Daimler team up on automated driving,China says existing U.S. tariffs must be removed for a trade deal,Stock market records all around Wall Street,Wall Street sets record closing highs,Collapsing bond yields push world stocks to new highs,South Korea says may retaliate against Japan high-tech export curbs,William Hill to shut 700 British betting shops after curbs,Superdry moves to fill boardroom seats after Dunkerton's bruising battle,"Oil prices dip on signs of slowing U.S. demand, economic concerns","Facebook, privacy activist Schrems face off in July 9 court hearing","Government bonds held near multi-year lows on Thursday on bets the U.S. Federal Reserve would cut interest rates this month and that other major central banks would embrace looser monetary policy, pushing world stocks to new 18-month highs.","South Korea said on Thursday it may retaliate against Japan's latest export limits on high-tech materials, as a row over forced wartime labor threatened to disrupt global supplies of memory chips and smartphones.","William Hill  plans to cut about a third of its betting shops and jobs in Britain after the government slashed the maximum stake permitted on fixed-odds terminals, dubbed the ""crack cocaine"" of gambling by their critics.","Superdry  has appointed former finance heads of M&S;  and New Look to its board, months after the UK fashion retailer's founder Julian Dunkerton rejoined after a bruising boardroom battle that saw most of its directors leave.","Oil prices fell on Thursday, weighed down by data showing a smaller-than-expected draw on U.S. crude stockpiles along with worries about the global economy.",Facebook will face Austrian privacy activist Max Schrems next week at Europe's top court in a landmark case that could affect how hundreds of thousands of companies transfer personal data worldwide as well as Europeans' privacy rights.
4,20190705,20190705103721,"U.S. job growth seen accelerating, rate cut still expected","U.S. job growth likely rebounded in June, with wage gains expected to pick up, but that would probably not be enough to discourage the Federal Reserve from cutting interest rates this month amid growing evidence the economy is slowing.","'Safe like China': In Argentina, ZTE finds eager buyer for surveillance tech",UK competition regulator puts brake on Amazon's Deliveroo investment,GM's China sales decline for fourth straight quarter amid economy woes,Vertical farm Plenty races against the sun,BMW and Daimler team up on automated driving,Samsung in hot water over splashy Australian phone ads,Renault-Nissan unsure whether will publish cost-saving figures: sources,"World stocks cling to gains, bonds hover ahead of U.S. payrolls",Jaguar Land Rover to build electric cars at UK plant,"Airbus deliveries climb in H1, sources say, leaving production challenge","Samsung Electronics profit guidance beats expectations on one-off gains, outlook weak",'Wolf of Wall Street' producer charged with 1MDB money laundering in Malaysia,"Renault-Nissan has not decided whether to publish figures on cost savings and other synergies achieved by the alliance over the last year, as has been its custom, two sources close to Renault said, amid growing tension in the partnership.","World stocks clung to their 17-month highs on Friday and bonds paused after this week's rally ahead of U.S. jobs data, a gauge that could stoke or temper market expectations about aggressive policy easing by the Federal Reserve.","Jaguar Land Rover  is making a multi-million pound investment to build electric vehicles in Britain, in a major boost for the UK government and a sector hit by the slump in diesel sales and Brexit uncertainty.","Airbus  deliveries rose about 28% in the first half to just under 390 aircraft, putting the planemaker on course to beat crisis-hit Boeing  in 2019 but handing it a record production task in the second half, industry sources said.","Samsung Electronics Co Ltd  forecast a steep plunge in its second-quarter operating profit as the U.S.-China trade war wreaks havoc in global chip and smartphone markets, although one-off gains helped it beat analyst expectations.","Malaysia on Friday charged one of the ""Wolf of Wall Street"" film producers, and stepson of former prime minister Najib Razak, with money laundering, alleging he misappropriated $248 million linked to state fund 1Malaysia Development Berhad (1MDB)."
5,20190706,20190706121651,Exclusive: U.S. clears SoftBank's $2.25 billion investment in GM-backed Cruise,"Cruise, a U.S. self-driving vehicle company majority-owned by General Motors Co, told Reuters on Friday that a U.S. national security panel approved a $2.25 billion investment in the firm by Japan's SoftBank Corp.",Fed faces tougher task in deciding whether to cut U.S. rates,Buoyant U.S. stocks at odds with downbeat market signals,"U.S. job growth surges, July rate cut expectations intact",Week ahead on Wall Street,Wall Street dips on jobs growth data,No need for rate cut in July - Miller,Take Five: World markets themes - Losing interest,"GM, Ford quarterly China sales slide again amid economy woes",Amazon founder Bezos' divorce final with $38 billion settlement: report,Mexico and U.S. try new trade fix to win over Democrats: official,Graphic: America's economy and wages are cooling but not its female workforce,Fugitive U.S. tech guru: Cryptocurrency is next Cuban revolution,How low can you go? The coming week may tell whether the incessant plunge in global bond yields shows any signs of relenting.,"General Motors Co  and Ford Motor Co  announced their quarterly sales in China fell, albeit at a slower pace sequentially, as the U.S. automakers were hit by a slowing economy amid the Sino-U.S. trade war.","Amazon.com Inc  founder Jeff Bezos' divorce from his wife of 25 years, MacKenzie Bezos, was finalized by a Seattle-area judge on Friday, paving the way for her to receive $38.3 billion worth of Amazon stock, Bloomberg reported.","Mexico is working closely with U.S. Trade Representative Robert Lighthizer to close a loophole in the new North American trade deal, aimed at satisfying demands of U.S. Democratic lawmakers for tougher labor and environmental provisions, a senior Mexican official said.","Data released on Friday showed a return to strong job growth in the United States, allaying some fears the U.S. economy is on a short path to recession. But the data also reinforced the view that economic growth is slowing.","On the run from U.S. tax authorities, tech guru John McAfee puffs a cigar aboard his towering white yacht in a Havana harbor and says he can help Cuba evade the U.S. government too - by launching a cryptocurrency that defeats a U.S. trade embargo."
6,20190707,20190707105726,Exclusive: U.S. clears SoftBank's $2.25 billion investment in GM-backed Cruise,"Cruise, a U.S. self-driving vehicle company majority-owned by General Motors Co, told Reuters on Friday that a U.S. national security panel approved a $2.25 billion investment in the firm by Japan's SoftBank Corp.",Fed faces tougher task in deciding whether to cut U.S. rates,Buoyant U.S. stocks at odds with downbeat market signals,"U.S. job growth surges, July rate cut expectations intact",Week ahead on Wall Street,Wall Street dips on jobs growth data,No need for rate cut in July - Miller,Take Five: World markets themes - Losing interest,"GM, Ford quarterly China sales slide again amid economy woes",Amazon founder Bezos' divorce final with $38 billion settlement: report,Mexico and U.S. try new trade fix to win over Democrats: official,Graphic: America's economy and wages are cooling but not its female workforce,India's PNB says detects 38 billion rupee fraud,How low can you go? The coming week may tell whether the incessant plunge in global bond yields shows any signs of relenting.,"General Motors Co  and Ford Motor Co  announced their quarterly sales in China fell, albeit at a slower pace sequentially, as the U.S. automakers were hit by a slowing economy amid the Sino-U.S. trade war.","Amazon.com Inc  founder Jeff Bezos' divorce from his wife of 25 years, MacKenzie Bezos, was finalized by a Seattle-area judge on Friday, paving the way for her to receive $38.3 billion worth of Amazon stock, Bloomberg reported.","Mexico is working closely with U.S. Trade Representative Robert Lighthizer to close a loophole in the new North American trade deal, aimed at satisfying demands of U.S. Democratic lawmakers for tougher labor and environmental provisions, a senior Mexican official said.","Data released on Friday showed a return to strong job growth in the United States, allaying some fears the U.S. economy is on a short path to recession. But the data also reinforced the view that economic growth is slowing.",India's state-run Punjab National Bank (PNB) on Saturday said it had reported a borrowing fraud of 38.05 billion Indian rupees ($556 million) in Bhushan Power & Steel Ltd's account to the country's central bank.
7,20190708,20190708125748,"Axe falls on 18,000 Deutsche Bank jobs in $8.3 billion reinvention","Deutsche Bank laid off staff from Sydney to London on Monday as it began 18,000 job cuts in a 7.4 billion euro ($8.3 billion) ""reinvention"" which Germany's largest lender said would mean yet another annual loss, knocking its shares.",Waymo tests Wi-Fi in driverless taxis hoping perks can route it past rivals,The high-tech trade dispute rooted in Japan's wartime history,U.S. financier Epstein expected to be charged in sex trafficking case -source,British Airways faces record $230 mln fine over data theft,"Deutsche Bank axes 18,000 jobs in restructuring",Starbucks apologizes for kicking officers out of store,Huawei outlines investment plans in Poland depending on 5G role,VW to deepen alliances with battery suppliers for electric push,Hedge funds chart course through 'IMO 2020' storm,Global shares muted as prospect of sharp U.S. rate cut fades,Thyssenkrupp says it still wants to float its elevators unit,British Airways faces record $230 million fine over data theft,"Huawei aims to spend 3 billion zlotys ($793 million) in Poland in the next five years, although whether the Chinese firm has a role in the 5G rollout may affect the scale of investment, an official at the group's Polish unit said.","Volkswagen  will create joint ventures and help finance battery production to persuade skeptical cell suppliers to back its aggressive push for mass producing electric vehicles, board member Stefan Sommer told Reuters.","Shipping companies, refineries, freight derivatives or diesel cracks? Investment funds are placing their bets as the shipping sector prepares for new rules limiting sulfur emissions from ocean-going vessels.","Global stocks were in a muted mood on Monday after strong U.S. job gains tempered expectations the Federal Reserve will deliver a large rate cut, while Deutsche Bank shares turned negative as it launched a major restructuring.",Thyssenkrupp  on Monday said it was sticking to plans to float its elevator business after a media report said the conglomerate was planning to start talks in autumn on selling the unit.,"British Airways-owner IAG is facing a record $230 million fine for the theft of data from 500,000 customers from its website last year under tough new data-protection rules policed by the UK's Information Commissioner's Office (ICO)."
8,20190709,20190709120831,Deutsche Bank shares slide again on skepticism about turnaround,Deutsche Bank  shares extended losses on Tuesday on investor doubts that the new chief executive can revive the lender by shrinking the investment bank and returning to its roots as banker to corporate Germany.,Stock futures fall on concerns over U.S.-China trade fallout,"Apple's services revenue, China to power third quarter: analyst",Qualcomm asks appeals court to pause antitrust ruling's impact,European shares fall as BASF profit warning hits German stocks,Could AfCFTA be an economic game changer for Africa?,Wall Street drops as Apple slumps,Richard Branson's Virgin Galactic plans to go public by end-2019,Exclusive: Russian output falls to three-year low as oil rivals clash,Inspections ordered on some Airbus A380s after wing cracks found,"PepsiCo results beat estimates on demand for sodas, chips","U.S., China to relaunch talks with little changed since deal fell apart","Bitcoin near two-week highs, fueled by hopes for Facebook's Libra","Billionaire Richard Branson's space-tourism venture, Virgin Galactic, plans to go public by the end of this year as part of a deal with a special purpose acquisition company (SPAC) created by venture-capital firms Social Capital and Hedosophia, the companies said on Tuesday.","Russian oil production fell close to a three-year low in early July, as output was undermined by a row between Russian oil pipeline monopoly Transneft  and the country's biggest producer Rosneft .",European regulators have ordered inspections on some older Airbus  A380 superjumbo airplanes after some cracks were detected in wings on the world's largest passenger aircraft.,"PepsiCo Inc  beat analysts' estimates for quarterly revenue and profit on Tuesday, as the company benefited from demand for its sodas and Lays chips, as well as its sparkling waters.","The United States and China are set to relaunch trade talks this week after a two-month hiatus, but a year after their trade war began there is little sign their differences have narrowed.","Bitcoin held on Tuesday near its highest for two weeks after surging as much as 9% overnight, a move analysts said was probably driven by hopes that cryptocurrencies are gaining wider acceptance after Facebook disclosed plans for a digital coin."
9,20190710,20190710124052,Apple starts China app development program in services business push,Apple Inc  has started a program in Shanghai to help Chinese developers create apps as part of the iPhone maker's efforts to build out its services business in one of its most critical overseas markets.,Volvo solves autonomous revenue riddle with package deals,"Fed's Powell says trade, global growth concerns continue to weigh on U.S. economy",Futures slip ahead of Powell's testimony,UK economy grows more than expected in May but does little to lift pound,British billionaire Dyson snaps up Singapore's priciest penthouse,Powell heads to Congress amid pressure to cut rates,American Airlines raises forecast for key revenue measure,Deutsche Bank looks to boost wealth management as part of reinvention,"Amazon customer helpline not required, says Europe's top court in boost for e-commerce",Aggressive U.S. energy policy tests ties with European allies,"China June exports seen falling, adding to fears of global slowdown: Reuters poll",Elliott outspends rivals as corporate activism turns to Germany,"American Airlines Group Inc  on Wednesday raised its second-quarter forecast for unit revenue, a closely watched performance measure for carriers, as the grounding of Boeing Co's  737 MAX jets reduced its overall fleet size.","With other parts of its business facing hefty cuts, Deutsche Bank wants to expand its European operations handling the assets of rich clients and take market share from rivals after staunching the outflow of assets.","U.S. online retailer Amazon  does not have to provide a helpline phone number to consumers, Europe's top court said on Wednesday in a ruling that could boost e-commerce merchants.","For the administration of President Donald Trump, a policy of ""energy dominance"" means reducing dependence on imported oil and promoting exports to boost the national economy and Washington's political influence overseas.","China's exports likely fell in June as weakening global demand and a sharp hike in U.S. tariffs took a heavier toll on the world's largest trading nation, a Reuters poll showed.",Elliott Management Corp has invested more than rivals in its push for corporate change so far this year and there has been an increasing focus among activist investors on German companies.
