,date,timestamp,main_title,main_content,feature_title_0,feature_title_1,feature_title_2,video_title_0,video_title_1,video_title_2,stories_title_0,stories_title_1,stories_title_2,stories_title_3,stories_title_4,stories_title_5,stories_content_0,stories_content_1,stories_content_2,stories_content_3,stories_content_4,stories_content_5
0,20190301,20190301115931,"Tesla debuts $35,000 Model 3, sees loss in first quarter","Tesla Inc said on Thursday it would not be profitable in the first quarter, as it offered for the first time a $35,000 version of its Model 3 sedan and said its global sales would now be online-only, steps designed to increase demand and cut overhead costs for the electric vehicle maker.",Canada seen approving extradition hearing against Huawei executive,"Gap to separate Old Navy brand, close stores; shares soar 25 percent",Deepening downdraft chills factory activity,Trump tariffs and a no-deal Brexit could push Germany into recession,Japan's Subaru plans biggest-ever global recall over brake lights,China's economy takes center stage at parliament,Pompeo says world should have eyes wide open about Chinese tech risks,Southwest takes mechanics union to court over flight disruption,William Hill 2019 outlook in line as U.S. expansion ramps up,German juggernaut may face economic jam as tariffs and Brexit loom,Saipem and former managers face trial in profit warning case,"China cheers MSCI weight gain, yen takes the strain","U.S Secretary of State Mike Pompeo said on Friday that the world should be ""eyes wide open"" about the risks of using Chinese technology, and that there could be problems for American firms operating in certain places where Huawei equipment was deployed.","Southwest Airlines filed a lawsuit against its mechanics union on Thursday, accusing the workers of an illegal campaign to disrupt operations in order to improve their position in prolonged labor talks.","British bookmaker William Hill Plc said on Friday that 2019 results would be in line with market expectations while reporting a slight dip in full-year adjusted operating profit, as it booked more costs to expand in the U.S.","Germany faces the risk of steep U.S. tariffs on cars and a no-deal Brexit, a double whammy which could bring a golden decade of growth in Europe's powerhouse economy to an end.","An Italian judge has ordered oil contractor Saipem and former executives to stand trial on charges of market manipulation and false accounting, the company said on Friday, confirming an earlier report.","World markets enjoyed a lively end to an otherwise slow week on Friday, with Chinese A-shares leaping after MSCI quadrupled their weight in its global benchmarks and strong U.S. economic data lifting the dollar and bond yields."
1,20190302,20190302115404,"Canada approves Huawei extradition proceedings, China seethes","The Canadian government, as expected, on Friday approved extradition proceedings against the chief financial officer of Huawei Technologies Co Ltd, prompting a furious reaction from China.",Tesla's store-shuttering strategy may pull the rug out of solar,U.S. says rejects WTO's 'straitjacket' of trade obligations,Trump asks China to lift tariffs on U.S. farm products,"Dow, S&P; snap three-day losing streak","Lyft IPO filing shows sales growth, no profit","Stocks could get ""bubblish"" with a patient Fed, says Nikko's Vail",U.S. safety agencies to investigate fatal Tesla crash in Florida,Cultural clash overshadowing Barrick's Newmont bid,Wall St. Week Ahead: U.S. stock reign may not last over other regions,Tesla enters uncharted territory after move to dismantle store network,"Lyft's IPO filing shows surging revenue, widening losses",Mexico eyes fresh U.S. targets for tariffs to pressure Trump over steel,The National Highway Traffic Safety Administration (NHTSA) and the National Transportation Safety Board (NTSB) said they are sending teams to investigate a fatal crash in Florida on Friday involving a Tesla Inc car and a semi-trailer.,"Conflicting cultures and management styles are overshadowing Barrick Gold Corp's $18 billion bid for rival Newmont Mining Corp, becoming factors just as important to the deal's success as whether or not the pair's lucrative assets in Nevada and elsewhere fit well together.","U.S. stock prices are outpacing those in most other regions to start 2019, but the gap is narrow and some investors are eyeing potential catalysts to tip the scales to the rest of the world.",Tesla Inc's move to dismantle its network of high-end showrooms as part of a plan to launch the long-awaited cheaper version of its Model 3 sedan has pushed the electric carmaker into uncharted territory for an industry that has long relied on physical stores to move the metal.,"Lyft Inc inched closer to becoming the first ride-hailing company to make a stock market debut by releasing its filing for an initial public offering on Friday, revealing to the public a detailed look at its financial performance.",Mexico's government on Friday threatened to slap duties on new U.S. products in retaliation for the Trump administration's steel and aluminum tariffs as it seeks to turn up pressure on Washington to exempt it from the measures.
2,20190303,20190303123308,"Vale's CEO, other executives, to step down after Brazil dam burst","Brazilian iron ore miner Vale SA Chief Executive Fabio Schvartsman and several other senior executives resigned on Saturday in what the company described as a temporary move, after one of its mining dams burst in January, killing hundreds.",White House to host CEOs for workforce advisory meeting,Porsche says it is dealing with tax investigation issues,Brexit casts shadow over stands at Geneva car show,"Dow, S&P; snap three-day losing streak","Lyft IPO filing shows sales growth, no profit","Stocks could get ""bubblish"" with a patient Fed, says Nikko's Vail","Canada approves Huawei extradition proceedings, China seethes",Tesla's store-shuttering strategy may pull the rug out of solar,U.S. agency probing two fatal Tesla crashes in Florida since last Sunday,U.S. says rejects WTO's 'straitjacket' of trade obligations,Trump asks China to lift tariffs on U.S. farm products,Israeli stocks rise despite attorney-general plan to indict Netanyahu,"The Canadian government, as expected, on Friday approved extradition proceedings against the chief financial officer of Huawei Technologies Co Ltd, prompting a furious reaction from China.","Tesla Inc's sudden decision to shutter the bulk of its stores around the world raises a red flag over the future of its solar branch, a declining business it paid $2.6 billion for in a controversial 2016 deal.","U.S. authorities are investigating a fatal Tesla Inc Model S crash in Florida last Sunday that killed the driver and caused a massive fire, the second fatal Tesla crash in the state this week being probed, the National Highway Traffic Safety Administration (NHTSA) said on Saturday.","The Trump administration filed another salvo at the World Trade Organization on Friday, saying U.S. trade policy was not going to be dictated by the international body and defending its use of tariffs to pressure China and other trade partners.",U.S. President Donald Trump said he had asked China to immediately remove all tariffs on U.S. agricultural products because trade talks were progressing well.,"Israeli shares opened higher on Sunday morning, shrugging off news that the country's attorney-general intends to indict Prime Minister Benjamin Netanyahu on corruption charges."
3,20190304,20190304125822,Qualcomm launches patent challenge to Apple ahead of antitrust case,"Qualcomm Inc on Monday kicks off a patent challenge to Apple Inc, capping off a two-year legal strategy to put pressure on the iPhone maker before a major antitrust lawsuit between the two goes to trial in April.",Huawei said to be preparing to sue U.S. government: source,U.S. and China said to appear close to deal to roll back tariffs,Easier for China to face tariffs than bend to U.S. pressure,Huawei CFO suing Canada over December arrest,Brexit bribe? UK PM May unveils $2.1 billion fund for Brexit-backing towns,"Dow, S&P; snap three-day losing streak","Ghosn lawyer optimistic on bail prospects, pledges new defense strategy",Office Depot and Alibaba team up to tap small and medium businesses,Stock futures up on growing hopes of U.S.-China trade deal,Volvo to limit car speeds in bid for zero deaths,"Tesla to unveil Model Y on March 14, says Musk","Google rejects Australian regulator's call for scrutiny, denies market power","The lawyer of ousted Nissan Chairman Carlos Ghosn on Monday said he was optimistic the detained executive could win bail with a promise to submit to surveillance, and that he would pursue a fresh strategy to defend against financial misconduct charges.","Office Depot on Monday teamed up with Alibaba Group Holdings Ltd to launch a co-branded e-commerce website, seeking to tap into the opportunities of selling to small and medium businesses in the United States.",U.S. stock futures edged higher on Monday on growing hopes that the United States and China would reach a trade deal as early as this month.,Volvo Cars said on Monday it will introduce a 180 km per hour (112 mph) speed limiter on all new vehicles as the Swedish automaker seeks to burnish its safety credentials and meet a pledge to eliminate passenger fatalities by 2020.,"Tesla Inc will unveil its Model Y on March 14 at an event in LA Design Studio, Chief Executive Elon Musk said on Sunday.","Alphabet Inc's Google has rejected calls by Australia's competition regulator for tougher scrutiny of its operations, denying that it enjoys market power in online searches and advertising, documents published on Monday showed."
4,20190305,20190305121547,"Japanese court grants bail for ex-Nissan chair Ghosn, prosecutors appeal","A Japanese court granted bail to ousted Nissan Motor Chairman Carlos Ghosn on Tuesday but prosecutors swiftly appealed the decision, delaying an immediate release of the once-feted executive after more than three months in jail.",Trump scraps trade privilege for India; Delhi plays down impact,All about that bass: carmakers seek electric car sounds for post-petrol era,China suspends customs clearance for Tesla Model 3 imports: Caixin,Wall Street drops on weak data,"Stocks will chug higher despite weak economic data, says Spartan Capital's Cardillo",Breakingviews TV: Lyft the veil,"Target jumps on 2019 forecast, strong holiday quarter",Huawei calls for common cybersecurity standards amidst concerns,Dueling superminis distract from auto industry troubles,"Stocks stall, oil falls as China trims growth targets",Papa John's reaches settlement agreement with founder Schnatter,China says Canadian stole secrets; Huawei to sue U.S.,"Target Corp forecast full-year adjusted profit above Wall Street estimates on Tuesday and posted better-than-expected holiday quarter results, driven by strong digital sales and higher customer footfall at its stores.","Huawei, in the spotlight over the security risks of its telecom equipment gear, urged governments, the telecoms industry and regulators on Tuesday to work together to create a common set of cybersecurity standards.","Two of Europe's best-selling cars, the Renault Clio and Peugeot 208, go head-to-head at the Geneva motor show on Tuesday, as the auto market they dominate faces transformative pressures on its future profits and jobs.","World shares remained near a five-month high on Tuesday as China cut its growth targets to a 30-year low but added more stimulus,  and a revived dollar headed for a fifth day of gains in the currency markets.","Papa John's International has reached a settlement agreement with its founder John Schnatter, a filing on Tuesday showed, signaling an end to the acrimonious battle between the pizza chain and its former chairman.","China's government and its leading smartphone maker, Huawei Technologies Ltd, stepped up pressure on Monday on the U.S. and Canadian governments in a dispute over trade and telecoms technology that has ensnared Huawei's CFO, who faces U.S. criminal charges."
5,20190306,20190306121515,Ousted Nissan boss Ghosn leaves Japan jail after $9 million bail,"Ousted Nissan boss Carlos Ghosn walked out of a Tokyo prison on a $9 million bail on Wednesday, slipping past reporters in a face mask and moving closer to mounting a defense against financial misconduct charges that he has called ""meritless"".",Ex-Nissan chief Ghosn case shines harsh light on Japan's 'hostage justice',Exclusive: Philip Morris paid for India manufacturing despite ban on foreign investment – documents,Uber not criminally liable in fatal 2018 Arizona self-driving crash: prosecutors,The speed bump for self driving cars,Ex-Nissan chief Ghosn out of jail on $9mln bail,Kylie Jenner named world's youngest billionaire,Chinese stock surge fails to ignite broader markets rally,'We need it now': U.S. farm country pins hopes on China trade deal,Czech cyber watchdog says its Huawei warning took U.S. by surprise,"Dialog Semi sees core business growing post-Apple deal, shares rally",Ford to revise Russia business plans by year-end: ministry,A chaotic market for one sensor stalls self-driving cars,"Chinese shares surged to a nine-month high on Wednesday bolstered by hopes of more stimulus measures from Beijing, but the rally failed to fuel broader gains in global markets as investors waited for fresh central bank cues.","Corn and soybean farmer Lorenda Overman from North Carolina has been selling her crops at a loss and delaying paychecks to her workers since the U.S. trade war with China tanked agriculture prices, and her farm’s debt recently topped $2 million.","The Czech cyber-security watchdog was not pressured by the United States or anyone else into issuing its warning about the possible security risks posed by Chinese telecoms equipment maker Huawei, Prague's cyber attache to Washington told Reuters.","Dialog Semiconductor forecast revenues will drop this year as it completes a $600 million transfer of programmers and patents to iPhone maker Apple, but still won market plaudits as it said its remaining business would grow strongly.","Russia's industry ministry expects Ford Motor Co to make decisions this year stemming from a review of its business in Russia, the ministry told Reuters on Wednesday.",Automakers and technology companies racing to develop self-driving vehicles are running into a problem: cars that can think are no good without affordable and reliable technology that allows cars to see.
6,20190307,20190307113509,Huawei fights back against U.S. blackout with Texas lawsuit,"Chinese telecoms equipment maker Huawei Technologies sued the U.S. government on Thursday saying a law limiting its U.S. business was unconstitutional, ratcheting up its fight back against a government bent on closing it out of global markets.",Sears is sued over 'Craftsman' brand,"Amazon to close U.S. pop-up stores, focus on opening more book stores",Global stocks stuck in worst run of the year ahead of ECB,Huawei launches lawsuit against the U.S.,Wanted: gnome maker to take over historic firm,Speed bump for self-driving cars,Federal Reserve scraps 'qualitative' test for U.S. banks in 2019 stress tests,Ghost workers sap Tunisia's phosphate wealth,CEOs tell Trump they are hiring more Americans without college degrees,Unlikely twins and differing fortunes: Malaysia's Petronas & Indonesia's Pertamina,Deutsche Post sees no slowdown in trade despite tension,Hugo Boss expects strong growth in Asia and online,The U.S. Federal Reserve said on Wednesday it would no longer flunk banks based on operational or risk management lapses during its annual health check of the country's domestic banks.,"METLAOUI, Tunisia - Tunisia's state phosphate firm CPG pays Abdel-Basset Klifhi a salary of $280 a month, even though he spends most days in his favorite cafe in the southern town of Metlaoui.",Chief executives of major companies said at a White House forum on Wednesday that they are hiring more Americans without college degrees as they search to find increasingly scarce applicants for open jobs.,"On the southernmost edge of the Asian landmass and on the shores of the busy shipping lanes of the Singapore Strait, Malaysia's Petronas is starting up a state-of-the art petroleum processing hub, called RAPID.",Deutsche Post DHL Group said it expected slower profit growth this year than analysts predicted but did not see a major impact on global trade from geopolitical tensions.,"German fashion house Hugo Boss said it expected its operating profit to rise faster than sales in 2019, predicting strong momentum in its online business and Asia."
7,20190308,20190308122611,U.S. job growth seen slowing in February after outsized gains,"U.S. job growth likely slowed to a five-month low in February as the weather-related boost in the prior two months faded, workers became more scarce and tighter financial conditions began to weigh on the labor market.","China February exports tumble the most in three years, spur fears of 'trade recession'","Ghosn's defense team to monitor calls, surveillance footage while he awaits trial","As trade wars rage, Emerson plots new U.S. expansion",Wall Street falls for 4th straight day,"Jobs gains of 180K+ for February could turn markets higher, says Susan Schmidt",Amazon to close pop-ups as its healthcare venture site debuts,No 'silent lambs': China supports Huawei's bid for U.S. legal redress,"Exclusive: India investigating Philip Morris, Godfrey Phillips: source","Growth fears, China equity plunge haunts world stocks",Worst start to year for equity flows since 2008: BAML,Airbus shares fall after weak set of orders,Uber pays $2.6 million to settle Dutch case: prosecutors,"The Chinese government's top diplomat, State Councilor Wang Yi, said on Friday that China supports Huawei Technologies'  bid for legal redress in the United States, adding that Chinese companies should use ""legal weapons"" and not be ""silent lambs"".","India's main financial crime-fighting agency is investigating Philip Morris International Inc and its Indian partner Godfrey Phillips for alleged violation of the country's laws, a senior directorate source told Reuters on Friday.","Deepening fears for the health of the global economy pushed world stocks to three week lows on Friday after China exports contracted by a fifth, sending shares in some of the country's key indexes more than 4 percent lower.","A $10 billion wipeout over the last week has compounded the worst start to a year for equity flows since 2008, Bank of America Merrill Lynch strategists said on Friday.",Airbus shares fell on Friday after the European planemaker reported weak order figures.,"Uber has paid around 2.3 million euros ($2.6 million) in a settlement after it was found to have offered an unlicensed taxi service in the Netherlands in 2014-2015, Dutch prosecutors said on Friday."
8,20190309,20190309123940,Wall Street weekahead: Housing shares dependent on economy easing but not falling,"The pace of U.S. economic growth may prove to be critical for shares of homebuilders, which have climbed sharply as spring approaches. An easing economy that allows for lower interest rates supports an optimistic outlook for the industry, investors say, but any hints of a sustained downturn could sink shares.",Trump's budget to land with a thud on Monday,Wall Street's oldest-ever bull market turns 10 years old,Fed's Powell says no immediate policy responses needed to economy,Ghost workers sap Tunisia's phosphate wealth,Wall Street extends losing streak on weak jobs report,"Reallocate more of your portfolios to bonds, says Chad Morganlander",Britain's Asda supermarkets to stop selling single kitchen knives,Exclusive: Saudi court approves detained tycoon Sanea's bankruptcy filing,"FAA warns Southwest, union prolonged dispute could pose safety concerns",China says working with U.S. day and night to get trade deal,U.S. SEC to review stock trading rules in big potential shakeup,U.S. February job growth weakest in nearly one and a half years,Walmart-owned British supermarket chain Asda said it will remove single kitchen knives from sale in all its stores by the end of April.,"A Saudi court has approved an application by detained and indebted billionaire Maan al-Sanea and his company, Saad, to have their case resolved through the kingdom's new bankruptcy law, the company's financial adviser and two sources familiar with the matter told Reuters.",The Federal Aviation Administration warned Southwest Airlines Co and a union representing its mechanics in a letter on Friday that their prolonged contract dispute could pose safety concerns.,"China and the United States are still working day and night to achieve a trade deal that matches the interests of both sides and the hopes of the world, including eliminating tit-for-tat tariffs, a senior Chinese official said on Saturday.","The U.S. Securities and Exchange Commission is launching a review of the main set of rules governing stock trading, opening the door to the biggest potential changes in a decade-and-a-half, the head of the agency said on Friday.","U.S. employment growth almost stalled in February, with the economy creating only 20,000 jobs, adding to signs of a sharp slowdown in economic activity in the first quarter."
9,20190310,20190310123907,Nvidia offers bid for Israeli chip firm Mellanox: report,"Nvidia Corp has submitted an offer to buy Israeli chip designer Mellanox, the Calcalist financial news website said on Sunday.",Kia Motors considers suspending its No.1 plant in China: source,"Deutsche, Commerzbank tentatively talk about merger after months of speculation: source","Exclusive: Saudi's Falih - U.S., China driving oil demand; no April OPEC policy change",Ghost workers sap Tunisia's phosphate wealth,Wall Street extends losing streak on weak jobs report,"Reallocate more of your portfolios to bonds, says Chad Morganlander",Trump's budget to land with a thud on Monday,Wall Street's oldest-ever bull market turns 10 years old,Fed's Powell says no immediate policy responses needed to economy,Wall Street weekahead: Housing shares dependent on economy easing but not falling,Hyundai Motor in talks with investors to develop headquarters project,Exclusive: Saudi court approves detained tycoon Sanea's bankruptcy filing,"When President Donald Trump proposes his 2020 federal budget on Monday, official Washington will likely have a quick look, shrug and move on, marking another stage in the quiet decay of the U.S. government's traditional policy-making processes.",A savvy investor who managed to time the start of Wall Street's bull market a decade ago - and hold on since then - would now be sitting on a handsome windfall.,"The Federal Reserve does not see problems in the U.S. economy that warrant an immediate change in its policy, and it will be careful not to shock financial markets as it stabilizes its bond portfolio, Fed Chair Jerome Powell said on Friday.","The pace of U.S. economic growth may prove to be critical for shares of homebuilders, which have climbed sharply as spring approaches. An easing economy that allows for lower interest rates supports an optimistic outlook for the industry, investors say, but any hints of a sustained downturn could sink shares.","Hyundai Motor Co  is in talks with potential investors to develop its new headquarters planned for the South Korean capital of Seoul to share additional investment costs worth about 3.7 trillion won ($3.27 billion), it said on Sunday.","A Saudi court has approved an application by detained and indebted billionaire Maan al-Sanea and his company, Saad, to have their case resolved through the kingdom's new bankruptcy law, the company's financial adviser and two sources familiar with the matter told Reuters."
