,date,timestamp,main_title,main_content,feature_title_0,feature_title_1,feature_title_2,video_title_0,video_title_1,video_title_2,stories_title_0,stories_title_1,stories_title_2,stories_title_3,stories_title_4,stories_title_5,stories_content_0,stories_content_1,stories_content_2,stories_content_3,stories_content_4,stories_content_5
0,20200101,20200101114501,"Surveillance in a leafy enclave, Ghosn's Tokyo life was under strict monitoring",The imposing home where Carlos Ghosn lived for the last seven months and probably launched a daring escape to avoid Japanese prosecutors is nestled in a leafy enclave of Tokyo where most people pay little attention to Westerners or luxury cars.,"Exclusive: Airbus beats goal with 863 deliveries in 2019, up 8% - sources",Exclusive: Drugmakers from Pfizer to GSK to hike U.S. prices on over 200 drugs,U.S. holiday returns surge with booming e-commerce,Stocks end firm to cap banner year,Make financial resolutions for '20: wealth manager,Trump to sign U.S.-China deal Jan. 15,Tesla must face lawsuit claiming racism at California factory,U.S. auto safety agency to investigate fatal Tesla crash in California,"Google to end 'Double Irish, Dutch sandwich' tax scheme",Trump says U.S.-China trade deal will be signed on January 15,Samsung Electronics chip output at South Korea plant partly halted due to short blackout,Wall Street edges higher; S&P; closes decade with nearly 190% gain,"A federal judge rejected Tesla Inc's effort to dismiss claims by two former workers that the California electric car factory where they worked was a hotbed of racial hostility, clearing the way for a possible trial.","The fatal Dec. 29 crash of a Tesla Inc vehicle in Southern California will be investigated by the U.S. government's auto safety regulator, the agency said on Tuesday.","Google parent Alphabet  will no longer use an intellectual property licensing scheme, known as the ""Double Irish, Dutch sandwich"", which allowed it to delay paying U.S. taxes, 2018 tax filings show.","U.S. President Donald Trump said on Tuesday that Phase 1 of trade deal with China would be signed on Jan. 15 at the White House, though considerable confusion remains about the details of the agreement.","Samsung Electronics  partly halted some semiconductor production at its Hwaseong chip complex in South Korea after about a minute-long blackout on Tuesday afternoon, the company said on Wednesday.","Wall Street's major indexes edged higher on Tuesday on a renewed  rally fueled by trade optimism, capping off a decade of handsome returns in which the benchmark S&P; 500 rose nearly 190%."
1,20200102,20200102065429,"Asian shares jump on China policy easing, trade deal hopes","Asian shares kicked off 2020 on a strong note on Thursday, spurred by Chinese markets after Beijing eased monetary policy to support the slowing economy.",Ghosn carried spare French passport while out on bail in Japan: NHK,Exclusive: China halts British stock link over political tensions - sources,U.S. shale producers to tap brakes in 2020 after years of rapid growth,Boeing's bad year ends with a victory for Airbus,Breakingviews TV: SoftBank’s big breakup,Fugitive Ghosn met Lebanon president after escape,"Asian shares outperform global peers in December, but yearly gains lag","Hyundai, Kia see 2020 sales rebound after missing target in 2019",More drugmakers hike U.S. prices as new year begins,"Exclusive: Airbus beats goal with 863 jet deliveries in 2019, ousts Boeing from top spot",Major commercial plane crash deaths worldwide fell by more than 50% in 2019: group,Dollar off to a flat start for 2020 as others find the fizz,Asian shares gained for the fourth successive month in December as appetite for regional shares improved after the U.S. and China agreed on a preliminary deal to end their 17-month long trade war.,"South Korea's Hyundai Motor  and affiliate Kia Motors  expect their combined sales to rise 5% in 2020, after missing their annual target for five years in a row.","Drugmakers including Bristol-Myers Squibb Co , Gilead Sciences Inc , and Biogen Inc  hiked U.S. list prices on more than 50 drugs on Wednesday, bringing total New Year's Day drug price increases to more than 250, according to data analyzed by healthcare research firm 3 Axis Advisors.","Airbus has become the world's largest planemaker for the first time since 2011 after delivering a forecast-beating 863 aircraft in 2019, seizing the crown from embattled U.S. rival Boeing , airport and tracking sources said on Wednesday.","The number of people killed in large commercial airplane crashes fell by more than 50% in 2019 despite a high-profile Boeing 737 MAX crash in Ethiopia in March, a Dutch consulting firm said on Wednesday.","The dollar started the new year where it left the old one, on the back foot as investors wagered U.S. economic outperformance might be drawing to a close as optimism on trade brightens the outlook for growth globally."
2,20200103,20200103073414,"Asian shares stumble, oil, gold up after U.S. strikes in Iraq","Asian shares slipped on Friday, erasing early gains, while gold shone and oil prices spiked after U.S. air strikes in Iraq killed a top Iranian commander, heightening geopolitical tensions.",Security camera shows Ghosn leaving Tokyo home alone before his escape: NHK,U.S. farmers see another bleak year despite Phase 1 trade deal,Tesla says will start delivering China-made Model 3s to public on Jan. 7,Breakingviews TV: Russia’s misplaced optimism,Wall Street starts 2020 with records,Favor mid-cap stocks in '20: wealth manager,U.S. oil deals hit five-year high in 2019 on Occidental's blockbuster Anadarko buy,Credit Suisse announces $1 billion 2020 share buyback program,Ryanair's O'Leary prepared for more 737 MAX delays: Wiwo,"HSBC kicks off year with Hong Kong branches closed, vandalized",Tesla cuts price for China-made Model 3 vehicles before delivery,Exclusive: China to stick with inflation target of around 3% in 2020 - sources,"The value of U.S. oil and gas mergers and acquisitions reached a five-year peak of $96 billion in 2019 on the back of competing bids for Anadarko Petroleum, energy data provider Enverus said on Thursday.","Credit Suisse  said on Friday it expects to buy back at least 1 billion Swiss francs ($1.03 billion) worth of shares until the end of 2020, subject to market and economic conditions, after completing a similar program last year.","Ryanair  is prepared for further delays to the delivery of its Boeing  737 MAX airliners, its chief executive Michael O'Leary told German magazine Wirtschaftswoche, adding that he would only discuss compensation after the aircraft had been delivered.",HSBC   is being drawn into Hong Kong's political turmoil with protesters attacking some of its branches and graffiti daubed on the famous pair of lions that guard its city-center headquarters.,"U.S. electric vehicle maker Tesla Inc  cut the starting price for its China-made Model 3 sedans by 16% to 299,050 yuan  ($42,919) after receiving Chinese subsidies for electric vehicles, according to its China website.","China has decided to keep its inflation target unchanged this year at around 3%, sources say, suggesting policymakers will continue to roll out economic stimulus gradually and avoid more aggressive measures."
3,20200104,20200104155026,Ghosn fled Japan after security firm hired by Nissan stopped surveillance,"Ousted Nissan boss Carlos Ghosn left his Tokyo residence after a private security firm hired by Nissan Motor Co stopped monitoring him, three sources familiar with the matter told Reuters on Saturday.","Musk defies skeptics, meets Tesla delivery goal; shares hit record",Amazon considers opening stores in Germany: report,Fed policymakers broadly see eye to eye on 2020 outlook,Week ahead on Wall Street,Wall Street drops on Mideast tensions,No urge to buy defense stocks: wealth manager,"Exclusive: Weakened by sanctions, Venezuela's PDVSA cedes oilfield operations to foreign firms",U.S. factory sector in deepest slump in more than 10 years,"Exxon signals fourth quarter weakness in chemicals and refining, offset by asset sale",Discounts fuel U.S. pick-up truck sales in a slowing market,"Novartis, Merck and Allergan join those raising U.S. drug prices for 2020",Take Five: Crude awakening,"Venezuelan state company PDVSA is letting some joint venture partners take over the day-to-day operation of oilfields as its own capacity dwindles due to sanctions and a lack of cash and staff, according to a former oil minister, an opposition lawmaker and industry sources.","The U.S. manufacturing sector fell into its deepest slump in more than a decade in December as the U.S.-China trade war kept a lid on factory output, orders and employment, although the long-awaited Phase 1 deal between Washington and Beijing could limit further downside.","Exxon Mobil Corp's  fourth quarter operating results will decline from a year ago due to weakness in chemicals and refining, according to a regulatory filing and analyst comments on Friday.","U.S. automakers on Friday reported another year of stable sales of pick-up trucks, as discounts during the crucial holiday season and lower interest rates on vehicle loans attracted buyers while demand for passenger cars retreated further.","Novartis AG, Merck & Co Inc and Allergan Plc were among companies that raised U.S. prices on more than 100 prescription medicines on Friday, bringing the tally to 445 drugs that will cost more in 2020, according to data analyzed by healthcare research firm 3 Axis Advisors.",Geopolitics is back in the driving seat. The U.S. killing of a top Iranian commander has doused the nascent New Year rally and delivered a $3 boost for oil prices on fears that any violent retaliation from Tehran would disrupt energy supplies.
4,20200105,20200105104326,"Daimler recalls 744,000 U.S. Mercedes-Benz vehicles for faulty sunroofs","German automaker Daimler AG  said on Saturday it will recall 744,000 Mercedes-Benz vehicles in the United States from the 2001 through 2011 model years because the sunroof glass panel could detach and pose a hazard.",Japan orders tighter immigration procedures after Ghosn flees country,"Musk defies skeptics, meets Tesla delivery goal; shares hit record",Amazon considers opening stores in Germany: report,Week ahead on Wall Street,Wall Street drops on Mideast tensions,No urge to buy defense stocks: wealth manager,Fed policymakers broadly see eye to eye on 2020 outlook,"Exclusive: Weakened by sanctions, Venezuela's PDVSA cedes oilfield operations to foreign firms",U.S. factory sector in deepest slump in more than 10 years,Discounts fuel U.S. pick-up truck sales in a slowing market,"Novartis, Merck and Allergan join those raising U.S. drug prices for 2020",Take Five: Crude awakening,Federal Reserve policymakers who last year were frequently at odds over where to set U.S. borrowing costs opened 2020 telegraphing confidence in the state of the economy and signaling broad agreement that monetary policy is right where it should be.,"Venezuelan state company PDVSA is letting some joint venture partners take over the day-to-day operation of oilfields as its own capacity dwindles due to sanctions and a lack of cash and staff, according to a former oil minister, an opposition lawmaker and industry sources.","The U.S. manufacturing sector fell into its deepest slump in more than a decade in December as the U.S.-China trade war kept a lid on factory output, orders and employment, although the long-awaited Phase 1 deal between Washington and Beijing could limit further downside.","U.S. automakers on Friday reported another year of stable sales of pick-up trucks, as discounts during the crucial holiday season and lower interest rates on vehicle loans attracted buyers while demand for passenger cars retreated further.","Novartis AG, Merck & Co Inc and Allergan Plc were among companies that raised U.S. prices on more than 100 prescription medicines on Friday, bringing the tally to 445 drugs that will cost more in 2020, according to data analyzed by healthcare research firm 3 Axis Advisors.",Geopolitics is back in the driving seat. The U.S. killing of a top Iranian commander has doused the nascent New Year rally and delivered a $3 boost for oil prices on fears that any violent retaliation from Tehran would disrupt energy supplies.
5,20200106,20200106114139,Defying gravity? What could bring U.S. stocks down to earth,The U.S. stock market's relentless drive higher has caused some nail-biting on Wall Street that the rally is about to end. Geopolitical risks – such as the latest escalation of U.S. tensions with Iran - are just one on a list of worries for 2020.,Fed focuses on repo market exit strategy after avoiding year-end crunch,Ghosn took bullet train to Osaka en route to Lebanon: Kyodo,Trump administration pressed Dutch hard to cancel China chip-equipment sale: sources,Japan orders tighter border controls after Ghosn flees country,"$1.8 mln for one tuna? In Japan, that's a bit of a steal",Week ahead on Wall Street,"Shares erase new year gains, gold, oil soar on U.S. and Iran trade threats",Saudi Aramco hits new low since trading began on December 11,Boeing considers raising more debt as MAX crisis weighs: WSJ,Fugitive financier Jho Low denies being 'mastermind' behind 1MDB,Samsung to draw line under lackluster 2019 with chip revival in store,South Korean restaurant owners voice concerns over $4 billion Delivery Hero deal,"Tensions in the Middle East after the killing of a top Iranian general by the United States erased new year gains for a gauge of world shares on Monday as investors pushed safe-haven gold to a seven-year high, and oil jumped to its highest since September.","Saudi Aramco  shares briefly hit 34.45 riyals ($9.18) in early trade, their lowest level since its shares began trading on December 11, following a record-setting initial public offering (IPO).","Boeing Co  is considering plans to raise more debt to bolster its finances after the grounding of its 737 MAX jet, the Wall Street Journal reported, citing people familiar with the matter.","Fugitive Malaysian financier Low Taek Jho has said he only acted as an intermediary for deals involving 1MDB, denying in an interview published on Monday that he had set the stage for the theft of billions of dollars from the Malaysian state fund.","With Samsung Electronics  expected to suffer its biggest annual profit drop in at least a decade, investors are counting on an expected uptick in the memory-chip market to cure the tech giant's ills this year.","South Korean restaurant owners expressed concern on Monday over food delivery giant Delivery Hero's  proposed $4 billion acquisition of its local rival, saying the move could undermine competition and lead to higher fees."
6,20200107,20200107114841,"Stocks steady, oil cools as U.S.-Iran tensions ease","World shares steadied and oil pulled back from multi-month highs on Tuesday after dramatic post-new year moves, as investors judged prospects of an all-out conflict between the United States and Iran had eased.","Japan issues arrest warrant for Ghosn's wife, looks for ways to bring him back",Facebook defies China headwinds with new ad sales push,Stripteasing Musk launches Tesla SUV program at new China factory,Stocks bounce back as traders rethink Mideast risk,SpaceX launches new round of Starlink satellites,Wall Street brushes off Middle East tensions,American Airlines reaches settlement with Boeing for 737 MAX compensation in 2019,Uber partners with Hyundai on electric air taxi,Volkswagen seeks damages from Prevent in ongoing legal dispute,Ferrari joins European auto lobby ACEA four years after spin-off,Goldman Sachs renames business units ahead of quarterly results,South Korea's LG Display to end domestic production of LCD TV panels by end of 2020,American Airlines Group Inc  said on Monday it had reached a confidential agreement with Boeing Co  to address damages the airline incurred in 2019 due to the ongoing grounding of its fleet of Boeing 737 MAX aircraft.,"U.S. ride-hailing company Uber Technologies Inc  and South Korean automaker Hyundai Motor  have teamed up to develop electric air taxis, joining the global race to make small self-flying cars to ease urban congestion.","Volkswagen  is seeking more than 100 million euros ($112 million) in damages from former supplier Prevent, it said on Tuesday, adding it had filed a first claim for one of its subsidiaries.","Italian luxury carmaker Ferrari  has become the latest manufacturer to join the European carmakers' association (ACEA), the auto lobby said on Tuesday.","Goldman Sachs Group Inc  said on Tuesday it renamed its main business units ahead of its quarterly results next week, as part of the Wall Street bank's efforts to provide greater transparency for investors into its financial performance.","South Korean panel maker LG Display Co Ltd  will halt domestic production of liquid-crystal display (LCD) TV panels by the end of this year, its chief executive said on Monday, due to dropping LCD prices and a global supply glut."
7,20200108,20200108120245,"Exclusive: Impossible Foods has stopped McDonald's burger talks, shares of Beyond Meat jump","Impossible Foods is no longer trying to win a coveted deal to supply McDonald's Corp  with plant-based burgers, telling Reuters it cannot produce enough of its imitation meat to partner with the world's No. 1 fast-food chain.",'Shot across the bow': U.S. steps up pressure on UK ahead of Huawei decision,"Oil price spike clouds corporate profit outlook, putting investors on edge","'Flawed, biased': Ghosn lawyers blast Nissan before news conference",Samsung may see its fourth-quarter profits plunge,Iran strike on U.S. forces sends stocks tumbling,Middle East jitters hit Wall Street,Futures slip as Iran's attack on U.S. forces heightens Middle East tensions,"BMW achieves record 2019 sales, looks to 2020 with confidence",Saudi Aramco falls on U.S.-Iran tensions; debt markets little changed,"Apple's news service reaches 100 million users, App Store sales expand","Geely, Mercedes-Benz launch $780 million JV to make electric smart-branded cars",Bytedance's video app TikTok bans 'misleading information',"U.S. stock index futures fell early on Wednesday as investors scurried to safe-haven assets after Iran fired rockets at U.S.-led forces in Iraq in response to the killing of a top Iranian commander, sparking fears of a wider war in the Middle East.","German carmaker BMW  achieved record sales of 2.5 million vehicles in 2019, sales chief Pieter Nota said on Wednesday, adding that he was upbeat about the company's prospects in 2020.","Saudi Aramco shares fell to a new low on Wednesday after Iran launched missiles against U.S. targets in Iraq, but Gulf debt markets were fairly stable, as some had feared stronger retaliation from Iran.","Apple Inc  on Wednesday said its Apple News service has reached 100 million monthly active users versus 85 million a year prior, demonstrating growth in a key services business that is being closely watched by investors as iPhone sales decline.","Zhejiang Geely Holding Group Co Ltd and Mercedes-Benz on Wednesday said they would each invest 2.7 billion yuan ($388.77 million) in a China-based venture to build ""premium and intelligent electrified"" vehicles under the smart brand.","Popular video-sharing app TikTok issued a broad ban on Wednesday against ""misleading information"" that could cause harm to its community or the public, setting itself apart from rivals like Facebook which say that they do not want to be arbiters of truth."
8,20200109,20200109112529,Japan minister launches counterattack after Ghosn blasts justice system,"Japan's justice minister launched a rare and forceful public takedown of auto executive-turned-fugitive Carlos Ghosn after he blasted the country's legal system as allowing him ""zero chance"" of a fair trial as he sought to justify his escape to Beirut.",China's Vice Premier Liu to sign U.S. trade deal in Washington next week,"Ahead of U.S. election, Facebook gives users some control over how they see political ads",How Big Tech is helping transform cars into smartphones,Former colleagues hit back at Ghosn,"Tesla stock worth more than GM, Ford combined","Tesla stock worth more than GM, Ford combined",Tesla's market value zooms past that of GM and Ford - combined,"Divergent paths: Oil, natural gas going different directions","Back from the brink, back to the bull run",Mercedes-Benz poised to clinch premium sales crown for 2019,'Gold rush': Race is on for health data in East Europe's frontier market,Tanker owners face insurance headache as Mideast war risk haunts shipping trade,"For the first time, Tesla Inc's  stock market value has eclipsed the combined values of General Motors Co  and Ford Motor Co .","The diverging fundamentals of U.S. oil and natural gas can be seen dramatically in the markets, where the oil-to-gas price ratio has surged to its highest in six years.","World markets looked to have overcome their new year wobbles on Thursday, as the United States and Iran backed away from conflict in the Middle East.","Daimler  sold 2.34 million Mercedes-Benz passenger cars in 2019 for a ninth consecutive year of record sales, it said on Thursday, putting the German carmaker in pole position to retain the title of biggest-selling premium car brand.","Eastern Europe is a new frontier for private medical care, and insurers and tech startups are racing to steal a march on their rivals by harnessing the region's health data.","Even as the United States and Iran appear to signal a keenness to avoid further conflict, oil and gas shipowners are bracing to pay a price for the war of words that culminated in rocket strikes in Iraq over the last week - higher insurance bills."
9,20200110,20200110121323,"'Designed by clowns': Boeing employees ridicule 737 MAX, regulators in internal messages","Boeing Co has released hundreds of internal messages that contained harshly critical comments about the development of the 737 MAX, including one that said the plane was ""designed by clowns who in turn are supervised by monkeys"".",U.S. job growth seen slowing in December after robust gains,Majority of Americans favor wealth tax on very rich: Reuters/Ipsos poll,"As U.S. election heats up, investors brace for volatility",'Designed by clowns': Boeing employees ridiculed 737 MAX,Avoid department store stocks: strategist,"Ukraine jet accidentally downed by Iran say Canada, U.S.",Japan failed to arrange fair trial for Ghosn: French lawyer,Stocks march higher as Middle East tensions ease,"U.S. refinery sales hit the brakes, with 5% of capacity on block",U.S. dollar to dominate in directionless forex market: Reuters poll,"Jaguar Land Rover's sales dip in 2019, but show signs of recovery",Soaring SUV sales keep carmakers on collision course with climate policy,Former Nissan boss Carlos Ghosn's lawyer on Friday told Japan's government that the authorities had failed to arrange for a fair trial that respected universal rights.,World stocks set new record highs on Friday and the prices of safe-haven assets such as gold pulled back as investors cheered an apparent de-escalation in U.S.-Iran tensions and looked instead to prospects of improved global growth.,"From coast to coast, U.S. refineries are available for the taking, but nobody is buying.","The U.S. dollar, which has dominated currency market trading for the last two years, looks set to do so again in 2020, according to the latest Reuters poll of foreign exchange strategists.",Carmaker Jaguar Land Rover (JLR) posted a 6% fall in full-year sales on Friday after a challenging year in which its performance was hit by the weakening Chinese autos market and falling demand for diesel vehicles in Europe.,"Soaring demand for SUVs drove record sales for premium carmakers including BMW and Mercedes last year, leaving the industry on collision course with government efforts to tackle global warming despite big investments in electric vehicles."
