,date,timestamp,main_title,main_content,feature_title_0,feature_title_1,feature_title_2,video_title_0,video_title_1,video_title_2,stories_title_0,stories_title_1,stories_title_2,stories_title_3,stories_title_4,stories_title_5,stories_content_0,stories_content_1,stories_content_2,stories_content_3,stories_content_4,stories_content_5
0,20191201,20191201113415,"Black Friday shoppers stay away from stores, make $7 billion-plus splurge online","U.S. shoppers made more purchases online on Black Friday than in the mall - hurting traffic and sales at brick-and-mortar stores, according to data that offered a glimpse into what is still one of the busiest shopping days of the year.",Exclusive: EU antitrust regulators say they are investigating Google's data collection,Fiat Chrysler reaches tentative labor deal with United Auto Workers,"Nissan, Renault, Mitsubishi Motors agree to form new venture for advanced R&D;: Kyodo",Thinner U.S. crowds but Black Friday goes global,Wall Street slips on Black Friday,Bullish on Amazon on Black Friday: analyst,Apple 'taking a deeper look' at map policies after calling Crimea part of Russia,Tesla move will draw further companies into Germany: state premier,Facebook issues corrective label on user's post under new Singapore fake news law,Musk's defamation trial over 'pedo guy' tweet is narrowed,"OPEC November oil output slips before Aramco IPO, policy meeting",International stocks to outperform U.S. in 2020: investors,"Apple Inc  is ""taking a deeper look at how we handle disputed borders"" after it referred to the Russian-annexed Crimean Peninsula as part of Russia in its Maps and Weather apps for Russian users, a company spokeswoman told Reuters on Friday.","Tesla's  announcement earlier this month that it will build its first European factory near Berlin will draw further companies from the electric mobility and energy storage sectors into Germany, a state premier told newspaper Die Welt.","Facebook  said on Saturday it had issued a correction notice on a user's post at the request of the Singapore government, but called for a measured approach to the implementation of a new ""fake news"" law in the city-state.","The British cave explorer who sued Tesla Inc's  Elon Musk for branding him ""pedo guy"" in a tweet has narrowed his defamation case against the electric car maker's chief executive, and is no longer seeking damages for an emailed suggestion he might be a child rapist.","OPEC oil output has fallen in November as Angolan production has slipped due to maintenance and Saudi Arabia has kept a lid on supply to support the market before the initial public offering (IPO) of state-owned Saudi Aramco, a Reuters survey found.","Even though the U.S. stock market continues a record-breaking rally that has sent the benchmark S&P; 500 index up nearly 25% for the year, investors appear to be looking elsewhere for better values in the year ahead."
1,20191202,20191202163449,Off the radar: U.S. CEOs' jet perks add millions to corporate tax bills,"As U.S. corporate jet use approaches pre-financial crisis levels and chief executives take an increasing number of personal trips on the company tab, many investors are being kept in the dark about the true cost of the perk.",Retailers see biggest-ever Cyber Monday after record online Black Friday,Exclusive: U.S. digs deeper into Deutsche role in Danske money laundering scandal - sources,"U.S. factory activity, construction spending unexpectedly fall",Markets: stocks rally on data boost,Thinner U.S. crowds but Black Friday goes global,Wall Street slips on Black Friday,"Wall Street falls on soft PMI data, U.S. tariffs on metal imports",Could life insurance go up in smoke for some vapers?,EU fails to block U.S. tariffs in new WTO aircraft ruling: sources,New Nissan CEO rules out closer capital ties with Renault,Saudi Arabia wants OPEC+ to deepen oil cuts due to Aramco IPO,British VW drivers launch 'dieselgate' case in High Court,"Wall Street fell on Monday after President Donald Trump said he would restore tariffs on metal imports from Brazil and Argentina, while weak domestic manufacturing data fanned worries of a slowing economy in the wake of the U.S.-China trade war.","Global reinsurers are stepping up their warnings to life insurer clients about the potential risks of vaping, putting pressure on underwriters to charge certain vapers higher rates than smokers, or even exclude them altogether.","The World Trade Organization has found the EU has failed to withdraw all subsidies to planemaker Airbus,  three people familiar with the matter said, a decision likely to permit the United States to maintain tariffs on European goods.","Nissan Motor Co  is committed to its automaking  alliance with Renault SA  but will not look to deepen its capital ties with the French automaker any time soon, its new CEO said on Monday.","OPEC and its allies plan to deepen oil cuts and have the deal in place so it runs at least until June 2020 as Saudi Arabia wants to deliver a positive surprise to the market before the listing of Saudi Aramco, two sources familiar with the talks said.","Tens of thousands of British drivers on Monday accused Volkswagen  of fitting devices to cheat clean air laws at the start of the country's biggest class action lawsuit brought to tackle ""dieselgate""."
2,20191203,20191203162358,Trump says China trade deal might have to wait for 2020 election,"President Donald Trump said a trade agreement with China might have to wait until after the U.S. presidential election in November 2020, denting hopes of a resolution soon to a dispute that has weighed on the world economy.",Exclusive: White House considered kicking Huawei out of U.S. banking system - sources,France and EU say primed to retaliate over U.S. tariff threat,Elon Musk goes on trial in U.S. for defamation over 'pedo guy' tweet,Sold! Paris real estate shines as London gets Brexit blues,Japan lines up $120 bln stimulus boost,U.S. may hike EU tariffs after Airbus subsidy ruling,Wall St. extends declines as Commerce Secretary Ross comments on China tariffs,Alibaba raises further $1.7 billion in over-allotted shares in HK listing,PG&E; failed to inspect transmission lines that caused deadly 2018 wildfire: state probe,"U.S. solar industry to lose 62,000 jobs due to Trump tariffs - study",Huawei faces online storm in China over employee treatment,Unilever names Braams as new marketing head in expanded role,U.S. stocks extended declines on Tuesday as U.S. Commerce Secretary Wilbur Ross said on CNBC that U.S. tariffs on Chinese imports due Dec. 15 would be imposed unless there was substantive progress in trade talks.,Chinese e-commerce giant Alibaba said on Tuesday it has raised an additional HK$13.17 billion ($1.68 billion) by exercising the over-allotment option in its Hong Kong secondary listing.,"Bankrupt California power producer PG&E; Corp  did not properly inspect and replace transmission lines before a faulty wire sparked a wildfire that killed more than 80 people in 2018, a probe by a state regulator has concluded.","The U.S. solar industry is losing out on the creation of around 62,000 jobs and $19 billion in investment thanks to Trump administration tariffs on imported panels imposed nearly two years ago, according to a report published on Tuesday.",Huawei Technologies [HWT.UL] is facing a public backlash in China after details of the dismissal and wrongful detention of a former employee went viral.,"Consumer goods giant Unilever Plc  on Tuesday appointed Conny Braams to the new post of chief digital and marketing officer, expanding the scope of a role previously held by advertising industry veteran Keith Weed."
3,20191204,20191204124834,Google co-founders step aside as Pichai takes helm of parent Alphabet,"Google co-founders Larry Page and Sergey Brin are stepping aside as leaders of the Internet behemoth they founded 21 years ago, ending an extraordinary run that saw them build one of the world's most valuable and influential companies.",Elon Musk due back on witness stand in defamation trial stemming from tweets,"Futures jump on report of U.S., China nearing phase-one trade deal",Amazon Air provider hit with 'no confidence' vote as holiday shipping ramps up,Britain's Johnson backs digital tax despite Trump's ire,Global PMIs: China services hits 7-month highs,Why life insurance could go up in smoke for vapers,Graphic: No Santa Rally? Trade fears threaten Wall Street's end of decade,"Jared Kushner, Trump's son-in-law, takes bigger role in China trade talks","OPEC gearing up for deeper oil cuts, Russia yet to agree",Tesla Model X gets 5-star rating from European safety agency,Stocks in tentative rebound after Trump's trade war scare,"Hadi Zablit promoted to general secretary of Renault, Nissan alliance",Wall Street's poor start to December has some investors bracing for a choppy end-of-year as fears about the U.S.-China trade war resurface.,President Donald Trump's son-in-law Jared Kushner has added another role to his long list of White House duties - U.S.-China trade negotiator - as Washington and Beijing try to reach an initial agreement to avoid new U.S. tariffs on Dec. 15.,OPEC is gearing up to deepen production cuts later this week but still needs to agree with allies such as Russia over details of a deal to support oil prices and head off a looming oil glut next year.,Tesla Inc said on Wednesday its Model X SUV has been awarded a five-star rating by the European New Car Assessment Programme (NCAP) in tests that are standards for Europe.,"European stocks opened higher on Wednesday, recovering some of the losses made in the previous session when U.S. President Donald Trump surprised world markets by saying a trade deal with China could wait until after the 2020 presidential election.","Renault SA , Nissan Motor Co  and Mitsubishi Motors  on Wednesday said they had promoted Hadi Zablit to general secretary of their automaking alliance to accelerate business efficiencies across the companies."
4,20191205,20191205114129,Gazing into the recession crystal ball,The protracted trade war between China and the United States and a deteriorating global growth outlook have left investors nervous that the longest expansion in American history is at risk of ending.,"GM, LG Chem to announce EV battery joint venture in Ohio",China maintains tariffs must be reduced for phase one trade deal with U.S.,Wall Street's high-stake bets on calm less risky than they seem,Massive transport strike takes toll on Parisians' morning commutes,Peloton lowers monthly price amid ad controversy,Wall Street rebounds on trade hopes,"Stocks keep the faith, sterling gallops higher",Musk defamation trial may head to jury after billionaire and diver spar in court,FCA challenges Italy tax agency over value of U.S. business,"Western, Chinese consumers divided on electric, self-driving cars: survey","Japan launches $122 billion stimulus to fight trade risks, post-Olympic slump","Under Pichai, Alphabet's moonshot projects may face more scrutiny","Stocks gained amid trade war headlines on Thursday, while sterling rose to its highest in more than two years against the euro on hopes next week's UK election will lead to a smooth Brexit.","Elon Musk's defamation trial could be in the hands of jury by the end of Thursday after the billionaire and the diver who is suing him sparred over the meaning and impact of a ""pedo guy"" tweet at the heart of the case.",Fiat Chrysler Automobiles (FCA)  has challenged Italy's tax authority which has said the car company had underestimated the value of its U.S. business after it bought Chrysler.,"Automakers, ride-hailing and technology companies plowing money into the development of electric, self-driving and shared car services will find more enthusiastic consumers in China than in Europe and the United States, a survey on Thursday showed.",Japan's cabinet approved a $122 billion fiscal package on Thursday to support stalling growth in the world's third-largest economy amid offshore risks and as policymakers look to sustain activity beyond the 2020 Tokyo Olympics.,Alphabet's  leadership change has some investors hoping that the owner of Google will take a hard look at the cash-burning ventures championed by its founders.
5,20191206,20191206113839,Returning General Motors workers seen boosting U.S. November payrolls,"U.S. job growth likely accelerated in November as former striking workers returned to General Motors'  payrolls, which would confirm that the economy remained on a moderate expansion path despite a prolonged manufacturing slump.","Uber says it received over 3,000 reports of sexual assault in U.S. in 2018",Jurors expected to begin deliberating in Elon Musk defamation trial,Exclusive: China's Dongfeng plans partial sale of PSA stake - sources,German industry slump sparks renewed growth fears,Uber reveals thousands of sexual assault reports,Saudi Aramco prices world's biggest IPO,'Moving right along'? Shares nudge up after Trump trade talk,SoftBank's Son sticks with gut-led investing in chat with Alibaba's Ma,"Saudi, Russia look to seal deeper output cuts with oil producers",China-built Tesla cars secure new energy vehicle subsidies,JPMorgan banker testifying for cartel prosecutors says there was no agreement,Indonesia fines Garuda after CEO fired over smuggled Harley Davidson,"World shares ticked up on Friday, buoyed by comments from U.S. President Donald Trump that talks aimed at dialling down the damaging trade war with China were ""moving right along"".","Weeks after his billion-dollar bailout of WeWork, SoftBank Group Corp's founder and CEO Masayoshi Son reiterated his belief in an instinct-led investing style, in a discussion with Alibaba Group Holding Inc's co-founder Jack Ma.","By Shadia Nasralla, Olesya Astakhova and Bozorgmehr Sharafedin","Tesla Inc  said on Friday its Chinese-built Model 3 cars would receive state subsidies, a move that will help the U.S. electric vehicle maker's push into the world's biggest auto market.","A prosecution witness in an Australian criminal cartel case against Citigroup Inc  and Deutsche Bank AG  said on Friday that the banks never colluded, but that he helped a regulator build its case to get immunity.","Indonesia will fine flag carrier PT Garuda Indonesia  for violating aviation rules after its chief executive was accused of smuggling a Harley Davidson motorcycle onboard a new plane, state news agency Antara cited the transport minister as saying."
6,20191207,20191207072256,Tesla boss Elon Musk wins defamation trial over his 'pedo guy' tweet,"Tesla Inc boss Elon Musk emerged victorious on Friday from a closely watched defamation trial as a federal court jury swiftly rejected the $190 million claim brought against him by a British cave explorer who Musk had branded a ""pedo guy"" on Twitter.",Musk's defamation win may reset legal landscape for social media,Trump calls for World Bank to stop loaning to China,Wall Street Week Ahead: Tariff deadline keeps focus on trade as 2019 draws to close,Musk wins defamation trial over 'pedo guy' tweet,"Week ahead: The Fed, the UK votes, and tariff watching",Breakingviews TV: Ping An flop,FAA seeks $3.9 million fine from Boeing for defective parts on 737 NG planes,Strong U.S. job growth showcases economy's resilience,Mexico says 'good progress' on trade deal although work remains,Amazon websites could be added to USTR's 'Notorious Markets' list: WSJ,Proxy adviser ISS opposes plan by Hudson's Bay chairman to take firm private,Ericsson agrees to pay over $1 billion to resolve U.S. corruption probes,"The Federal Aviation Administration (FAA) said on Friday it seeks to impose a $3.9 million fine on Boeing Co, alleging it failed to prevent the installation of defective parts on about 130 737 NG airplanes.","U.S. job growth increased by the most in 10 months in November as the healthcare industry boosted hiring and production workers at General Motors  returned to work after a strike, the strongest sign yet the economy is in no danger of stalling.","Negotiators working to close a new North American trade deal have made ""good progress"" but many elements are not yet resolved, Mexico's deputy foreign minister said on Friday.","The Trump administration is considering putting some of Amazon.com Inc's  overseas websites on a list of global marketplaces known for counterfeit goods, the Wall Street Journal reported on Friday, citing people familiar with the matter.",Institutional Shareholder Services said on Friday it recommends shareholders vote against a plan by the chairman of Hudson's Bay Co  to take the Saks Fifth Avenue owner private after the bid was topped by an offer from Catalyst Capital Group Inc.,"Swedish mobile telecoms company Ericsson has agreed to pay over $1 billion to resolve probes into corruption, including the bribing of government officials, the U.S. Department of Justice said on Friday."
7,20191208,20191208074509,"China November exports fall, but import growth hints of recovering demand","China's exports in November shrank for the fourth consecutive month, underscoring persistent pressures on manufacturers from the Sino-U.S. war but growth in imports may be a sign that Beijing's stimulus steps are helping to stoke demand.",Tesla boss Elon Musk wins defamation trial over his 'pedo guy' tweet,Bankrupt PG&E; reaches $13.5 billion settlement with California wildfire victims,"Mexico, U.S. draw closer to finalizing USMCA: source",Musk wins defamation trial over 'pedo guy' tweet,"Week ahead: The Fed, the UK votes, and tariff watching",Breakingviews TV: Ping An flop,Ericsson to pay over $1 billion to resolve U.S. corruption probes,Amazon CEO says wants to work more with Pentagon,Fiat appeals to Europe's top court against $33 million EU tax order,Wall Street Week Ahead: Tariff deadline keeps focus on trade as 2019 draws to close,Proxy adviser ISS opposes plan by Hudson's Bay chairman to take firm private,FAA seeks $3.9 million fine from Boeing for defective parts on 737 NG planes,"Swedish mobile telecoms company Ericsson  has agreed to pay over $1 billion to resolve probes into corruption, including the bribing of government officials, the U.S. Department of Justice said on Friday.","(This December 7 story corrects to say country, not company, in fifth paragraph)","Carmaker Fiat Chrysler  has lodged an appeal with Europe's top court against an EU order to pay 30 million euros ($33 million) in Luxembourg back-taxes, seeking to overturn a lower tribunal ruling backing EU antitrust regulators.",The stock market looks set to end 2019 the way it began the year -- highly sensitive to headlines from President Donald Trump's global trade war.,Institutional Shareholder Services said on Friday it recommends shareholders vote against a plan by the chairman of Hudson's Bay Co to take the Saks Fifth Avenue owner private after the bid was topped by an offer from Catalyst Capital Group Inc.,"The Federal Aviation Administration (FAA) said on Friday it seeks to impose a $3.9 million fine on Boeing Co, alleging it failed to prevent the installation of defective parts on about 130 737 NG airplanes."
8,20191209,20191209132720,Swelling U.S. IPO backlog points to crowded 2020 field,"More and more companies are putting plans for U.S. initial public offerings (IPO) on ice this year because of investor pushback against their valuations, creating a backlog that could make stock market debuts more challenging in 2020.",Trial begins in U.S. states' effort to block T-Mobile/Sprint deal,Saudi Aramco IPO proceeds rise to $29.4 billion after option exercised: TV,General Motors pulls out of Russian car assembly business with Avtovaz deal,Tesco shares jump on possible Asia unit sale,Surprise export surge gives Germany a boost,Musk wins defamation trial over 'pedo guy' tweet,"Futures dip as Chinese data disappoints, tariff deadline closes in","Jobs of the future are clustering in a handful of U.S. cities, study finds",Just Eat takeover battle hots up with fresh $6.5 bln Prosus bid,"House Democrats, USTR nearing deal to pass modified USMCA agreement: WSJ",Tesco shares jump on possible sale of Asian business,France's Sanofi to buy biotech firm Synthorx for $2.5 billion,"U.S. stock index futures edged lower on Monday as weak data from China brought back fears of a slowdown in the world's second-biggest economy, while investors awaited more news on trade ahead of a tariff deadline later in the week.","A new analysis of where ""innovation"" jobs are being created in the United States paints a stark portrait of a divided economy where the industries seen as key to future growth cluster in a narrowing set of places.","Prosus  raised its unsolicited cash offer for British food delivery service Just Eat  to $6.5 billion on Monday, ratcheting up the pressure on rival bidder Takeaway  in their bitter takeover battle.","House Democrats and U.S. Trade Representative Robert Lighthizer are nearing a deal to pass a revised version of the United States-Mexico-Canada Agreement, the Wall Street Journal reported late on Sunday, citing people familiar with the matter.","Shares in Tesco  rose more than 5% on Monday after Britain's biggest retailer said it might sell its Asian businesses, in Thailand and Malaysia, which analysts valued at up to $9 billion.",France's Sanofi  on Monday agreed to buy California-headquartered biotechnology firm Synthorx  in a cash deal worth about $2.5 billion as it steps up a push in the lucrative field of cancer drugs under its new chief executive.
9,20191210,20191210092021,Choppy markets leave U.S. bank bonus decisions in limbo,"December is always a month of suspense on Wall Street, as dealmakers, traders and money managers at big U.S. banks wait to find out how much they will receive in bonuses.",Stocks dip as tariff deadline approaches,Apple has 'deep concerns' that ex-employees accused of theft will flee to China,Domino's Pizza chairman Stephen Hemsley to step down,Wall Street falls as health shares drag,Potential takeover target in healthcare: analyst,"Former Fed Chief Paul Volcker, inflation tamer, dies",France fines Morgan Stanley $22 million for manipulating sovereign bonds,Exclusive: Malaysia's Mahathir hopeful of 1MDB settlement with Goldman soon,"U.S., Canadian officials converge on Mexico City to seal final changes to trade deal",Japan's markets watchdog recommends $22 million fine for Nissan over Ghosn pay,Cboe Global to buy equities clearing house EuroCCP,Amazon secures Champions League rights for Germany: report,France's markets watchdog AMF said on Tuesday it has fined U.S bank Morgan Stanley  20 million euros ($22 million) for manipulation of sovereign bonds.,"Malaysian Prime Minister Mahathir Mohamad is hopeful of reaching an out-of-court settlement with Goldman Sachs  over the 1MDB scandal soon, but that compensation of ""one point something billion"" dollars offered by the bank was too small.",Senior U.S. and Canadian officials were set to fly to Mexico City on Tuesday to work on the final changes to a languishing North American trade pact that could clear the way for a vote in the U.S. Congress before the end of the year.,Japan's markets watchdog said on Tuesday it has recommended that the country's financial regulator fine Nissan Motor Co Ltd  about 2.4 billion yen ($22 million) over the underreporting of former Chairman Carlos Ghosn's compensation.,"Cboe Global Markets  has agreed to buy EuroCCP, giving the exchange operator full control over the equity clearing house.","Amazon.com has secured the rights to broadcast top European soccer Champions League matches for the 2021/22 season in Germany, the U.S. company's second biggest market, the DWDL media trade website reported on Tuesday."
