,date,timestamp,main_title,main_content,feature_title_0,feature_title_1,feature_title_2,video_title_0,video_title_1,video_title_2,stories_title_0,stories_title_1,stories_title_2,stories_title_3,stories_title_4,stories_title_5,stories_content_0,stories_content_1,stories_content_2,stories_content_3,stories_content_4,stories_content_5
0,20190101,20190101113406,"After damaging Reuters report, J&J; doubles down on talc safety message",Johnson & Johnson Inc's statement was unequivocal.,"U.S. companies repatriate over half a trillion dollars in 2018, but pace slows","Wall Street rises, limps across the finish line of a turbulent year",Exclusive: Netflix poaches CFO from Activision Blizzard - source,Wall Street rises to cap off rocky year,Fed Chair Jerome Powell wraps up a bumpy first year,2018 Wall Street recap and 2019 picks with A&G;'s Kramer,"Tesla has over 3,000 Model 3s left in U.S. inventory: Electrek","'Pooey Puitton' purse said to irk Louis Vuitton, prompts lawsuit","Trade optimism lifts stocks, but 2018 ends in red",Hertz Global to pay $16 million fine to settle accounting case: SEC,Fed Chair Powell's unscripted approach sets up for rocky 2019,Oil posts first year of losses since 2015,"Tesla Inc had over 3,000 Model 3s left in inventory in the United States as of Sunday, automotive news website Electrek reported on Monday, citing people familiar with the matter.","A California toy company has sued Louis Vuitton to stop the French luxury goods maker from interfering with its sales of a slime-filled, poop-shaped toy purse for children, Pooey Puitton.",Equities around the world rose on Monday as possible progress in resolving the trade dispute between the United States and China engendered some investor optimism in what has been a punishing end of year for markets.,"Hertz Global Holdings has agreed to pay a $16 million fine to settle a case over accounting misstatement, the U.S. Securities and Exchange Commission (SEC) said in an order filed on Monday.","Jerome Powell had a bumpy first year as Federal Reserve chairman when it came to talking policy, by turns spooking and comforting investors even as economic data offered increasingly mixed signals and President Donald Trump stepped up his attacks on the U.S. central bank.","Oil prices ended with full-year losses for the first time since 2015, after a desultory fourth quarter that saw buyers flee the market over growing worries about a supply glut and mixed signals related to renewed U.S. sanctions on Iran."
1,20190102,20190102123729,Big claims strain senior living market for U.S. insurers,"Last March, a 103-year-old resident of a Sunrise Senior Living facility in Willowbrook, Illinois, went on a field trip to the movies.  Ruth Smith, who used a walker, fell down two concrete steps in the theater and died about six weeks later. Now Smith's estate is suing Sunrise, saying that aides did not properly watch her.","After brutal 2018, world stocks nurse a New Year's hangover",U.S.-China trade war takes toll on global manufacturing,Markets start the way they ended,Wall Street rises to cap off rocky year,Fed Chair Jerome Powell wraps up a bumpy first year,2018 Wall Street recap and 2019 picks with A&G;'s Kramer,"Hyundai flags tough 2019 as U.S., China demand stays slow","Oil falls to $53 on economic worries, surging supply",South Koreans seek Nippon Steel asset seizure in 'forced labor' case,China December factory activity shrinks for first time in 19 months: Caixin PMI,Google wins U.S. approval for radar-based hand motion sensor,UK minister defends giving Brexit ferry contract to company with no ships,"South Korea's Hyundai Motor Group flagged another year of tepid car sales growth on the back of a slow 2018, saying trade protectionism adds uncertainty and major markets such as the United States and China remained sluggish.","Oil fell towards $53 a barrel on Wednesday, under pressure from rising output in major OPEC and non-OPEC producers and due to concerns about an economic slowdown that could weaken demand.","South Korean plaintiffs in a World War Two forced labor court case against Japan's Nippon Steel & Sumitomo Metal Corp have applied to seize some of Nippon Steel's Korean assets, their lawyers said on Wednesday.","China's factory activity contracted for the first time in 19 months in December as domestic and export orders continued to weaken, a private survey showed, pointing to a rocky start for the world's second-largest economy in 2019.",Alphabet Inc's  Google unit won approval from U.S. regulators to deploy a radar-based motion sensing device known as Project Soli.,Britain's transport minister has defended awarding a 14 million-pound ($18 million) contract for shipping goods after Brexit to a new ferry company that owns no ships.
2,20190103,20190103183544,Apple shares slide after iPhone maker issues rare revenue warning,"Apple Inc shares tumbled as much as 10 percent on Thursday after the iPhone maker blamed weak China demand for its revenue shortfall in the holiday quarter, a clear sign of the company's struggles in the world's largest smartphone market.","Paying the price: China shoppers, stung by slowdown, take bite out of Apple",Bristol-Myers bulks up with $74 billion deal to buy Celgene,Major automakers bullish on U.S. market despite rising interest rates,Apple shares sink as China gamble backfires,Amazon workers in Spain strike ahead of busy Three Kings celebrations,Apple bites Wall Street's bulls,UAW sues GM over use of temporary workers at Indiana plant,"Wall Street tumbles on weak factory data, Apple warning",Google shifted $23 billion to tax haven Bermuda in 2017: filing,Truckmaker Volvo to take $778 million emissions hit,Apple set to pull some iPhones from its German stores after Qualcomm enforces ban,"U.S. factory activity hits two-year low, casts shadow over economy","The United Auto Workers union sued General Motors Co  in federal court on Thursday, claiming the automaker's use of temporary workers at a plant in Indiana violates its labor deal and escalating a fight over GM's plans to possibly close U.S. factories.","U.S. stocks fell about 2 percent on Thursday as a key gauge of factory activity suffered its biggest drop in a decade, rattling investors already spooked by a rare profit warning from Apple Inc .","Google moved 19.9 billion euros ($22.7 billion) through a Dutch shell company to Bermuda in 2017, as part of an arrangement that allows it to reduce its foreign tax bill, according to documents filed at the Dutch Chamber of Commerce.",Sweden's Volvo is setting aside 7 billion Swedish crowns ($778 million) to cover costs related to its admission in October that its truck and bus engines could be exceeding limits for nitrogen oxide emissions.,Apple Inc  is likely to pull some iPhone models from its German stores after Qualcomm Inc  said on Thursday it had posted security bonds to enforce a court order banning the sale of those iPhone models in the country.,"U.S. manufacturing activity slowed sharply to a two-year low in December amid a plunge in new orders and hiring at factories, suggesting the economy was probably not immune to slowing growth in China and Europe."
3,20190104,20190104113834,Pioneering Southwest Airlines co-founder Herb Kelleher dies at 87,"Herb Kelleher, who co-founded pioneering low-cost carrier Southwest Airlines Co and built it into an industry powerhouse stamped with his colorful, unconventional personality, died on Thursday at age 87, the U.S. carrier said.",Apple shares dive; rare revenue warning drags global markets,Tesla to start delivering Model 3 to China buyers in March,Audits reveal Deutsche Bank's links to tax trade scandal,Amazon workers strike in Spain ahead of Three Kings celebrations,U.S. and China to hold trade talks in Beijing,"Markets roughed up by Apple, US factory slowdown",U.S. job growth likely picked up in December,China-U.S. trade talks a tonic to battered markets,Nissan's Ghosn to make first public appearance in 7 weeks in court on Tuesday,"Paying the price: China shoppers, stung by slowdown, take bite out of Apple","Oil rises to $57 on China-U.S. trade talks, OPEC cuts",Chinese phone maker Huawei punishes employees for iPhone tweet blunder,"U.S. job growth likely picked up in December with wages expected to have increased solidly, which could help to allay a recent upsurge in fears about the economy's health that have roiled financial markets.","World stock markets rallied on Friday after Beijing announced a new round of trade talks with Washington, though recession fears still had markets betting the next move in U.S. interest rates might be down.",Ousted Nissan Motor Co Ltd  chairman Carlos Ghosn is set to make his first public appearance in seven weeks at a Tokyo court on Tuesday after he requested an open hearing to hear the reason for his continued detention.,"Shanghai student Xu Yechuyi wanted to buy a new iPhone last year but couldn't afford one at Apple Inc's flagship store, so she opted for a used, three-year-old iPhone 6S at less than a third of the sticker price.","Oil rose to around $57 a barrel on Friday after China said it would hold trade talks with the United States and a survey showed China's services sector expanded in December, while signs of lower crude supply also lent support.","China's Huawei Technologies [HWT.UL] has punished two employees for New Year greetings sent on the smartphone maker's official Twitter account using an iPhone, an internal memo showed."
4,20190105,20190105114235,Exclusive: California utility PG&E; explores bankruptcy filing - sources,"California utility company PG&E; Corp  is exploring filing some or all of its business for bankruptcy protection as it faces billions of dollars in liabilities related to fatal wildfires in 2018 and 2017, people familiar with the matter said on Friday.",Fund managers hoping for stock rally look to emerging markets,Take Five: Be careful out there! World markets themes for the week ahead,Powell tells markets Fed is flexible and aware of risks,Wall Street jumps after jobs report,"Fed chair Powell was ""spot on"" says Ladenburg's Blancato",Marriott says 25 mln passport numbers were stolen,Nissan's executive Munoz takes leave of absence in wake of Ghosn arrest,"Samsung, Huawei supply majority of own modem chips, Qualcomm says",Tesla urges tariff exemption for Chinese-made car computer 'brain',Supreme Court to weigh Broadcom bid to end shareholder suit,"Court battle, trade war and 5G spell tough 2019 for Apple in China",Brazil's Bolsonaro: worried Boeing could own all of Embraer's commercial division,"A senior executive of Nissan Motor Co Ltd , Jose Munoz, has taken a leave of absence in a sudden management shake-up as the Japanese automaker deals with the aftermath of the arrest of former chairman Carlos Ghosn.","The two largest smart phone makers in the world supply a majority of their own modem chips to help their devices connect to wireless data networks, according to evidence presented at an antitrust trial for chip supplier Qualcomm Inc .","Tesla Inc has asked the Trump administration to exempt the Chinese-made car computer ""brain"" of its new Model 3 sedan from 25 percent tariffs imposed in August, saying they threaten the electric carmaker's bottom line.",The U.S. Supreme Court on Friday agreed to hear an appeal filed by a subsidiary of chipmaker Broadcom Inc  seeking to put an end to a shareholder lawsuit concerning its 2015 acquisition of Emulex Corp.,"Apple Inc's chief executive Tim Cook has his work cut out in China this year: the iPhone maker faces the looming threat of a court-ordered sales ban, the uncertain outcome of trade war talks and the roll-out of a new 5G network, where it finds itself behind rivals like Huawei and Samsung.",Brazilian President Jair Bolsonaro said on Friday he is concerned that a proposed sale of 80 percent of Embraer's  commercial aviation business to Boeing  could lead to the U.S. planemaker taking over all of the division.
5,20190106,20190106112916,Mercedes aims to be among top two players to scale autonomous tech: paper,"Mercedes-Benz's is not aiming to be the first manufacturer to develop a self-driving car but it wants to be among the first two players able to scale up the technology, Mercedes-Benz executive Christoph Schroeder told German paper Welt am Sonntag.","Japanese prosecutors want Ghosn to sign confession, says son: paper",Exclusive: California utility PG&E; explores bankruptcy filing - sources,Fund managers hoping for stock rally look to emerging markets,Exclusive: PG&E; explores bankruptcy filing -sources,Wall Street jumps after jobs report,"Fed chair Powell was ""spot on"" says Ladenburg's Blancato",Take Five: Be careful out there! World markets themes for the week ahead,South Korea's Celltrion aims to set up China JV within first half of 2019: chairman,Powell tells markets Fed is flexible and aware of risks,German state of Baden-Wuerttemberg sues VW for damages: FAZ,"Samsung, Huawei supply majority of own modem chips, Qualcomm says",Tesla urges tariff exemption for Chinese-made car computer 'brain',Following are five big themes likely to dominate thinking of investors and traders in the coming week and the Reuters stories related to them.,"South Korean drugmaker Celltrion Inc  aims to set up a joint venture in China within the first half of this year, and begin selling products in the country next year, its chairman said on Sunday.","Federal Reserve Chairman Jerome Powell on Friday sought to ease market concerns that the U.S. central bank was ignoring signs of an economic slowdown, saying he was aware of the risks and would be patient and flexible in policy decisions this year.","The German Federal State of Baden-Wuerttemberg is seeking damages from Volkswagen  after local authorities purchased VW diesel vehicles which now face bans in cities like Stuttgart, Frankfurter Allgemeine Zeitung said on Saturday.","The two largest smart phone makers in the world supply a majority of their own modem chips to help their devices connect to wireless data networks, according to evidence presented at an antitrust trial for chip supplier Qualcomm Inc .","Tesla Inc has asked the Trump administration to exempt the Chinese-made car computer ""brain"" of its new Model 3 sedan from 25 percent tariffs imposed in August, saying they threaten the electric carmaker's bottom line."
6,20190107,20190107113652,Chinese tech investors flee Silicon Valley as Trump tightens scrutiny,"New Trump administration policies aimed at curbing China's access to American innovation have all but halted Chinese investment in U.S. technology startups, as both investors and startup founders abandon deals amid scrutiny from Washington.",Tesla CEO Musk breaks ground at Shanghai Gigafactory to launch China push,"Starboard takes stake in Dollar Tree, seeks sale of Family Dollar",China has 'good faith' to fix trade issues as talks with U.S. resume,Why burgers and pantyhose debut at CES tech show,U.S. rules on foreign investors chill Silicon Valley,Exclusive: PG&E; explores bankruptcy filing -sources,Sears picks liquidator should rescue talks fall through: sources,Ex-Nissan chairman Ghosn's lawyers to give news conference Tuesday: FCCJ,"Central banks, U.S. employers aid world stock recovery",Assets worth $1 trillion to shift from UK to EU due to Brexit: EY,Samsung Electronics braces for profit drop as China slowdown chips away at demand,Apple inks deal with Samsung to distribute iTunes shows on TVs,"A long-standing liquidator is now first in line for one of the U.S. retail sector's most daunting assignments: shutting down 126-year-old department store chain Sears Holdings Corp , people familiar with the matter said on Sunday.","Lawyers of ousted Nissan Motor Co Ltd  chairman Carlos Ghosn are scheduled to give a news conference on Tuesday, the Foreign Correspondents' Club of Japan (FCCJ) said on its website on Monday, their first such public appearance.","A set of strong employment data in the United States, decisive action from the Chinese central bank and dovish messages from U.S. Federal Reserve chief Jerome Powell combined to push world stocks further off recent lows on Monday.","Assets worth nearly 800 billion pounds ($1 trillion) are being moved from Britain to new financial hubs in the European Union ahead of Brexit, consultancy EY said on Monday.","Samsung Electronics Co Ltd is set to post its first drop in quarterly operating profit in two years as slowing economic growth in China, a key market for the South Korean tech giant, erodes demand for its products.","Samsung Electronics Co Ltd  said Sunday that it will add an app to its smart televisions in the coming months to let owners watch content bought on Apple Inc's  iTunes service, a possible first sign Apple is looking to distribute its forthcoming television service on devices made by others."
7,20190108,20190108120105,More U.S. regions see job openings outnumbering jobless,"Job openings are outnumbering unemployed workers across increasingly wide swaths of the United States, forcing businesses to rethink how they find workers, which could keep pressure on the Federal Reserve to raise interest rates despite a global economic slowdown.",Samsung Electronics says weak chip demand sent fourth-quarter profit well below market estimates,Exclusive: China's HNA touts assets for sale as funding crunch intensifies,Nissan's Ghosn claims innocence in first appearance since November arrest,US trade delegation leaves hotel ahead of second day of talks in Beijing,"European shares boosted by trade talks hope, but German growth worries mount",PG&E; shares plunge on bankruptcy worries,"S&P; cuts PG&E; ratings to junk, warns of further downgrade",Stocks stay strong as Europe shrugs off Samsung warning,Airbus met 2018 delivery target subject to audit: sources,LG Electronics sees 80 percent drop in fourth-quarter profit; analysts point to thinning TV margins,Ryanair's Spanish cabin crew unions call off Tuesday strike,"BMW says sold 2.49 million BMW, Mini and Rolls-Royce vehicles in 2018","S&P; Global Ratings on Monday stripped California power utility PG&E; Corp of its investment-grade credit rating and kept it under review for a further downgrade, citing political and regulatory pressure and uncertainty as it faces massive claims stemming from deadly wildfires.",A solid start from Europe kept world stocks at a three-week high on Tuesday after Asia was knocked back by a shock profit warning from tech giant Samsung and a tick-up in borrowing costs.,"Airbus  operationally hit its main industrial target of 800 aircraft deliveries in 2018 after record handovers in December, two people briefed on the matter said.","South Korea's LG Electronics Inc  said on Tuesday its fourth-quarter operating profit likely plummeted 80 percent from the same period a year earlier, falling well below analyst expectations.","Unions representing Ryanair  cabin crew in Spain called off plans to strike on Tuesday to allow time for further talks, the SITCPLA and USO unions said in a statement.","German carmaker BMW  on Tuesday said it achieved record sales of 2.49 million BMW, Mini and Rolls-Royce vehicles last year."
8,20190109,20190109105451,China's approval of DowDuPont soy poses challenge to Bayer,"China's approval of imports of a DowDuPont Inc  genetically modified soybean puts rival Bayer AG  on the defensive, investors and analysts said, as U.S. farmers will have a new choice when planting their most valuable agricultural export.",Apple cuts first-quarter production plan for new iPhones by 10 percent: Nikkei,Tokyo court rejects request to end Ghosn's detention: Jiji,"Exclusive: New documents link Huawei to suspected front companies in Iran, Syria",Sears reaches a deal to stay alive,"Exclusive: Links found between Huawei and Iran, Syria",Wall Street rises on trade hopes,Qualcomm calls Apple CEO's settlement talk comment 'misleading',"World stocks near four-week high on U.S.-China trade optimism, oil climbs",HNA sells majority stake in Manhattan building in $422 million deal,"On brink of demise, Sears to reconsider billionaire chairman's bid",U.S.-China trade talks conclude as hopes of a deal build,Factbox: What can the state of California do about PG&E;?,"Qualcomm Inc  on Tuesday responded to comments Apple Inc  Chief Executive Tim Cook made in an interview, in which he said there had been no recent settlement talks between the iPhone maker and chip supplier in their global legal battle, calling Cook's remarks ""misleading.""","World stocks extend their gains to hit a near-four week high and oil prices rose on Wednesday on optimism that the United States and China may be inching toward a trade deal, soothing fears an all-out trade war could hit a slowing global economy.","Chinese conglomerate HNA Group [HNAIRC.UL] on Wednesday said it had sold a majority stake in a Manhattan building in a $422 million deal, the latest in a slew of asset disposals undertaken by the group to ease an intensifying cash crunch.","Sears Holdings Corp agreed on Tuesday to consider a revised takeover bid from billionaire Chairman Edward Lampert, temporarily staving off a liquidation that would have spelled the end of the 126-year-old U.S. department-store chain.","Chinese and U.S. teams ended trade talks in Beijing on Wednesday that lasted longer than expected and officials said details will be released soon, raising hopes an all-out trade war that could badly disrupt the global economy can be avoided.","California utility PG&E; Corp  is exploring filing some or all of its business for bankruptcy protection as it could face billions of dollars in potential liabilities if it is held responsible for fatal wildfires in 2018 and 2017, people familiar with the matter have told Reuters."
9,20190110,20190110122624,"At China port, tariff drop a salve for hard-hit traders of American cars","In the Chinese port city of Tianjin, gray market traders of American-made cars, badly stung by a scything trade war and punitive tit-for-tat tariffs, are scrambling to take advantage of an opportunity they fear may prove only temporary.","China says trade talks with U.S. made progress on forced tech transfers, IP rights",Ford Europe to slash thousands of jobs in turnaround plan,U.S. oil export boom sparks a battle to build Texas ports,Tech stocks drive Wall Street higher,Chrysler Building for sale,Amazon CEO Jeff Bezos and wife MacKenzie to divorce,"Jaguar Land Rover to cut thousands of UK jobs after China, diesel slump",U.S. buyback market support may wane in 2019,"Renault, Nissan in board meetings before expected new Ghosn indictment",New year stocks rally stalls as trade talks and data disappoint,Nike's Dutch tax status investigated by EU Commission,Saudi Arabia passes bond test as investors look past Khashoggi,Britain's biggest carmaker Jaguar Land Rover (JLR) is set to cut thousands of jobs as the company faces lower demand in China and a slump in sales of diesel cars in Europe.,U.S. companies' shopping spree for their own shares helped put a floor on market declines in 2018. Don't look for the same level of support in 2019.,"Renault  and Nissan  directors were due to be updated on the investigation into suspected financial misconduct by alliance boss Carlos Ghosn at separate board meetings on Thursday, sources familiar with the matter told Reuters.","The early-year rally in world stocks ran out of steam in Europe on Thursday and the dollar touched a near-three-month low, as mixed signals from U.S.-China trade talks and caution at the Federal Reserve applied the brakes.","The European Commission has opened an in-depth investigation into the tax treatment of Nike Inc  in the Netherlands, saying this may have given the U.S. sportswear maker an illegal advantage.",Saudi Arabia drew a strong response on Wednesday in its first test of international bond market sentiment since coming under intense scrutiny in October from foreign governments and investors over the murder of journalist Jamal Khashoggi.
