,date,timestamp,main_title,main_content,feature_title_0,feature_title_1,feature_title_2,video_title_0,video_title_1,video_title_2,stories_title_0,stories_title_1,stories_title_2,stories_title_3,stories_title_4,stories_title_5,stories_content_0,stories_content_1,stories_content_2,stories_content_3,stories_content_4,stories_content_5
0,20200601,20200601112515,"Global stocks buoyant, dollar slips as economies start to unlock","World stocks hovered near three-month highs and the dollar was flat on Monday as optimism over economies opening up again boosted risk appetite, despite worries over riots in the United States and unease over Washington's standoff with Beijing.","'Lemon' or not, Trump is stuck with Phase 1 China trade deal",Rich world's jobs crisis jolts money flows to millions,Wall Street and Fed fly blind as coronavirus upends annual stress tests,Stocks shrug off U.S. unrest to test 3-month highs,Stocks end mostly higher on Trump China comments,Vaccines more relevant than China for investors: CIO,Escalating China tensions could become an obstacle for U.S. stock rally,"Europe's factories starting to recover, Asia's pain worsens","China asks state firms to halt purchases of U.S. soybeans, pork, say sources",Buffett-backed BYD to supply EV batteries to Ford,Gilead trades that made millions on COVID-19 drug news raise eyebrows,"Sign here first: U.S. salons, gyms, offices require coronavirus waivers","U.S. President Donald Trump's directive on Friday to begin the process of eliminating special treatment for Hong Kong is likely to put China-U.S. tensions back in the headlines over the coming months, creating a new driver of volatility in global equity markets.","European manufacturers may be over the worst of a coronavirus-driven downturn, but Asia's pain deepened in May due to a slump in global trade, with export powerhouses Japan and South Korea seeing the sharpest falls in activity in over a decade, surveys showed.","China has asked its state-owned firms to halt purchases of  soybeans and pork from the United States, two people familiar with the matter said, after Washington said it would eliminate special U.S. treatment for Hong Kong to punish Beijing.","Chinese electric vehicle (EV) maker BYD Co Ltd ,  will supply EV batteries to U.S. automaker Ford Motor Co , a document on the website of the Ministry of Industry and Information Technology showed on Monday.","Well-timed trades in Gilead Sciences Inc's  options ahead of good news on the biopharmaceutical company's COVID-19 drug treatment may draw regulatory scrutiny, experts said.","As U.S. businesses reopen after weeks of pandemic lockdowns, many have been posting coronavirus disclaimers or requiring employees and patrons to sign waivers before entering."
1,20200602,20200602114631,"George Floyd protests recall earlier tensions, promises of economic change","In November 2015, the shooting death of Jamar Clark by Minneapolis police touched off a debate on race and economic inequality that challenged the city's progressive image and led local corporate leaders to back efforts at better sharing the spoils of a booming Midwestern state.",Stock futures hit three-month high on prospects of economic recovery,China buys U.S. soybeans after halt to U.S. purchases ordered: sources,"Global shares cruise to three-month highs, dollar shows the strain",Coffee and snack chains try to figure out new normal,"Sell, stow or dump? Clothing stores wrestle with mountain of stock",Stocks rise on recovery hopes,U.S. court refuses to shield Volkswagen in diesel scandal lawsuits,"Sell, stow or dump? Retailers wrestle with mountain of unsold stock",Volkswagen closes $2.6 billion investment in self-driving startup Argo AI,Exclusive: Winning bidder for Grindr has ties to Chinese owner,EU to rule on AMS's 4.6 billion euro bid for Osram by July 6,Embraer seeks business partners but not a repeat of the Boeing deal,"A U.S. appeals court ruled on Monday that Volkswagen AG  cannot escape potential financial penalties from two counties in Florida and Utah that may amount to a ""staggering"" additional liability arising from the German automaker's diesel emissions scandal.","Forget fast or slow fashion, now it's ground to a halt.","German automaker Volkswagen AG  has closed its $2.6 billion investment in Argo AI, the Pittsburgh-based self-driving startup disclosed in a blog post on Tuesday.","An investor group that got U.S. approval to buy Grindr Inc has financial and personal links to the dating app's current owner, China's Beijing Kunlun Tech Co Ltd , Reuters has found, in a possible departure from Washington’s national security policy on deals.","EU antitrust regulators will decide by July 6 whether to clear Austrian sensor maker AMS's  4.6 billion euro ($5.14 billion) bid for German lighting group Osram  after a preliminary review, a European Commission filing showed on Monday.","The world's No. 3 planemaker Embraer  is open to new business partners after Boeing Co  ditched a $4.2 billion deal that was years in the making, the Brazilian company's chief executive told Reuters."
2,20200603,20200603104210,Exclusive: Huawei hid business operation in Iran after Reuters reported links to CFO,"China's Huawei Technologies acted to cover up its relationship with a firm that had tried to sell prohibited U.S. computer gear to Iran, after Reuters in 2013 reported deep links between the firm and the telecom-equipment giant's chief financial officer, newly obtained internal Huawei documents show.",Google faces $5 billion lawsuit in U.S. for tracking 'private' internet use,"After Facebook staff walkout, Zuckerberg defends no action on Trump posts",Global shares hit three-month highs on economic recovery hopes,Renault shares jump after state-backed loan deal,Recovery hopes lift Wall Street,Music industry gives voice to Blackout Tuesday,Lufthansa vows extensive revamp as losses balloon,China drives global oil demand recovery out of coronavirus collapse,"BlackRock focuses on China credit, oil and travel in Asia",Renault finalises 5 billion euro state-backed loan,Nissan warns UK plant 'unsustainable' without EU trade deal -BBC,Iberdrola to invest up to 4 billion euros in French renewable energy,"Lufthansa has pledged a wide-ranging restructuring, from job cuts to sales of non-core assets, as it seeks to repay a 9 billion euro ($10.1 billion) state bailout and navigate deepening losses in the face of the coronavirus pandemic.","China's oil demand has recovered to more than 90% of the levels seen before the coronavirus pandemic struck early this year, a surprisingly robust rebound that could be mirrored elsewhere in the third quarter as more countries emerge from lockdowns.","The world's biggest asset manager, BlackRock Inc, called out oil stocks, domestic tourism and debt in China and India as investment opportunities in its Asia outlook on Wednesday.","Renault  finalised on Wednesday a 5 billion euro ($5.60 billion) loan from with the French government, strengthening the carmaker's finances in the wake of the coronavirus pandemic which has ravaged the auto industry.","Nissan's  car manufacturing plant in Sunderland, northern England, which employs 7,000, is ""unsustainable"" if Britain leaves the European Union without a trade deal, it said on Wednesday.",Spanish utility Iberdrola  said on Wednesday it will invest up to 4 billion euros ($4.5 billion) over the next four years in France to develop renewable energy.
3,20200604,20200604115023,Exclusive: GM plans electric van for business users in bid to pre-empt Tesla,"General Motors Co is developing an electric van aimed at business users, joining a growing list of carmakers planning EVs for the same segment which includes customers such as Amazon.com Inc and United Parcel Service Inc, five people familiar with the plans told Reuters.",Futures slip ahead of jobless data,U.S. airlines gain final approval to drop services to 75 domestic airports,"Germany finally splurges, but not without fresh criticism",China eases flight curbs after U.S. targets its airlines,Euro zone retail sales post record slide in April as even food down,"HSBC, StanChart back China's Hong Kong security law",Exclusive: Amazon in talks to buy $2 billion stake in Indian telco Bharti Airtel - sources,"HSBC, StanChart criticised for backing Hong Kong security law",U.S. new weekly jobless claims seen falling below 2 million,"British Airways boss says burning through cash, urges unions to engage",U.S. court blocks sales of Bayer's weed killer,LVMH has explored coronavirus impact on Tiffany deal terms,"Amazon.com  is in early-stage talks to buy a stake worth at least $2 billion in Indian mobile operator Bharti Airtel , three people with knowledge of the discussions told Reuters, in a move that could turbocharge India's digital economy.","Senior British politicians criticised HSBC  and Standard Chartered  on Thursday after the banks backed China's national security law for Hong Kong, in conflict with the British government's opposition to the proposed legislation.","The number of Americans filing for unemployment benefits likely dropped below 2 million last week for the first time since mid-March, but remains astonishingly high as companies adjust to an environment that has been significantly changed by COVID-19.","The boss of British Airways said its parent company IAG  was burning through 178 million pounds ($223 million) a week and could not guarantee its survival, prompting him to urge unions to engage over 12,000 job cuts.",German agrochemicals group Bayer AG  has been blocked from selling its dicamba-based weed killer in the United States after an appeals court rejected a federal regulator's permit for the product.,"LVMH 's board met this week to discuss the fallout from the coronavirus crisis on its $16.2 billion purchase of U.S. jeweller Tiffany , the luxury goods group said on Thursday, opening the door to a possible attempt to review the deal terms."
4,20200605,20200605123438,Pompeo calls Nasdaq's strict rules a model to guard against fraudulent Chinese companies,"U.S. Secretary of State Mike Pompeo on Thursday warned American investors against fraudulent accounting practices at China-based companies and said the Nasdaq's recent decision to tighten listing rules for such players should be ""a model"" for all other exchanges around the world.",Bargain-conscious Americans lift used-car sales in the coronavirus economy,U.S. unemployment rate seen near 20% as COVID slams jobs market again in May,Futures gain as recovery optimism lingers ahead of May jobs data,Global stocks and euro gain ahead of U.S. jobs report,Oil gains ahead of weekend OPEC talks,U.S. airlines ramp up flights to the great outdoors,Take Five: Bulls charge past hurdles,British luxury carmaker Bentley to cut quarter of workforce,"Bombardier to cut 2,500 aviation jobs as COVID-19 slams demand",Global airlines add flights; U.S. carriers target the great outdoors,Bank of America sees 10% further upside for European equities by third-quarter,BBC appoints insider as new boss to negotiate future finance model,"Have HSBC and Standard Chartered ""chosen profits over human rights"" in backing China's national security law for Hong Kong, as some suggest? Or does it reflect the tightrope businesses must navigate between Hong Kong's protesters and Beijing?","British luxury carmaker Bentley Motors said on Friday it plans to shed up to 1,000 jobs, nearly a quarter of its workforce, adding to the gloom in the sector hit hard by the coronavirus pandemic.","Canadian business jet maker Bombardier Inc said on Friday it would cut 2,500 jobs, or about 11% of its workforce, at its aviation unit as the COVID-19 pandemic's crushing impact on the air industry adds to its long list of problems.","Airlines from America to Australia are ramping up flights in June and July, boosting hopes for a pickup in tourist traffic even as bigger-spending business and global travel remains sluggish during the ongoing pandemic.","European stocks are likely to rise another 10% by the end of September as the re-opening of economies after virus lockdowns is likely to lead to a significant pick-up in business activity, Bank of America analysts said on Friday.","The BBC appointed an insider as its new director general on Friday, tasked with securing the future direction and financing of the publicly-funded British broadcaster in the wake of government scepticism of the current model."
5,20200606,20200606130834,"'Am I going to get shot?' kids ask, as brands try to explain racism and violence to children","For 8 minutes and 46 seconds - the length of time it took George Floyd, an unarmed black man, to die at the hands of Minneapolis police - cable TV kids channel Nickelodeon's screen went black on Tuesday to sounds of inhaling and exhaling, as white text flashed ""I can't breathe.""",Exclusive: Buyout firm Sycamore Partners in talks to buy J.C. Penney - sources,OPEC and allies to agree one-month extension to output cuts,Exclusive: Malaysia - Even $3 billion not enough to settle 1MDB case with Goldman,Stocks surge on strong jobs report,Biden knocks Trump's jobs report victory lap,Wall Street looks for more positive surprises: wealth manager,Facebook's Zuckerberg promises a review of content policies after backlash,U.S. will allow Chinese passenger carriers two flights per week,PG&E; Corp preparing $11 billion debt financing: investor,Wall Street Week Ahead: Bond investors look for Fed to justify steepening yield curve,U.S. labor market unexpectedly improves; recovery years away,Tech drives Nasdaq to all-time high as signs of recovery emerge from coronavirus pandemic,"Facebook  CEO Mark Zuckerberg on Friday said he would consider changes to the policy that led the company to leave up controversial posts by President Donald Trump during recent demonstrations protesting the death of an unarmed black man while in police custody, a partial concession to critics.","The United States will permit Chinese passenger air carriers to operate two flights per week after Beijing said it would ease coronavirus-related restrictions to allow in more foreign carriers, the U.S. Transportation Department said on Friday.","California utility PG&E; Corp  is preparing an $11 billion debt-financing package as it prepares to exit from its bankruptcy, an investor involved with the company's funding plan said on Friday, sending its shares up more than 12%.","Expectations that the global economy has dodged the worst-case coronavirus pandemic scenarios have led to a dramatic sell-off in U.S. government bonds from their record highs, pushing the yield curve to its steepest level since March.","The U.S. economy unexpectedly added jobs in May after suffering record losses in the prior month, offering the clearest signal yet that the downturn triggered by the COVID-19 pandemic was probably over, though the road to recovery could be long.","The heavyweight technology and growth stocks that drove Wall Street higher in recent years are again fueling a surge that has taken the Nasdaq from a brutal selloff to an intraday record high in just 11 weeks, as investors look beyond the economic upheaval caused by the coronavirus."
6,20200607,20200607141021,OPEC and allies to agree one-month extension to output cuts,"OPEC and its allies led by Russia are ""most likely"" to agree on a one-month extension to an oil production cuts deal on Saturday, an OPEC delegate said.",AstraZeneca approached Gilead about potential merger - Bloomberg News,"Emirates, Etihad extend temporary salary cuts to September",Exclusive: Buyout firm Sycamore Partners in talks to buy J.C. Penney - sources,Facebook's Zuckerberg to review content policies after backlash,Stocks surge on strong jobs report,Biden knocks Trump's jobs report victory lap,Rosneft says no change to dividend policy despite lower state stake,"BA, Ryanair, easyJet protest over 'wholly unjustified' UK quarantine plan",Exclusive: Malaysia - Even $3 billion not enough to settle 1MDB case with Goldman,"'Am I going to get shot?' kids ask, as brands try to explain racism and violence to children",Volkswagen considering more cost cuts to cope with downturn,HSBC warns it could face reprisals in China if UK bans Huawei equipment: Telegraph,Russia's largest oil producer Rosneft  said on Sunday it planned to maintain a dividend policy of paying out half of its net profit despite the state lowering its stake in the company to below 50%.,"Three airlines have written to the British government in protest at its ""wholly unjustified and disproportionate"" quarantine rules for most international arrivals from Monday, a copy of the letter seen by Reuters showed.","Malaysia's new government would not be willing to accept even compensation of $3 billion from Goldman Sachs in a settlement over the 1MDB scandal, the finance minister told Reuters, ruling out a figure that is far higher than the bank offered last year.","For 8 minutes and 46 seconds - the time it took George Floyd, an unarmed black man, to die at the hands of Minneapolis police - cable TV kids channel Nickelodeon's screen went black on Tuesday to sounds of inhaling and exhaling, as white text flashed ""I can't breathe.""","Volkswagen <VOWG_p.DE > is considering more cost cuts to help cope with the economic impact of the coronavirus pandemic, a spokesman for the German automaker said on Saturday.","HSBC Holdings Plc  Chairman Mark Tucker has warned Britain against a ban on networking equipment made by Huawei Technologies Co Ltd, claiming the bank could face reprisals in China, the Telegraph reported on Saturday."
7,20200608,20200608121809,"Fed says beating pandemic is key, but how will it know things are better?","With a full three months of responding to a global pandemic under their belt, U.S. Federal Reserve officials have united around one point: lasting progress on the economic front will be dictated by success in containing the spread of the coronavirus.",Scarred and scared: post-Covid consumers not their old selves,Futures rise on optimism over economic revival,U.S. Fed's Main Street lending facility likely to start with a whimper,AstraZeneca shares down after report it approached Gilead,Japan braced for worst postwar slump,Facebook's Zuckerberg to review content policies after backlash,"Samsung leader appears in court, waits to hear if he'll be jailed again",Europe's Detroit? Pandemic bursts Toulouse aerospace bubble,PG&E; plans $5.75 bln equity raise to fund bankruptcy exit,Exclusive: BP to cut 15% of workforce - sources,"Japan braces for worst postwar economic slump, pandemic tests policy response","Exclusive: EU has concerns about Fiat, PSA deal, may need concessions - sources","Samsung Group's leader, Jay Y. Lee, appeared before a South Korean court on Monday, awaiting a ruling on whether new allegations including accounting fraud and stock manipulation will send him back to jail after more than two years of freedom.","Barely three months ago, Serge Dumas had one problem: how to keep up with record demand for the metal fasteners and bolts his small aerospace supply firm manufactures just north of Toulouse.",California-based power provider PG&E; Corp said on Monday it plans to raise $5.75 billion from public offerings as it tries to emerge from Chapter 11 bankruptcy by the end of this month.,"BP plans to cut about 15% of its workforce in response to the coronavirus crisis and as part of Chief Executive Bernard Looney's plan to shift the oil and gas major to renewable energy, company sources told Reuters on Monday.","Japan's economy braced for its worst postwar slump even as first-quarter GDP contracted less than initially thought, as the coronavirus crisis slams the brakes on global growth and raises pressure on Tokyo to cushion the blow to business and consumers.","EU antitrust regulators are concerned about Fiat Chrysler  and Peugeot car maker PSA's  combined high market share in small vans and may require concessions to clear their $50 billion merger, people familiar with the matter said."
8,20200609,20200609113604,Futures fall as recovery rally pauses ahead of Fed meeting,"U.S. stock index futures dropped on Tuesday, giving back some gains after the Nasdaq notched a record closing high in the previous session, with focus now on the Federal Reserve's two-day policy meeting.",U.S. failed to properly oversee Chinese telecom carriers: Senate panel,Prepping portfolios for next market storm? Not just gold and govvies,"Exclusive: Chanel, Revlon, L'Oreal pivoting away from talc in some products",France unveils 15 bln euro aid package for jet makers,Volkswagen replaces Herbert Diess as CEO of the VW brand,HK government to lead Cathay bailout package,"Once bitten, not shy: Investors again seek margin loans as stocks rally",No ware to sell: Beijing's street vendors back on the run,Exclusive: Banks to Berlin - Loosen coronavirus cash rules for firms,S&P; cuts Japan's debt outlook as spending surges during pandemic,Hong Kong spearheads $5 billion Cathay Pacific rescue package,TSMC says could fill order gap if unable to sell chips to Huawei,"Global banks are seeing renewed appetite from wealth management clients to borrow money to buy stocks as markets rebound, bankers said, which comes just months after the strategy burned some investors.","Clad in black, Beijing's city inspectors descended on street vendors this week and ordered them to clear out, just days after the Chinese premier had sparked a rush to set up curbside stalls by praising them as a creator of jobs in the coronavirus-hit economy.","Germany's bank lobby is set to urge the government to drop some of the conditions attached to a trillion euro rescue scheme, arguing that companies are so reluctant to take the help that it threatens any recovery from the coronavirus outbreak.","S&P; Global Ratings on Tuesday lowered its outlook on Japan's sovereign debt rating to stable from positive, citing increased uncertainty over the country's fiscal health as it boosts spending to overcome the effects of the coronavirus pandemic.","Hong Kong will lead a $5 billion rescue of Cathay Pacific Airways , which like other airlines has been hit by a global travel slump triggered by the coronavirus pandemic.","Taiwan Semiconductor Manufacturing Co Ltd (TSMC)  could quickly fill any order gap should U.S. restrictions against Huawei Technologies Co Ltd [HWT.UL] prevent sales to the Chinese firm, the company's chairman said on Tuesday."
9,20200610,20200610114720,U.S. companies vow to fight racism but face critics on diversity,"In the past, U.S. corporations have largely remained silent as protests erupted over killings of African-Americans by police officers. That changed with the May 25 death of George Floyd in Minneapolis, which has set off a flurry of corporate statements of solidarity with the black community – along with pledges of more than $1.7 billion to advance racial justice and equity.",U.S. banks prepare branches for gradual post-coronavirus re-opening,Tesla to start volume production of Semi trucks: memo,Futures steady as investors await Fed's economic outlook,ECB prepares 'bad bank' for wave of toxic debt - sources,Zara-owner Inditex books first quarterly loss,"As UK debt piles up, just how to pay it off?",Adidas pledges to hire more black and Latino staff,"With crisis response in place, Fed looks to long term",Exclusive: ECB prepares 'bad bank' plan for wave of coronavirus toxic debt,"Exclusive: RWE, Thyssenkrupp plan hydrogen production venture",Cerberus demands changes at 'disastrous' Commerzbank,NATO chief says on Huawei: UK review of 5G security is important,German sportswear brand Adidas  has pledged to invest $20 million in the black community in the United States and make sure that at least 30% of all new U.S. jobs are filled with black and Latino people at its Adidas and Reebok brands.,The Federal Reserve completes its latest policy meeting on Wednesday with attention turning from its massive response to the coronavirus pandemic and toward its still-developing plans to strengthen and lengthen a nascent economic recovery.,"European Central Bank officials are drawing up a scheme to cope with potentially hundreds of billions of euros of unpaid loans in the wake of the coronavirus outbreak, two people familiar with the matter told Reuters.","Germany's RWE plans to produce hydrogen from renewable energy to supply steelmaker Thyssenkrupp, the two companies told Reuters.","U.S. activist investor Cerberus is calling on Commerzbank  to appoint two of its nominees to the supervisory board, cut costs and adopt a new strategy, as it battles to make a success of a big bet on German banks.",The head of the NATO military alliance said on Wednesday that the West could not ignore the rise of China and so it was important that Britain had a review of the role of Huawei in its 5G network to ensure its security.
