,date,timestamp,main_title,main_content,feature_title_0,feature_title_1,feature_title_2,video_title_0,video_title_1,video_title_2,stories_title_0,stories_title_1,stories_title_2,stories_title_3,stories_title_4,stories_title_5,stories_content_0,stories_content_1,stories_content_2,stories_content_3,stories_content_4,stories_content_5
0,20190201,20190201121437,Fed policy turn not good news for Trump as risks mount,"The Federal Reserve's policy twist on Wednesday might seem just what the White House ordered, with a hold put on what President Donald Trump termed ""loco"" interest rate hikes, and an openness to ending the monthly runoff of up to $50 billion from the U.S. central bank's balance sheet.",Tesla begins sales of cheaper Model 3 car variant in China,U.S. job growth likely slowed; minimal hit seen from government shutdown,Weak China data pauses Fed-inspired rally in stocks,"Amazon misses Q1 sales forecast, shares fall","Amazon falls on weak outlook, Wall Street ends mixed",Celebrities hijack Super Bowl commercials,"Trump to meet China's Xi to try to seal trade deal, progress reported",New e-commerce rules jolt Amazon.com in India as products vanish,"Budweiser spends big on Super Bowl, targets small markets",Some U.S. metals importers resigned to higher prices as Trump's tariffs bite,"Go-Jek raises $1 billion in round led by Google, Tencent, JD",IAG's Walsh says Airbus needs to be more aggressive on price to sell A380s,U.S. President Donald Trump said on Thursday he will meet with Chinese President Xi Jinping soon to try to seal a comprehensive trade deal as Trump and his top trade negotiator both cited substantial progress in two days of high-level talks.,"India's revised e-commerce rules caused widespread disruption on Amazon's India website when they kicked in on Friday, forcing the company to take down its key grocery service and remove a wide range of products such as sunglasses and floor cleaners.","At least, that is what Anheuser-Busch InBev hopes as it strives to reach more than 100 million U.S. TV viewers during Sunday’s Super Bowl, promoting vintage brands such as Budweiser and Bud Light.","U.S. metals importers that applied last year for exemptions from tariffs on steel and aluminum are losing hope the Commerce Department will approve their petitions, as the recent government shutdown added to a wait that for some has stretched to eight months without a ruling.","Indonesian ride-hailing firm  Go-Jek has raised around $1 billion in a funding round, led by Alphabet Inc's Google, JD.com Inc and Tencent Holdings, sources familiar with the matter said on Friday.","Airbus will have to set a cheaper price for its A380 if it wants to sell more of them, IAG CEO Willie Walsh said on Friday, after Reuters reported that Emirates could switch some orders for the world's largest jetliner."
1,20190202,20190202120838,Exclusive: China buys U.S. soybeans a day after trade talks - traders,"Chinese state-owned firms bought at least 1 million tonnes of U.S. soybeans on Friday, a day after high-level bilateral talks yielded progress toward a trade deal and a Chinese commitment to buy more U.S. soybeans.",Foxconn vows to build Wisconsin plant after talk with Trump,Goldman Sachs says 1MDB scandal could hit pay for top executives,"Focused on Powell, markets missed signs Fed would pause",Wall Street ends mixed,Boeing goes bionic to roll out more Dreamliners,"Use pullbacks to buy Facebook, Google, Apple, says TD Ameritrade's Cruz",Fed pause validates market fears about U.S. growth,GM meets with lawmakers over racism allegations at Ohio plant,U.S. corporate earnings trend stokes concern about 2019 outlook,GE wins $517 million U.S. defense contract: Pentagon,Exclusive: Delta trying to unload East Coast refinery - sources,U.S. agency seeks approval to take over Sears pensions,"While the U.S. Federal Reserve's indication it is done raising interest rates - for now - has fueled stock gains, investors worry the U.S. central bank's pledge is a double-edged sword and implicit confirmation of the markets' lingering anxiety about growth.",Senior General Motors Co executives met this week with Ohio's two senators and other lawmakers on Capitol Hill after African American employees sued the automaker accusing it of allowing a racially hostile work atmosphere.,"U.S. companies are beating analysts' expectations this earnings season, but to a smaller degree than normal, and S&P; 500 companies are now barely expected to eke out an increase in profits for the first quarter of 2019.","General Electric Aviation, a unit of General Electric Co, has been awarded a $517 million U.S. Army contract for the engineering and manufacturing development phase of the Improved Turbine Engine Program, the Pentagon said on Friday.","Delta Air Lines wants to sell its oil refinery in Trainer, Pennsylvania, after attempts to offer a partial stake in the plant late last year failed, according to two people familiar with the matter.","A U.S. agency that insures worker pensions sought permission on Friday to take over two underfunded Sears Holdings Corp pension plans, after objecting to Sears Chairman Eddie Lampert's proposed $5.2 billion buyout of the bankrupt retailer."
2,20190203,20190203124846,Foxconn vows to build Wisconsin plant after talk with Trump,"Foxconn Technology said on Friday it will build a factory in Wisconsin after the company's chairman spoke to U.S. President Donald Trump, following a Reuters report earlier this week that the Taiwanese company was reconsidering its plans.",General Motors says in talks to invest $2.73 billion in Brazil till 2024,Exclusive: Mobile network operator's body GSMA considers crisis meeting over Huawei,China's services sector moderates in January but still solid: Caixin PMI,More CEOs weighing impact of climate change,Sunday's game the 'Super Bowl' of sports betting,Wall Street ends mixed,Nissan scraps plan to build new X-Trail model in Britain,Goldman Sachs says 1MDB scandal could hit pay for top executives,"Focused on Powell, markets missed signs Fed would pause",Fed pause validates market fears about U.S. growth,GM meets with lawmakers over racism allegations at Ohio plant,GE wins $517 million U.S. defense contract: Pentagon,"Carmaker Nissan has scrapped plans to build its new X-Trail SUV in Britain, saying it had taken the decision to consolidate production in Japan and warning two months before Brexit that uncertainty was making it harder to plan for the future.",The board of Goldman Sachs Group Inc said on Friday it is withholding a bonus worth at least $7 million from former chief executive Lloyd Blankfein until investigations into the bank's involvement in the 1MDB scandal are resolved.,"The Federal Reserve's decision Wednesday to scrap a promise for further rates hikes and be ""patient"" on further moves took financial markets and economists by surprise, but the signs were plain to see.","While the U.S. Federal Reserve's indication it is done raising interest rates - for now - has fueled stock gains, investors worry the U.S. central bank's pledge is a double-edged sword and implicit confirmation of the markets' lingering anxiety about growth.",Senior General Motors Co executives met this week with Ohio's two senators and other lawmakers on Capitol Hill after African American employees sued the automaker accusing it of allowing a racially hostile work atmosphere.,"General Electric Aviation, a unit of General Electric Co, has been awarded a $517 million U.S. Army contract for the engineering and manufacturing development phase of the Improved Turbine Engine Program, the Pentagon said on Friday."
3,20190204,20190204124815,"World stocks muted, dollar firms on fading U.S. job's bounce","World stocks clung to near two-month highs on Monday, with the dollar strengthening and oil prices racing to a 2019 peak, though some European bourses struggled as momentum provided by U.S. employment and manufacturing data started to fade.",Australia vows to clean up financial sector after landmark misconduct inquiry,Questions linger over Deripaska's Rusal influence after U.S. deal,Starboard chief Smith steps in at Papa John's,More CEOs weighing impact of climate change,Super Bowl marks historic moment in sports betting,Wall Street ends mixed,Fish help fuel bumper cannabis crops for Canadian producer,Japan insurers to target China M&A; in new phase after $50 billion overseas push,DSV's $4 billion offer for Panalpina gets shareholder cold shoulder,From cars to quakes: Italy's banks take on insurance,Euronext may sweeten offer for Oslo Bors as Nasdaq makes rival bid,Julius Baer to cut jobs as profitability lags,"The unlikely combination of freshwater fish and cannabis is producing outsized medical marijuana crops that Green Relief Inc aims to capitalize on, as the Canadian company plots a stock market listing and global expansion.","Japanese insurance companies have spent more than $50 billion on acquisitions over the past five years to become the world's second-largest buyer of insurance assets, and the deals spree won't be slowing down any time soon.","Danish logistics company DSV's $4-billion-plus bid for Panalpina hit a roadblock on Monday when the Swiss freight forwarder's top shareholder rejected the offer, saying Panalpina should stick to its own ""consolidator strategy"".","An aging population and struggling state finances could turn into an unlikely boon for Italy's banks, which have turned to a growing market for insurance to brighten their prospects.",Stock markets operator Euronext said on Monday it may increase its offer for Oslo Bors VPS after Nasdaq  made a higher rival bid.,"Julius Baer plans to axe 130-140 jobs, or around 2 percent of its workforce, as part of a cost-cutting plan announced on Monday, after a tough end to 2018 caused the Swiss private bank to scale back growth targets."
4,20190205,20190205121241,Loose money era leaves trail of U.S. corporate debt junkies,"Many U.S. companies that gorged on cheap debt with forgiving terms over the last decade now find themselves shackled by it, spending much of their earnings paying off lenders rather than investing in their businesses or hiring.",Exclusive: Fed could raise rates as much as twice this year - BlackRock's Rieder,Apple agrees to pay back-taxes to French authorities,Merkel sets out condition for Huawei's participation in 5G network,Slack confidentially files for IPO,Trump plans to nominate Treasury's Malpass to lead World Bank,Alphabet shares drop after hours; Wall Street rallies,"Stocks sizzle at 2-month highs, iron ore still on fire","Alphabet's higher spending worries investors, shares dip",U.S. judge lets most emissions claims against Daimler proceed,Volkswagen courting Swedish investors to anchor Traton truck IPO: sources,Germany ready to buy company stakes to safeguard under-threat industry,U.S. trade agency sees negotiating new WTO rules to rein in China as futile,"Europe's miners and banks helped world stocks extend their white hot start to the year on Tuesday, while the dollar was straining for a fourth day of gains as traders waited for U.S. President Donald Trump's State of the Union address.","Alphabet Inc reported sharply higher fourth-quarter spending on video content, employees and facilities, worrying investors who sent the tech company's shares down about 3 percent after hours on Monday.",A federal judge allowed most claims against Daimler AG to move forward in a 2016 lawsuit by vehicle owners that claims the German automaker's Mercedes diesel vehicles used illegal software to emit excess emissions.,"Volkswagen is in talks with Swedish institutional investors AMF, AP Fund 1 and 4, Investor AB and Folksam about being cornerstone shareholders in the dual listing of its trucks unit Traton in Stockholm and Frankfurt, people familiar with the talks said.","Germany could take stakes in companies to prevent foreign takeovers in some key technology areas, Economy Minister Peter Altmaier said on Tuesday, presenting a new industrial strategy he said was necessary for the country's cohesion.","Negotiating new World Trade Organization rules to try to rein in China's ""mercantilist"" trade practices would be largely a futile exercise, the Trump administration's trade office said on Monday, vowing to pursue its unilateral approach to protect U.S. workers, farmers and businesses."
5,20190206,20190206121209,Bet everything on electric: Inside Volkswagen's radical strategy shift,"If Volkswagen realizes its ambition of becoming the global leader in electric cars, it will be thanks to a radical and risky bet born out of the biggest calamity in its history.",Tesla cuts Model 3 price for second time this year,"EU rejects Siemens and Alstom, Aurubis and Wieland mergers","SoftBank's Son unveils $5.5 billion buyback, laments share price",Snap's numbers give investors reason to cheer,Apple retail chief Angela Ahrendts to depart in April,Huawei under fire from European forces,German ministers to discuss Huawei's role in 5G network: sources,Aussie dollar goes down under as global slowdown forces RBA shift,Credit Suisse warns of higher tax rate under new U.S. rules,"Exclusive: Facing crackdown in Canada, drugmakers offered billions in price cuts","Roche, joining rivals, donates hemophilia drug to boost access",Carlyle quarterly earnings jump 35 percent on higher fees,"German ministers will meet on Wednesday to discuss how to safeguard security in future 5G mobile networks, two government sources said, amid intense debate over whether to shut China's Huawei Technologies out of the market.","The Australian dollar nosedived after its central bank opened the door to a possible rate cut in a remarkable shift from its long-standing tightening bias, a further indication of global economic slowdown.","Credit Suisse expects a higher tax rate for 2018 than previously forecast, it said on Wednesday, citing U.S. tax changes aimed at preventing companies from shifting profits abroad.","Canadian pharmaceutical industry lobby groups, in an effort to head off a planned crackdown on prescription drug prices, offered to give up C$8.6 billion ($6.6 billion) in revenue over 10 years, freeze prices or reduce the cost of treating rare diseases, according to interviews and documents seen by Reuters.","Switzerland's Roche will donate its new hemophilia A drug Hemlibra to a World Hemophilia Federation program, it said on Wednesday, joining rivals who also back the effort to help patients in developing countries who face treatment hurdles.","Private equity firm Carlyle Group LP on Wednesday reported a 35 percent rise in distributable earnings for the final three months of 2018, supported by a rise in the fees it earns on the money it manages for investors."
6,20190207,20190207125439,BB&T; to buy SunTrust in biggest bank deal since 2009,"BB&T; Corp will buy SunTrust Banks Inc for about $28 billion in an all-stock deal, the companies said on Thursday, creating the sixth largest U.S. lender in the biggest bank deal since the 2007-2009 financial crisis.","Long, strange trip: How U.S. ethanol reaches China tariff-free","Twitter forecast first-quarter revenue below estimates, shares fall",Renault to alert prosecutors over ex-CEO Ghosn's wedding costs,Europe markets: TUI burnt by summer heatwave; Thomas Cook to dish up airline sale?,Airbus A380 under threat as Qantas pulls order,Trump picks a World Bank critic as next head,Fiat Chrysler shares fall 10 percent as 2019 guidance disappoints,Democratic Senators renew call for Deutsche Bank probe at banking committee,"World shares go weak as data disappoints, dollar extends power surge","Italy denies it will ban Huawei, ZTE from its 5G plans",Bank branches lose influence in battle for U.S. market share: study,Bankers suggest Russian firms delist as sanctions uncertainty bites,Fiat Chrysler (FCA) shares fell 10 percent on Thursday after weaker-than-expected guidance for profits and industrial free cash flow this year raised doubts about the Italian-American carmaker's longer-term targets.,"Two Democratic U.S. Senators - one of whom is a presidential candidate - renewed their calls on Thursday for a probe by the Senate banking committee into Deutsche Bank laundering allegations, according to a letter seen by Reuters.","Mounting global growth worries thrust share markets into reverse on Thursday, while the dollar scored its longest winning run since a hot streak in early October that helped trigger a wave of worldwide 'bear' markets.",Italy has denied a report it will ban China's Huawei Technologies and ZTE Corp from playing a role in building its fifth-generation mobile phone network.,"In a world with fewer branches, banks will need to rely more heavily on advertising to win market share, according to a study released on Thursday by McKinsey.","Uncertainty caused by the expansion of U.S. sanctions on Russia last year has pushed companies' share prices lower, prompting investment bankers to suggest their clients should delist from local and international exchanges."
7,20190208,20190208125407,U.S. Steel wins tax breaks from one of America's poorest cities,"United States Steel Corporation founded Gary, Indiana in 1906 - naming it after co-founder Elbert Henry Gary - and the city's fortunes have been closely tied to the company ever since.",No talks between Trump and China's Xi before trade deadline,Shell leads cash race but Exxon catching up,Exclusive: U.S. considers withdrawal of zero tariffs for India - sources,"Trade: global nerves fray, Germany hits fresh record in 2018",Sony splurges on blockbuster share buyback,Trump: no meeting with China's Xi before trade deadline,"Fifty years on, Boeing's 747 clings to life as cargo carrier",Amazon's Bezos says National Enquirer owner tried to blackmail him,World share index set for weekly loss as 'economic skies darken',Crypto bear market threatens to last as potential token supply weighs,"Deutsche Bank, Commerzbank merger talk 'speculation': German finance minister",Activist Elliott tells Pernod there is still work to do,"Boeing's 747 jumbo jet, an aircraft that democratized global air travel in the 1970s but fell behind modern twin-engine passenger jets, has bounced back from near death to mark its 50-year flying anniversary on Saturday, thanks to a cargo market boom fueled by online shopping.","Jeff Bezos, chief executive of Amazon.com Inc, has accused the owner of the National Enquirer of trying to blackmail him with the threat of publishing ""intimate photos"" he allegedly sent to his girlfriend unless he said in public that the supermarket tabloid's reporting on him was not politically motivated.","Global shares fell for a third straight day on Friday and were set to post their first weekly loss in seven, as investors worried about a broadening global economic slowdown and the lack of any sign of a resolution to the U.S.-China trade row.",Cryptocurrencies may be facing a prolonged bear market.,"German Finance Minister Olaf Scholz said on Friday he was in talks with banks about their future and called reports of a merger of Deutsche Bank and Commerzbank ""speculation"".","Activist investor Elliott kept up the pressure on French spirits group Pernod Ricard, welcoming this week's first-half results but calling for boardroom changes and better margins."
8,20190209,20190209124535,Exclusive: Tesla's delivery team gutted in recent job cuts - sources,"When Tesla Inc announced last month a second round of job cuts to rein in costs, one crucial department was particularly badly hit. The automaker more than halved the division that delivers its electric vehicles to North American customers, two of the laid-off workers said.",National Enquirer owner defends reporting on Amazon's Bezos,Amazon exploring potential alternatives to New York HQ: source,U.S. fund managers brace for consumer slowdown,Amazon rethinks NY HQ over opposition -report,Wall Street ends near flat as trade fears persist,"Tax cut ""sugar high"" is wearing off for investors, says MX's Barratt",U.S. court throws out BlackRock fund fees lawsuit,"IMF's Lagarde says oil exporters have not fully recovered from oil shock, cautions against 'white elephant projects'",Credit Suisse investment bank won't shrink more: chairman,Trump official slams cartels as U.S. lawmakers push anti-OPEC bill,"U.S. sues Lockheed, others for alleged kickbacks on nuclear site cleanup",EA's 'Fortnite' rival wins 10 million gamers in three days,"A U.S. federal court on Friday dismissed a lawsuit against BlackRock Inc that had accused the world's largest fund manager of charging too much in investment advisory fees, according to a preliminary order.","Oil exporters have not fully recovered from the dramatic oil price shock of 2014, the head of the IMF said on Saturday, and she cautioned against spending money on ""white elephant projects"".","Credit Suisse's investment banking operation has been scaled back enough, Chairman Urs Rohner was quoted saying in a newspaper interview, underscoring the number two Swiss bank's commitment to the business.","A senior administration official said on Friday that U.S. national security depends on affordable energy, and slammed cartels when asked if President Donald Trump would support a bill targeting the OPEC production group's oil supply cuts.","The United States has sued Lockheed Martin Corp, Lockheed Martin Services Inc, and Mission Support Alliance LLC, as well as a Lockheed executive for alleged false claims and kickbacks on a multibillion-dollar contract to clean up a nuclear site, the Justice Department said on Friday.","A game developed by Electronics Arts Inc as a competitor to the wildly popular ""Fortnite"" has signed up 10 million players within three days of its launch, the videogame maker said, driving its shares up 16 percent on Friday."
9,20190210,20190210124502,"Exclusive: Venezuela shifts oil ventures' accounts to Russian bank - document, sources","Venezuela's state-run oil company PDVSA is telling customers of its joint ventures to deposit oil sales proceeds in an account recently opened at Russia's Gazprombank AO, according to sources and an internal document seen by Reuters on Saturday.",Saudi Arabia says has 'nothing to do' with Bezos-AMI dispute,Exclusive: Tesla's delivery team gutted in recent job cuts - sources,Exclusive: Venezuela moves to replace U.S. executives on Citgo board - sources,Amazon rethinks NY HQ over opposition -report,Wall Street ends near flat as trade fears persist,"Tax cut ""sugar high"" is wearing off for investors, says MX's Barratt","U.S.-China trade talks resume next week, focus on intellectual property",Amazon exploring potential alternatives to New York HQ: source,U.S. fund managers brace for consumer slowdown,Marriott teams up with Kuwait Projects on St. Regis resort in Morocco,Credit Suisse investment bank won't shrink more: chairman,U.S. court throws out BlackRock fund fees lawsuit,U.S. negotiators are preparing to press China next week on longstanding demands that it reform how it treats American companies' intellectual property in order to seal a trade deal that could prevent tariffs from rising on Chinese imports.,"Amazon.com Inc is exploring alternatives to locating part of its new headquarters in New York in case the plan should fail due to local opposition, a person briefed on the matter told Reuters on Friday.","With expectations for slowing growth escalating, U.S. fund managers are selectively avoiding stocks in consumer companies as lofty valuations, concerns about declining earnings estimates, and consumer confidence keep them on guard.","United Real Estate Co., a unit of Kuwait Projects Co, and Marriott International said in a joint statement on Saturday that they had agreed to open a resort near Marrakech.","Credit Suisse's investment banking operation has been scaled back enough, Chairman Urs Rohner was quoted saying in a newspaper interview, underscoring the number two Swiss bank's commitment to the business.","A U.S. federal court on Friday dismissed a lawsuit against BlackRock Inc that had accused the world's largest fund manager of charging too much in investment advisory fees, according to a preliminary order."
