,date,timestamp,main_title,main_content,feature_title_0,feature_title_1,feature_title_2,video_title_0,video_title_1,video_title_2,stories_title_0,stories_title_1,stories_title_2,stories_title_3,stories_title_4,stories_title_5,stories_content_0,stories_content_1,stories_content_2,stories_content_3,stories_content_4,stories_content_5
0,20200301,20200301123200,"Wall Street Weekahead: Main Street leans toward Sanders, but Wall Street says Trump","Vermont Senator Bernie Sanders may be surging in the polls ahead of Super Tuesday, but some on Wall Street have made their own conclusions on what November will bring: four more years of President Donald Trump.","Elliott targets Twitter, seeking CEO Dorsey's removal: sources","Saudi Aramco shares hit lowest since IPO, down over 2%","USTR vows to push for trade deals with Britain, EU; seeks reforms at WTO",Wall St. sees biggest weekly slump since 2008 crisis,Week ahead: more market turmoil or Fed to the rescue?,"Fed: ""will act as appropriate"" on coronavirus impact",Central banks may mount a coronavirus rescue. It may not be enough,Venezuela revamps PDVSA leadership after Maduro launches restructuring,Harley-Davidson looks for new leadership to end its sales struggle,"U.S. moves high-level U.S. meeting on China tech, possible new Huawei curbs to March: sources",Toyota plans new $1.2 billion EV plant in Tianjin with FAW: document,American Airlines suspending flights to Milan after U.S. travel warning,"Cratering markets are pushing global central banks to the point they all warned against and worried about, of an evolving global economic shock hitting at a time when their capacity to respond in force is in doubt even as investors hound them for action.","Venezuela has named new vice presidents for four units of state oil company PDVSA, as well as a new president for the unit that handles joint ventures with private oil companies, PDVSA said on Saturday.",Harley-Davidson Inc  on Friday named a board member hailed for turning around the Puma brand's near-bankrupt business as its interim chief as the motorcycle maker gropes for an effective strategy to woo young customers and revive sales.,"Trump administration officials have rescheduled for March 11 a critical meeting to discuss potential new U.S. restrictions on sales of technology to Huawei and China, people familiar with the matter said.","Japanese automaker Toyota plans to build a new electric vehicle plant in the Chinese city of Tianjin with its local partner FAW Group, a document from the local authorities showed.","American Airlines Inc  will suspend all U.S. flights to Milan, the airline said late on Saturday, just hours after the U.S. State Department said it was raising its travel warning for parts of Italy due to the coronavirus outbreak."
1,20200302,20200302100455,Coronavirus expected to hurt U.S. earnings harder and longer,The hit to U.S. corporate earnings from the coronavirus epidemic is getting harder and messier to predict.,Nokia appoints Fortum CEO Lundmark to replace Suri from September,Asian shares rebound as markets bet on coordinated policy stimulus,HNA Group-controlled companies' shares rise after government help sought,Wall St. sees biggest weekly slump since 2008 crisis,Week ahead: more market turmoil or Fed to the rescue?,"Fed: ""will act as appropriate"" on coronavirus impact",Lufthansa calls off flights to China until April 24 and Tehran until April 30,Swiss National Bank to double payout after posting $50 billion profit,Hyundai reports lowest monthly sales in decade as virus dents demand,Coronavirus deals shattering blow to Asian factories,Samsung starts building $220 million R&D; center in Vietnam,,Lufthansa  said on Monday that it was suspending flights to China until April 24 and to Tehran until April 30 due to the coronavirus outbreak.,"The Swiss National Bank  posted an annual profit of 48.9 billion Swiss francs ($50.71 billion), the central bank said on Monday, and said it would double its payout to Switzerland's regional and central governments.","Hyundai Motor  reported its lowest monthly global sales in a decade in February as the coronavirus outbreak hurt demand, in what is the first major indicator of damage to the broader auto sector from the epidemic.","Asia's factories took a beating in February from the coronavirus outbreak with activity in China shrinking at a record pace, surveys showed on Monday, raising the prospect of a co-ordinated  policy response by central banks to prevent a global recession.","Samsung Electronics has started building a $220 million research and development center in Vietnam, the South Korean tech giant's local unit said on Monday.",
2,20200303,20200303122134,Amazon adds warehouse network closer to cities to speed up same-day delivery,"Amazon.com Inc  has quietly opened a series of small warehouses closer to big U.S. cities in a move to shave hours off delivery times, the company told Reuters.","Xerox, HP blame each other as takeover battle heats up",Global markets: Here come the cavalry?,SoftBank CEO tells U.S. investors he'll be more careful,Europe stocks follow Wall St higher on virus action hopes,Trailblazers: Closing the gender investment gap,Contrarian case for buying China stocks: strategist,"High-fives, hugs, kisses discouraged as U.S. companies respond to growing coronavirus threat",Chevron plans to return $80 billion to shareholders by 2024,Swiss Re lines up UBS CEO Ermotti to become chairman in 2021,J&J; ordered to pay $1.7 million to three Australian women in pelvic mesh class action,BMW says coronavirus hit China sales but sticks to 2020 global target,Musk tweets support for Dorsey remaining as Twitter CEO,"As news broke of more cases of coronavirus spreading across the United States, T-Mobile had a novel response to the threat: fewer hugs, kisses or high-fives.",Chevron Corp  said on Tuesday it planned to return $80 billion to shareholders over five years.,"Swiss Re  plans to make UBS Group Chief Executive Sergio Ermotti its chairman from next year, the world's second-biggest reinsurer said on Tuesday, turning to a financial industry veteran with scant insurance experience.",An Australian court on Tuesday ordered Johnson & Johnson  to pay three women a total of A$2.6 million ($1.7 million) plus legal costs as compensation for misleading patients and surgeons about the risks of its pelvic mesh implants.,"BMW  on Tuesday said its China sales have taken a hit this year because of the new coronavirus, but stuck to its target for growing passenger car sales for the year, and said its global supply chain has not been disrupted.","Elon Musk said late on Monday he supported Jack Dorsey remaining as Twitter Inc's chief executive officer, two days after reports that activist investor Elliott Management Corp has pushed for his removal from the role."
3,20200304,20200304130052,How an ill-timed bet on a U.S. oil refinery cost ICBCS millions,A team of ICBC Standard bankers celebrated in London last June after closing its first major U.S. refinery deal and gaining a foothold in the biggest energy market in the world.,Facebook gives WHO free ads in battle with coronavirus misinformation,Global markets: Bonds hold gains after Fed's surprise rate cut,Amazon confirms first coronavirus case among U.S. employees,Railways are on track for big climate wins,Surprise Fed rate cut fails to end stock gloom,"'Do it more, do it a little bit more': Trump urges Fed to lower rates",Fed's economic survey set to offer more clues on coronavirus impact,"GE to take up to $500 million cashflow hit from virus, sticks to targets",Exclusive: SoftBank-backed CloudMinds blocked from exporting U.S. tech to China,"In next recession, Fed needs upfront promises, former staffers say",Airlines rush to boost demand as coronavirus shreds playbook for crisis management,"Oil rises $1 as OPEC, allies work on big output cut",A report by the Federal Reserve released on Wednesday will provide the first snapshot from the central bank's business contacts on how deeply the coronavirus is impacting their supply chains and economic outlook and may provide some insight into the urgency that caused policymakers to cut interest rates.,"General Electric Co  said on Wednesday it would take a hit of $300 million to $500 million to its first-quarter cash flow from the coronavirus outbreak, while reaffirming its cash and profit targets for the full year.","SoftBank-backed startup CloudMinds has been blocked from sharing U.S.-origin technology with its China business, documents showed, illustrating how increased U.S. government restrictions are creating new headaches for tech firms and their investors.","Two former top staffers at the U.S. Federal Reserve have joined in urging the Fed to say explicitly what it will do if interest rates hit zero again, and warned that even with the best laid plan the central bank ""might simply run out of...firepower,"" if a downturn is bad enough.","The rapid spread of coronavirus cases worldwide is complicating a standard strategy used by airlines when disease, disaster or conflict hit travel destinations: lower fares and redirect flights to trouble-free areas.",Brent oil prices rose on Wednesday on expectations that major producers have moved closer to an agreement to enact deeper output cuts aimed at offsetting the slump in demand caused by the coronavirus outbreak.
4,20200305,20200305131724,Futures plunge on virus fears as California declares emergency,"Coronavirus fears looked set to drive another steep drop for U.S. stock markets on Thursday after California declared an emergency, while airlines shares were hammered by an industry sales warning as the outbreak cripples travel demand.",HP rejects Xerox's raised takeover offer,"Coronavirus hit to airlines could top $100 billion, Flybe collapses",OPEC agrees large oil output cut amid virus outbreak if Russia joins: sources,Gloomy skies: Flybe collapses; IATA warns on huge global hit,European stocks slide as stimulus hopes fail to cheer,Stocks roar back as Biden takes the lead,Facebook closes Seattle office after contractor catches coronavirus,Southwest Airline sees first-quarter revenue hit from coronavirus outbreak,"Apple, Netflix pull out of South by Southwest festival amid coronavirus outbreak",Finland's Nokia announces 5G partnership with Intel,Finnair steps up efforts to be carbon neutral by 2045,PetroChina suspends some gas contracts as coronavirus hits demand: sources,Facebook Inc  said on Thursday a contractor at its Seattle office has been diagnosed with the coronavirus and that it would shut the location through March 9.,"Southwest Airlines Co  said on Thursday it expected a hit of up to $300 million to its first-quarter operating revenue from the coronavirus outbreak, prompting it to cut its quarterly revenue outlook.","Apple Inc and Netflix Inc said they were pulling out of the South by Southwest music and tech festival to be held later this month, amid the coronavirus outbreak.","Finland's Nokia Oyj  has entered into partnership with Intel  to accelerate its so-far sluggish shift to 5G, the company said on Thursday, a day after announcing a similar deal with Marvell Technology .",Finnair  said on Thursday it had stepped up its efforts to achieve carbon neutrality by 2045 through a range of measures and would begin by halving its net emissions by 2025 from their 2019 level.,"PetroChina  has suspended some natural gas imports, including on liquefied natural gas (LNG) shipments and on gas imported via pipelines, as a seasonal plunge in demand adds to the impact on consumption from the coronavirus outbreak."
5,20200306,20200306131739,"On the brink: China's bakers, bars and beauty spas struggle to survive coronavirus","The coronavirus outbreak in China is pushing many small businesses to the brink, as efforts to stem its spread left usually bustling streets deserted and malls shut or empty.","Coronavirus wreaks financial havoc as infections near 100,000",Peugeot CEO Tavares says China strategy needs rethink,Futures tank as virus fears spur flight to safety,JPMorgan CEO Jamie Dimon recovering after emergency heart surgery,No relief: stocks slide again on virus fears,"Coronavirus fears slam banks, travel stocks",U.S. employment report expected to show strength before coronavirus spread,How Lipper Award-winning fund managers are playing coronavirus scare,Nissan pushes on with new vehicle plan at UK factory despite Brexit warning,OPEC oil cuts deal in trouble as Russia still not on board,Tesla wins approval to sell longer-range China-made Model 3 vehicles,Starbucks stops customers using own cups in bid to contain coronavirus,"U.S. job growth likely slowed in February, but the pace probably remained consistent with a healthy labor market despite the coronavirus outbreak, which stoked financial market fears of a recession and prompted an emergency interest rate cut from the Federal Reserve.",Uncertainty over the economic impact of the coronavirus outbreak has prompted at least some winners of the U.S. Lipper Fund Awards to look for companies that can withstand a prolonged pullback.,"Nissan  is pushing on with plans to build its new Qashqai sports utility vehicle at its British factory despite warnings over Brexit, announcing on Friday a 52-million pound investment in a new press line at the site.","Russia will not back an OPEC call for extra oil output cuts and will only agree to extending existing curbs, a Russian source said on Friday, threatening to derail a plan by OPEC ministers for deeper reductions to cope with the coronavirus outbreak.","Tesla Inc has secured Chinese government approval to sell longer-range China-made model 3 vehicles in China, the Ministry of Industry and Information Technology said on Friday.","The world's largest coffee chain Starbucks Corp  has stopped accepting reusable cups from customers to prevent the spread of coronavirus, though it will still honor the promised discount for anyone carrying one."
6,20200307,20200307132554,Ethiopian draft report blames Boeing for 737 MAX plane crash: sources,"A draft interim report from Ethiopian crash investigators circulated to U.S. government agencies concludes the March 2019 crash of a Boeing Co  737 MAX was caused by the plane's design, two people briefed on the matter said Friday.",U.S. job growth robust before coronavirus outbreak hit shores,Wall Street Week Ahead: Investors look for buys as virus fears crush travel stocks,"German coronavirus cases jump, economic nervousness rises",Life in limbo aboard the Grand Princess,Week ahead: more record-low bond yields?,Stocks decline but post weekly gain,"White House considers tax relief for airlines, travel firms amid coronavirus","OPEC's pact with Russia falls apart, sending oil into tailspin",Standard U.S. economic weapons may be inadequate for coronavirus crisis,"Exclusive: U.S. discussing non-renewal of Chevron's Venezuela waiver, moves to cut oil trade - sources","Coronavirus concerns drag down Wall Street, but indexes eke out weekly gains",Take Five: Credit crunch at time of rock-bottom rates?,"The Trump administration is weighing tax relief for airline, cruise and travel industries to help such companies cope with a growing coronavirus outbreak that has dried up bookings, a source familiar with the plan said on Friday.",A three-year pact between OPEC and Russia ended in acrimony on Friday after Moscow refused to support deeper oil cuts to cope with the outbreak of coronavirus and OPEC responded by removing all limits on its own production.,"As the risks of the coronavirus outbreak continue to rise, U.S. officials are wrestling with what to do in the worst-case economic scenarios, if large numbers of people can't go to work, are told to stay home, or stop going out in public entirely.","The U.S. government is preparing to impose new measures as soon as next week to stifle Venezuela's oil exports, including a move not to renew Chevron Corp's  license to do business with state-run company PDVSA, sources familiar with the matter said.","U.S. stocks fell on Friday as fears of economic damage from the spread of the coronavirus intensified, though Wall Street's major indexes ended well above their session lows.","Is it possible we may see a wave of corporate defaults at a time when interest rates are at record lows and falling? In Europe, where many rates are below 0%, signs of stress are emerging as the coronavirus outbreak hits companies' bottom lines. An index of credit default swaps on 75 high-risk European companies compiled by IHS Markit -- the iTraxx Europe Crossover - has surged to the highest in almost four years. The list is pretty diverse: airlines, retailers, carmakers and others all feature."
7,20200308,20200308093448,U.S. judge says Amazon likely to succeed on key argument in contract challenge,A U.S. judge said Amazon.com Inc  is likely to succeed on a key argument of its challenge to the U.S. Department of Defense's decision to award cloud computing deal worth up to $10 billion to Microsoft Corp.,Ethiopian draft report blames Boeing for 737 MAX plane crash: sources,Trump: No promises regarding steel and aluminum tariffs on Brazil,"Aramco trades below IPO price for first time, after OPEC pact unravels",Life in limbo aboard the Grand Princess,Week ahead: more record-low bond yields?,Stocks decline but post weekly gain,U.S. job growth robust before coronavirus outbreak hit shores,Wall Street Week Ahead: Investors look for buys as virus fears crush travel stocks,"German coronavirus cases jump, economic anxiety rises",Take Five: Credit crunch at time of rock-bottom rates?,"White House considers tax relief for airlines, travel firms amid coronavirus","OPEC's pact with Russia falls apart, sending oil into tailspin","U.S. employers maintained a robust pace of hiring in February, giving the economy a strong boost heading into the coronavirus outbreak, which has stoked fears of a recession and prompted an emergency interest rate cut from the Federal Reserve.","Bargain-hunting investors are eyeing the shares of airlines, hotels, cruise lines and other companies that have been among the worst-hit by the coronavirus outbreak.","The number of confirmed coronavirus cases in Germany jumped by more than 100 on Saturday, reaching 795 by mid-afternoon amid growing concern at the economic impact of the spreading epidemic on one of the world's most trade-dependent economies.","Is it possible we may see a wave of corporate defaults at a time when interest rates are at record lows and falling? In Europe, where many rates are below 0%, signs of stress are emerging as the coronavirus outbreak hits companies' bottom lines. An index of credit default swaps on 75 high-risk European companies compiled by IHS Markit -- the iTraxx Europe Crossover - has surged to the highest in almost four years. The list is pretty diverse: airlines, retailers, carmakers and others all feature.","The Trump administration is weighing tax relief for airline, cruise and travel industries to help such companies cope with a growing coronavirus outbreak that has dried up bookings, a source familiar with the plan said on Friday.",A three-year pact between OPEC and Russia ended in acrimony on Friday after Moscow refused to support deeper oil cuts to cope with the outbreak of coronavirus and OPEC responded by removing all limits on its own production.
8,20200309,20200309111533,Oil prices plunge by a third after Saudi Arabia launches output war,Oil prices lost as much as a third of their value on Monday in their biggest daily rout since the 1991 Gulf War after Saudi Arabia signalled it would hike output to win market share when the coronavirus has already left the market oversupplied.,Saudi Aramco drops 10% after kingdom triggers oil price fall,Amazon launches business selling automated checkout to retailers,"Coronavirus shock, oil crash sinks world stocks","Global stocks tumble on oil price shock, recession fears","Oil prices plunge, world shares trampled",Life in limbo aboard the Grand Princess,Exclusive: Japan to boost special financing for coronavirus firms to $16 billion,"Apple sells fewer than 500,000 smartphones in China in February amid coronavirus","Business picks up pace in China, but global virus spread may slow recovery",Robots step in as cheap labor dries up in Eastern Europe,"Tesco plans $6.6 billion shareholder return from Thai, Malaysia sale","Australia sues Facebook, alleges breach of user data","Japan will boost its special financing for small and mid-size firms hit by the coronavirus to 1.6 trillion yen ($15.6 billion), according to a government document seen by Reuters on Monday.","Apple sold fewer than half a million smartphones in China in February, government data showed on Monday, as the coronavirus outbreak halved demand for all such devices.","China's business and travel activities are steadily recovering after being disrupted by the coronavirus outbreak, but rapidly rising infections globally will pose a challenge to the country's broader economic resumption.",Istvan Simon's factory in western Hungary churns out more than a million plastic parts a day but on a busy morning in one of its large production halls there is only the sound of machines clicking and whirring. Workers have all but disappeared.,Tesco  plans to return $6.6 billion to shareholders after it agreed to sell its supermarket businesses in Thailand and Malaysia to Charoen Pokphand Group as part of a plan to refocus on Britain.,"The Australian privacy regulator filed a lawsuit against Facebook Inc , accusing the social media giant of sharing the personal details of more than 300,000 people with political consultant Cambridge Analytica without their knowledge."
9,20200310,20200310112927,"Oil jumps 10% after rout on stimulus hopes, Russian signal on OPEC talks",Oil prices jumped by around 10% on Tuesday a day after the biggest rout in nearly 30 years as investors eyed the possibility of economic stimulus and Russia signalled that talks with OPEC remained possible.,Exclusive: U.S. sanctions have idled a quarter of Iranian oil rigs,Stock futures rebound as stimulus hopes calm recession worries,Exclusive: Blackstone in talks to take developer SOHO China private in $4 billion deal - sources,"After the big selloff, markets regain some calm",Cryptosphere: Bitcoin has an identity crisis,"Wall St. clobbered on oil plunge, virus crisis",U.S. airlines expand waivers for changing tickets through April,Intel says flawed EU antitrust decision underpins $1.2 billion fine,Uber's challenge to balance driver safety with customer privacy,"Exclusive: Nissan to pull out of venture fund with Renault in cost-cutting drive, sources say",U.S. clears Infineon's $10 billion takeover of Cypress,"Union says engineers ratify, technical workers reject Boeing contract offers",The largest U.S. airlines are allowing passengers to rebook tickets through April 30 without paying fees to change flights citing uncertainty about traveling during the coronavirus outbreak.,Intel on Tuesday said EU antitrust regulators got it wrong when they fined the chipmaker 1.06 billion euros ($1.2 billion) more than a decade ago for thwarting a British rival in a case that could affect Google and Qualcomm.,"Margaret Bordelon can still feel the hands of the drunk man who tried to pull her in for a kiss at the end of his Uber ride last September in Lafayette, Louisiana.","Nissan Motor Co  is likely to pull out from a venture capital fund it runs with alliance partners Renault SA  and Mitsubishi Motors, as part of the Japanese automaker's  drive to cut costs and conserve cash, two sources said.",Shares in Infineon Technologies  rallied in early trading on Tuesday after a U.S. national security review raised no concerns over its proposed $10 billion takeover of Cypress Semiconductor Corp .,The union that represents thousands of Boeing Co  employees said late on Monday that a four-year contract extension offer was ratified by engineers but rejected by technical workers.
