,date,timestamp,main_title,main_content,feature_title_0,feature_title_1,feature_title_2,video_title_0,video_title_1,video_title_2,stories_title_0,stories_title_1,stories_title_2,stories_title_3,stories_title_4,stories_title_5,stories_content_0,stories_content_1,stories_content_2,stories_content_3,stories_content_4,stories_content_5
0,20181201,20181201111604,"Trump, China's Xi poised for high-stakes summit over trade war",U.S. President Donald Trump and Chinese President Xi Jinping will wrap up a global summit on Saturday with high-stakes talks expected to determine whether they can begin defusing a damaging trade war between the world's two biggest economies.,Microsoft's market value overtakes Apple's to close out week,Fed's grades slip in Wall Street's latest report card,"Wall Street rises on trade hopes; S&P;, Nasdaq post best weeks in 7 years",Microsoft tops Apple as most valuable listed company,Wall Street rises ahead of trade talks,"Don't expect big moves in U.S.-China trade talks, says Josh Blechman",Trump-Xi meeting puts stock market on edge,"U.S., Canada, Mexico sign trade deal, Trump shrugs off Congress hurdle",Police search offices of Deutsche Bank board members,Losses at Einhorn's hedge fund Greenlight grow in November,GM's CEO to meet U.S. lawmakers next week over job cuts,"United moves deeper into Latin America with Avianca, Copa tie-up","Trade tensions that have clouded Wall Street's outlook for more than eight months will come to a head this weekend at a global political summit, with investors bracing for a range of outcomes that stand to influence stocks for the rest of the year.","The United States, Canada and Mexico signed a North American trade pact on Friday, with President Donald Trump brushing aside concerns that he could face difficulties getting the deal through the U.S. Congress.","Police have searched the offices of all the members of Deutsche Bank's  board as part of an investigation into money laundering allegations linked to the Panama Papers, a source told Reuters on Friday.","Billionaire investor David Einhorn told investors on Friday that losses at his hedge fund Greenlight Capital grew this month, leaving the fund down nearly 28 percent for the year.","General Motors Co  Chief Executive Mary Barra plans to visit Capitol Hill next week to discuss its plans to halt production at five plants in North America next year and cut up to 15,000 jobs, two congressional aides said on Friday.","United Continental Holdings Inc  on Friday said it had  finalized a three-way joint venture with carriers Avianca Holdings SA  of Colombia and Copa Airlines of Panama, giving the U.S. airline a deeper foothold in Latin America where travel demand is rising."
1,20181202,20181202115803,"U.S., China agree trade war ceasefire after Trump, Xi summit","China and the United States agreed to a ceasefire in their bitter trade war on Saturday after high-stakes talks in Argentina between U.S. President Donald Trump and Chinese President Xi Jinping, including no escalated tariffs on Jan. 1.",Deutsche Bank chief dismisses takeover speculation,Trump to notify Congress in 'near future' he will terminate NAFTA,Microsoft's market value overtakes Apple's to close out week,"G20 leaders skirt trade tensions, back WTO reform",Microsoft tops Apple as most valuable listed company,Wall Street rises ahead of trade talks,Fed's grades slip in Wall Street's latest report card,"Wall Street rises on trade hopes; S&P;, Nasdaq post best weeks in 7 years",Trump-Xi meeting puts stock market on edge,"U.S., Canada, Mexico sign trade deal, Trump shrugs off Congress hurdle",Losses at Einhorn's hedge fund Greenlight grow in November,GM's CEO to meet U.S. lawmakers next week over job cuts,"Wall Street last month gave the Federal Reserve its worst grade since Jerome Powell took the helm of the U.S. central bank earlier this year, docking points for a communications misstep early in October that sent U.S. stocks tumbling.","Wall Street rose on Friday as investors hoped for progress on trade in a critical U.S.-China meeting over the weekend, and the S&P; 500 and the Nasdaq posted their biggest weekly percentage gains in nearly seven years.","Trade tensions that have clouded Wall Street's outlook for more than eight months will come to a head this weekend at a global political summit, with investors bracing for a range of outcomes that stand to influence stocks for the rest of the year.","The United States, Canada and Mexico signed a North American trade pact on Friday, with President Donald Trump brushing aside concerns that he could face difficulties getting the deal through the U.S. Congress.","Billionaire investor David Einhorn told investors on Friday that losses at his hedge fund Greenlight Capital grew this month, leaving the fund down nearly 28 percent for the year.","General Motors Co  Chief Executive Mary Barra plans to visit Capitol Hill next week to discuss its plans to halt production at five plants in North America next year and cut up to 15,000 jobs, two congressional aides said on Friday."
2,20181203,20181203115641,"Trump tweets China to cut tax on U.S.-made cars, revs up auto stocks","U.S. President Donald Trump said China had agreed to cut import tariffs on American-made cars, buoying shares in BMW  and Daimler AG  who manufacture in the United States for export to the world's biggest auto market.","Qualcomm says NXP deal is dead, even as China seen open to okaying it",Qatar to leave OPEC and focus on gas as it takes swipe at Riyadh,"Macron to call on U.S. funds to build French start-ups, not steal them",Trump to notify Congress he will terminate NAFTA,"Week ahead: US trade & jobs, OPEC get first call","U.S., China agree trade war ceasefire","China-U.S. trade sends world stocks, emerging markets surging",Exclusive: Nexstar clinches $4.1 billion deal to acquire Tribune Media - sources,"World outlook darkens as factory activity slips, orders fall",Bank of America completes Brexit switch to Dublin,Unilever swallows GSK's Indian Horlicks business for $3.8 billion,"UK retailer Ted Baker to investigate company ""culture of hugs""","A truce between U.S. and Chinese leaders on trade tariffs provided boosted global markets on Monday, fuelling a nearly one percent surge on world stocks and pushing emerging currencies higher against the dollar.","Nexstar Media Group Inc has reached an agreement to acquire Tribune Media Co for about $4.1 billion, a deal which would make it the largest local U.S. TV station operator, people familiar with the matter said on Sunday.","Global economic prospects appear gloomy as year-end approaches after factory activity and export orders weakened in November, prompting analysts to predict no quick rebound amid persistent global trade tensions.","Bank of America  finished moving its banking and markets operations in Europe to a new base in Dublin from London, the bank said on Monday, after it received all necessary regulatory and court approvals.","Unilever  is to buy GlaxoSmithKline's  Horlicks nutrition business for $3.8 billion, boosting the Anglo-Dutch group's position in India with the addition of the malted drink.",British fashion chain Ted Baker  said it would investigate claims against chief executive and founder Ray Kelvin relating to his habit of hugging business colleagues.
3,20181204,20181204115610,GM moves to challenge Ford in U.S. commercial fleet sales,"General Motors Co  is intensifying its attack on rival Ford Motor Co's  lead in sales to U.S. commercial fleets to prop up profit margins amid weakening consumer demand, according to executives at the No. 1 U.S. automaker.",U.S. expects immediate action from China on trade commitments,"OPEC works on deal to cut output, still needs Russia on board","World stocks shrivel as trade truce doubts, economic woes gather",Wall Street rises on U.S.-China trade truce,"All clear for a year-end rally, says Santosh Rao",GSK buys Tesaro for $5.1 bln,"Audi to invest 14 billion euros in e-mobility, self-driving cars",Apple assembler Foxconn considering iPhone factory in Vietnam: state media,Ryanair sidesteps unions by ramping up ultra-low-cost unit,"Visa, Mastercard propose merchants' tourist card fee cut to end EU probe",Exclusive: Exxon seeks to sell its stake in giant Azeri oil field - sources,"White House seeks to end subsidies for electric cars, renewables","Volkswagen's  premium auto brand Audi said on Tuesday it would invest 14 billion euros ($15.9 billion) through 2023 in electric mobility, digitalization and autonomous driving.","Apple Inc's biggest iPhone assembler, Foxconn, is considering setting up a factory in Vietnam to mitigate any impact of an ongoing trade war between the United States and China, Vietnamese state media reported.","Ryanair  is ramping up a new subsidiary with weaker labor rights to better compete in eastern Europe, infuriating staff and unions by bypassing concessions granted during a year of industrial strife.","Visa  and Mastercard  have offered to cut merchants' charges for non-EU credit and debit cards by at least 40 percent to end an EU antitrust investigation, part of a decades-long crackdown by the European Commission against such fees.","Exxon Mobil  is seeking to sell its stake inAzerbaijan's largest oil field, once dubbed the ""contract of the century"", as the U.S. oil and gas giant re-focuses its global operations, industry and banking sources said.","White House economic adviser Larry Kudlow said on Monday the Trump administration wants to end subsidies for electric cars and other items, including renewable energy sources."
4,20181205,20181205111505,"China confident it can clinch U.S. trade pact, Trump demands 'real deal'","China expressed confidence on Wednesday that it can reach a trade deal with the United States, despite fresh warnings from President Donald Trump that he would revert to more tariffs if the two sides cannot resolve their differences.","Takeda investors back $59 billion Shire deal, but wary of debt load",Exclusive: China's Unipec to buy U.S. oil after Xi-Trump tariff truce,"Stocks retreat as falling U.S. yields, trade worries sour mood",Uber launches bus-booking service in Cairo,VW may use Ford's plants to build cars,Wall Street plunges 3 percent,Nissan board 'should have known' about Ghosn issues: governance activist,Berlin: German automakers' meeting with Trump separate to U.S.-EU trade talks,"Hyundai, South Korea eye deal on low-cost carmaking venture despite union dissent",CBS internal report finds Moonves obstructed probe: NY Times,Bayer eyes 16 billion euros in 2022 adjusted EBITDA,China's Didi announces reorganization plan to address safety,A leading corporate governance advocate said the board of Japanese carmaker Nissan  must accept collective responsibility over alleged disclosure failings that led to the ousting of chairman Carlos Ghosn.,"Discussions between German car executives and President Donald Trump in Washington on Tuesday should be seen as separate from the trade talks between the European Union and the United States, a German government spokeswoman said on Wednesday.",South Korea's Hyundai Motor and a local government partner are aiming to sign a final deal this week on a low-cost carmaking joint venture despite stiff opposition from labor unions who fear the move would cause job losses and cut wages.,"Leslie Moonves, who resigned as the top executive of CBS Corp in September amid a wave of claims of sexual misconduct, destroyed evidence and misled an internal investigation, the New York Times reported on Tuesday, citing a draft of an internal report.","German drugmaker Bayer , which acquired seed company Monsanto this year, said it aimed to increase adjusted core earnings to 16 billion euros ($18.1 billion) in 2022, up from an expected 12.2 billion euros this year.","Chinese ride-hailing firm Didi Chuxing on Wednesday announced a reorganization plan aimed at improving safety on its platform, as it works to address public and government concerns raised after the murders of two of its users."
5,20181206,20181206120447,"Top Huawei executive arrested on U.S. request, clouding China trade truce","The daughter of Huawei's founder, a top executive at the Chinese technology giant, was arrested in Canada and faces extradition to the United States, roiling global stock markets as it threatened to inflame Sino-U.S. trade tensions afresh.",Arrest of Huawei 'heiress' throws rare spotlight on family,"SoftBank mobile services disrupted ahead of bumper IPO, shares drop",Wells Fargo reform plans fail to satisfy Fed after scandals: sources,"OPEC, Russia, move closer to oil output cut",CBS internal report finds Moonves obstructed probe - NY Times,Waymo starts self-driving taxi service in Arizona,U.S. appeals court to hear arguments to stop AT&T; purchase of Time-Warner,OPEC oil cuts at risk as Russia yet to commit,"Exclusive: Tesla, smarting from trade war, seeks bids for China Gigafactory construction",Facebook CEO backed sharing customer data despite second thoughts: documents,European stocks slump to two-year low after China executive arrest,Volkswagen to cut another $3.4 billion in costs to boost margins,"The U.S. Justice Department goes before an appeals court on Thursday to urge a three-judge panel to overturn a lower court ruling and order wireless carrier AT&T; Inc  to undo its $85.4 billion purchase of entertainment company Time Warner, one of the largest media mergers ever.","OPEC and its allies are working towards cutting oil output by up to 1.5 million barrels per day but could fail to reach a deal if no compromise is found with non-OPEC Russia, the Saudi energy minister said on Thursday.","Tesla Inc has opened a tender process to build its Shanghai Gigafactory and at least one contractor has started buying materials, according to sources and documents reviewed by Reuters, the clearest indication that construction is imminent.","Facebook Chief Executive Mark Zuckerberg questioned the business case for giving millions of outside software developers wide access to customer data before endorsing the practice in 2012, according to internal emails published on Wednesday.",Global stock markets slumped for a third day running on Thursday as the arrest of a top executive of Chinese tech giant Huawei in Canada for extradition to the United States fed fears of fresh tensions between the two economic superpowers.,Volkswagen  announced another 3 billion euros ($3.4 billion) of cost cuts on Thursday in an effort to speed up an improvement in profit margins at its core VW brand.
6,20181207,20181207121455,Huawei CFO to appear in Canada court as Chinese media slam arrest,A top executive of China's Huawei Technologies Co Ltd who is under arrest in Canada is set to appear in a Vancouver court on Friday for a bail hearing as she awaits possible extradition to the United States.,"Former Nissan chairman Ghosn, CEO Saikawa signed documents related to payments: Asahi",Exclusive: GE's push to fix power turbine problem goes global,OPEC talks stall as Saudis refuse to exempt Iran from oil cut,Breakingviews TV: Paris calls,Lyft beats Uber in filing for IPO,Tech leads market comeback from trade worries,Huawei arrest stokes fears of China reprisals among America Inc executives,World stocks attempt rebound after selloff,Exclusive: Amazon targets airports for checkout-free store expansion,China's Anta Sports-led group buying Finland's Amer Sports for $5.2 billion,"Nissan to recall 150,000 more vehicles in Japan after improper inspections",Volkswagen says can build up to 15 million cars on electric car platform,"At a closed-door security meeting of U.S. companies in Singapore on Thursday, one topic was high on the agenda: the arrest of a top executive at Chinese tech giant Huawei [HWT.UL] and the potential backlash on American firms operating in China.","World stocks attempted a rebound on Friday with Asian and European markets gaining modestly after the previous day's selloff, while oil prices fell as producers bickered over the details of an output cut.","Amazon.com Inc  is looking at bringing its futuristic checkout-free store format to airports in an effort to win business from hungry, time-pressed travelers, according to public records and a person familiar with the strategy.","A consortium led by China's Anta Sports  made an offer to acquire Finland's Amer Sports  in a deal that values the company at 4.6 billion euros ($5.23 billion), the Chinese firm said on Friday.","Nissan Motor Co  said on Friday it will recall 150,000 more vehicles in Japan due to improper final inspections before they were shipped from two Japanese manufacturing plants.","Volkswagen  on Friday said it can build up to 15 million electric cars using its new MEB vehicle platform, revealing the extent of the carmaker's push to mass produce zero-emission vehicles."
7,20181208,20181208121450,Uber makes confidential filing for long-awaited IPO,"Uber Technologies Inc has filed paperwork for an initial public offering, according to three people with knowledge of the matter, taking a step closer to a key milestone for one of the most closely watched and controversial companies in Silicon Valley.",U.S. accuses Huawei CFO of Iran sanctions cover-up; hearing adjourned,Facebook to buy back additional $9 billion of shares,"China's November export, import growth shrinks, showing weak demand",U.S. seeks extradition of Huawei CFO,Wall Street tumbles,Stocks stumble as trade fears offset hiring data,Huawei arrest stokes fears of China reprisals among America Inc executives,Trump upbeat on China talks; aides downplay Huawei arrest friction,"OPEC, Russia agree to slash oil output despite Trump pressure",Fed policymakers signal turning point on U.S. rate-hike path,Airbus wins December deliveries some breathing room after busy November,Exclusive: Chat-service firm Slack taps Goldman Sachs to lead IPO - sources,"At a closed-door security meeting of U.S. companies in Singapore on Thursday, one topic was high on the agenda: the arrest of a top executive at Chinese tech giant Huawei [HWT.UL] and the potential backlash on American firms operating in China.",U.S. President Donald Trump on Friday sounded an optimistic note about trade negotiations with China as two of his top economic advisers downplayed friction from the arrest of a senior executive of Chinese telecom equipment maker Huawei Technologies.,OPEC and its Russia-led allies agreed on Friday to slash oil production by more than the market had expected despite pressure from U.S. President Donald Trump to reduce the price of crude.,"The U.S. central bank is flagging a turning point in monetary policy, as a Federal Reserve policymaker on Friday backed interest rate hikes in the ""near term"" but nodded to increasingly less certainty ahead.","Airbus  has left itself a slightly less challenging task on deliveries for the final weeks of the year than 2017's record surge in December, but only after trimming the target with its most recent results, company data showed on Friday.","Slack Technologies Inc, a provider of chat and direct messaging services for businesses, has hired investment bank Goldman Sachs Group Inc  to lead its initial public offering (IPO) next year as an underwriter, people familiar with the matter said."
8,20181209,20181209114010,China urges Canada to free Huawei CFO or face consequences,"China warned Canada on Saturday that there would be severe consequences if it did not immediately release Huawei Technologies Co Ltd's [HWT.UL] chief financial officer, calling the case ""extremely nasty"".",Uber makes confidential filing for long-awaited IPO,Volkswagen denies allegations chairman knew early about emissions cheating: report,Nissan seeks to block Ghosn's access to apartment in Rio,Got clunkers? Harvest taxes on losers using the 30-day rule,U.S. seeks extradition of Huawei CFO,Wall Street tumbles,Red-hot U.S. jobs market drives some to seek cooler options,Exclusive: Odebrecht Peru agrees to plea deal with Peruvian authorities over bribery scandal - sources,"Licking their wounds, fund managers prep for rally in '19","China's November export, import growth shrinks, showing weak demand",Huawei arrest stokes fears of China reprisals among America Inc executives,Julius Baer in talks with Santander over Venezuela business: sources,"When Sean Luangrath joined Pocatello, Idaho-based Inergy Solar a few years ago, the plan was to move the portable solar battery maker to his home base of Salt Lake City so he could build it with easy access to Silicon Slopes' tech talent and venture capital.","Brazilian builder Odebrecht’s Peruvian unit has signed a deal with Peruvian authorities to pay a multimillion dollar fine that will allow it to continue operating in the country in return for providing evidence about officials it bribed, three sources related to the matter told Reuters on Saturday.","With bond and equity markets from the United States to emerging markets all on pace to lose money this year, investors have not seen this much red on their screens since 1972, the last time no asset class returned at least 5 percent.","China reported far weaker than expected November exports and imports, showing slower global and domestic demand and raising the possibility authorities will take more measures to keep the country's growth rate from slipping too much.","At a closed-door security meeting of U.S. companies in Singapore on Thursday, one topic was high on the agenda: the arrest of a top executive at Chinese tech giant Huawei [HWT.UL] and the potential backlash on American firms operating in China.","Swiss private bank Julius Baer  is in talks about transferring its Venezuelan book of business to Spain's Banco Santander  as Baer reorganizes operations in Latin America, sources close to the situation have told Reuters."
9,20181210,20181210113902,Huawei CFO bail hearing to resume in Canada as Beijing steps up pressure,A top executive of Chinese tech giant Huawei Technologies is due back in a Canadian court on Monday where she'll fight for her freedom with the help of pressure from Beijing against prosecutors' claims she cannot be trusted.,"Ghosn, Nissan formally charged in financial misconduct scandal",Chinese state media distance Huawei arrest from U.S. trade talks,SoftBank's record IPO reaches $23.5 billion after extra share sale,Huawei CFO seeks bail on health concerns,"Prosecutors indict Nissan, Ghosn",U.S. sees 'hard deadline' for China trade deal,Gilead Sciences snares Roche veteran O'Day as CEO,Stock selloff snowballs on fresh fears for world growth,Onset of recession may take longer than expected after yield curve inverts,U.S. says March 1 'hard deadline' for trade deal with China,Standard Chartered cuts jobs in UAE retail bank: sources,Hitachi shares rise after report it is considering scrapping Britain nuclear project,"Drugmaker Gilead Sciences Inc on Monday named Roche Holding AG's Daniel O'Day as its new chief executive, tapping an industry veteran to fill a management vacuum.","Losses on global stocks snowballed on Monday, with European markets following Asian peers lower as fresh signs emerged of slowing growth worldwide and fears grew that simmering U.S.-China tensions would torpedo chances of a trade deal.","The onset of a U.S. recession could take longer than usually thought after key points of the Treasury yield curve invert, as a surge in U.S. short-dated debt issuance has altered the dynamics of the Treasury market and other indicators show an economic downturn is farther off.","Unless U.S.-China trade talks wrap up successfully by March 1, new tariffs will be imposed, U.S. Trade Representative Robert Lighthizer said on Sunday, clarifying there is a ""hard deadline"" after a week of seeming confusion among President Donald Trump and his advisers.","Standard Chartered  is cutting jobs in its retail bank in the United Arab Emirates, in part as more customers move to digital services, people familiar with the matter told Reuters.",Hitachi Ltd  shares rose as much as 2.9 percent on Monday after Japan's TV Asahi reported the firm is considering scrapping its 3 trillion yen ($26.61 billion) nuclear project in Britain due to projections of further increases in construction costs.
