,date,timestamp,main_title,main_content,feature_title_0,feature_title_1,feature_title_2,video_title_0,video_title_1,video_title_2,stories_title_0,stories_title_1,stories_title_2,stories_title_3,stories_title_4,stories_title_5,stories_content_0,stories_content_1,stories_content_2,stories_content_3,stories_content_4,stories_content_5
0,20200701,20200701110410,New North American trade deal launches under growing threat of disputes,"The revamped trade pact between the United States, Canada and Mexico taking effect on Wednesday was meant to create a kind of fortress North America, boosting the region's competitiveness - but cracks are already starting to show in the foundation.",Facebook frustrates advertisers as boycott over hate speech kicks off,"Munich prosecutors search Wirecard HQ, as probe widens",Exclusive: Boeing kept FAA in the dark on key 737 MAX design changes - U.S. IG report,France tells Airbus to limit job cuts,Facebook ad boycott begins,Breakingviews TV: Drug prices,Central Europe's factory decline eases in June,"Mnuchin sees support for crisis loans to hotels, restaurants","French government, unions tell Airbus, Air France to minimise job cuts",Ryanair hopes to land first Boeing 737 MAX jet by November,U.S. property reinsurance rates rise up to 30% at July renewals: Willis,Geely's Volvo announces its biggest ever recall over seat belt cable,"The downturn in central European manufacturing eased markedly in June as economies reopened after the coronavirus lockdown, surveys showed on Wednesday, but the sector was still some way from returning to growth.","Up to $140 billion in loans for small business could be refocused to support restaurants, hotels and other industries hit hardest by the coronavirus pandemic, U.S. Treasury Secretary Steven Mnuchin said on Tuesday.","France urged Airbus  and flag carrier Air France on Wednesday to make as few forced layoffs as possible under their plans to cut thousands of jobs, while a union said compulsory cuts at the European planemaker were a ""red line"".","Ryanair, one of the largest customers for Boeing's troubled 737 MAX, hopes to take its first delivery in November after the jet's first test flight appeared to go well, Group Chief Executive Michael O'Leary said on Wednesday.","Property reinsurance rates in the United States rose as high as 30% during renewals in June and July, following years of heavy natural catastrophe losses, data from broker Willis showed on Wednesday.",Volvo Cars said on Wednesday it was recalling nearly 2.2 million cars built between 2006 and 2019 to address a potential issue with cables attached to their front seat belts in the automaker's biggest ever recall.
1,20200702,20200702115923,The heat's on Corporate America to reveal racial diversity data,American companies are coming under increasing pressure from investors to publicly disclose information about diversity among employees in the wake of nationwide protests against racial discrimination.,Egg salad and a basketball star provide one California cafe's coronavirus lifeline,Delta's global growth drive stalled by Latin American bankruptcies,"Traders thought Apple had 'the holy grail' of oil data, but the quest continues",Sports events face insurance uncertainty,Novartis pays $729 mln in U.S. kickback charges,UK to nix quarantine for 75 nations - Telegraph,Explainer: How U.S. airlines are trying to stop COVID-19 on flights,Wall Street Week Ahead: Clouds may be parting for dividend investors,Eyes in the sky: Investors reach for new tools to gauge climate change risk,Futures rise ahead of June jobs report,"Record U.S. job growth expected in June, but masks labor market weakness",U.S. farmers scramble for help as COVID-19 scuttles immigrant workforce,"As some Americans prepare to travel for the July 4 holiday weekend, and airlines slowly ramp up service, the U.S. government has not changed rules for air travel during the pandemic, leaving airlines to implement their own measures.","U.S. companies are cutting their dividends less than investors anticipated, providing a potential boost to a stock market rally that has clashed with concerns over a recent surge in coronavirus infections.","In the twilight years of past civilisations, astrologers would scour the heavens for signs of impending calamity. In an era where climate change is eroding age-old certainties, a new cast of characters is searching for answers in the sky.","U.S. stock index futures rose on Thursday as investors awaited the crucial jobs report for further evidence of an economic rebound in June, although a record surge in daily COVID-19 cases kept gains in check.","The U.S. economy likely created jobs at a record clip in June as more restaurants and bars resumed operations, which would offer further evidence that the COVID-19 recession was probably over, though a surge in cases of the coronavirus threatens the fledgling recovery.","The novel coronavirus delayed the arrival of seasonal immigrants who normally help harvest U.S. wheat, leaving farmers to depend on high school students, school bus drivers, laid-off oilfield workers and others to run machines that bring in the crop."
2,20200703,20200703123527,Boeing communications chief resigns over decades-old article on women in combat,"Boeing Co's  communications chief Niel Golightly abruptly resigned on Thursday, following an employee's complaint over an article the former U.S. military pilot wrote 33 years ago arguing women should not serve in combat.",Fiat sticks by terms of PSA deal after dividend cut report,"Exclusive: JPMorgan drops terms 'master,' 'slave' from internal tech code and materials",EU grants conditional clearance to COVID-19 antiviral remdesivir,"China's services gather speed, euro zone follows",California cafe stays alive with charity lunches,Stocks rise on jobs report,Uber widens taxi app to Japan's Tokyo but ride-sharing still barred,How Moderna executives are cashing in on COVID-19 vaccine stock speculation,Suspects in Ghosn's Japanese escape stand trial in Turkey,"After Wirecard review, Singapore launches probe into Citadelle, Senjo Group",Global Markets: COVID recovery vs COVID reality,"GM's China sales drop 5% in second quarter, underperforms industry recovery","Uber Technologies  launched a ride-hailing smartphone application in Tokyo on Friday in partnership with three domestic taxi firms, even as strict regulations block its popular ride-sharing service in Japan.","Biotech firm Moderna Inc could reap tens of billions of dollars in sales and stock appreciation if it wins the race for a COVID-19 vaccine. If it loses, the early-stage company’s value could crash.",Seven suspects went on trial in Turkey on Friday over their alleged involvement in former Nissan  boss Carlos Ghosn's dramatic escape from Japan to Lebanon via Istanbul at the end of last year.,"Singapore authorities said they launched an investigation into Citadelle Corporate Services, Senjo Group and its subsidiaries after scrutinising collapsed German payments firm Wirecard's  local operations.","World shares inched towards a four-month high on Friday and industrial bellwether metal copper was set for its longest weekly winning streak in nearly three years, as recovering global data kept nagging coronavirus nerves at bay.","General Motors Co's  vehicle sales in China dropped 5.3% between April and June from the corresponding period last year,  underperforming the industry average amid a recovery from the coronavirus fallout on the world's biggest auto market."
3,20200704,20200704111538,Canada's biggest banks join boycott of Facebook platforms,Canada's biggest lenders confirmed on Friday they had joined a widespread boycott of Facebook Inc  begun by U.S. civil rights groups seeking to pressure the world's largest social media platform to take concrete steps to block hate speech.,End of the runway for 747 jumbo as Boeing placed final part orders,"Fiat, PSA stick to merger deal after dividend cut report",Global Markets: COVID recovery vs COVID reality,Congo and the chocolate factory,Gilead's remdesivir gets conditional EU clearance,Washington Redskins might change its name,Boeing communications chief resigns over decades-old article on women in combat,Gilead's COVID-19 antiviral remdesivir gets conditional EU clearance,Aeromexico shares rise for second day despite missed debt payment,Embraer union seeks planemaker's board ouster after failed Boeing deal,Daimler seeks to sell French factory in production overhaul,"Oil falls below $43 a barrel on virus fears, still heads for weekly gain","Boeing Co's  communications chief Niel Golightly abruptly resigned on Thursday, following an employee's complaint over an article the former U.S. military pilot wrote 33 years ago arguing women should not serve in combat.","The European Commission said on Friday it had given conditional approval for the use of antiviral remdesivir in severe COVID-19 patients following an accelerated review process, making it the region's first authorised therapy to treat the virus.","Shares in airline Aeromexico closed up 4.48% on Friday, rising for a second straight day even as the company missed a debt payment after filing for bankruptcy protection.","A union representing workers at Embraer filed a lawsuit on Friday seeking to dismiss the company's board, after a $4.2 billion deal with Boeing Co  collapsed amid the pandemic, claims the Brazilian planemaker said were an act of ""bad faith.""","Daimler  will seek to sell its factory in Hambach, France, as part of an overhaul of its production system, the German carmaker said on Friday, prompting France's finance minister to urge the company to reconsider.","Oil fell below $43 a barrel on Friday as a resurgence of  coronavirus cases raised concern that fuel demand growth could stall, although crude was still headed for a weekly gain on lower supply and wider signs of economic recovery."
4,20200705,20200705125234,Trump approves five-week extension for small business pandemic loan applications,"U.S. President Donald Trump on Saturday signed into law a deadline extension to August 8 for small businesses to apply for relief loans under a federal aid program to help businesses hurt by the COVID-19 pandemic, the White House said.",UK to double work coaches as lockdown hammers jobs market,German economy minister sees economic recovery from October,End of the runway for 747 jumbo as Boeing placed final part orders,Congo and the chocolate factory,Cleveland Indians considers changing name,Boeing signals end of 747 jumbo jet - sources,"Wirecard ex-COO Marsalek's entry into Philippines was faked, minister says",Exclusive: CIMB alleges 'suspicious' Hontop Energy oil deals with BP - affidavit,"Siemens sees up to 20% drop in business in April-June quarter, CFO tells Boersenzeitung",Gilead's COVID-19 antiviral remdesivir gets conditional EU clearance,Aeromexico shares rise for second day despite missed debt payment,Embraer union seeks planemaker's board ouster after failed Boeing deal,"Immigration records showing Wirecard's former chief operating officer Jan Marsalek arrived in the Philippines on June 23 and departed for China the next day were falsified, Philippines Justice Secretary Menardo Guevarra said on Saturday.",Singapore's High Court has appointed an independent supervisor to oversee the restructuring of trader Hontop Energy.,"German engineering company Siemens  saw the volume of business contract by as much as 20% in the three months to June and activity in 2021 would stay below 2019 levels, the chief financial officer told Boersenzeitung (BoeZ).","The European Commission said on Friday it had given conditional approval for the use of antiviral remdesivir in severe COVID-19 patients following an accelerated review process, making it the region's first authorised therapy to treat the virus.","Shares in airline Aeromexico closed up 4.48% on Friday, rising for a second straight day even as the company missed a debt payment after filing for bankruptcy protection.","A union representing workers at Embraer filed a lawsuit on Friday seeking to dismiss the company's board, after a $4.2 billion deal with Boeing Co  collapsed amid the pandemic, claims the Brazilian planemaker said were an act of ""bad faith."""
5,20200706,20200706114328,Futures firm on bets of China-led rebound,U.S. stock index futures rose on Monday as bets on China leading the revival from a coronavirus-driven downturn helped investors look past a domestic surge in new infections over the long weekend.,Patchy demand at stores spells more pain for garment suppliers,Who you gonna call? Germbusters! Pandemic drives boom in spray machines,Tesla mocks shortsellers with sale of red satin shorts,World shares rally to 4-week highs,Musk mocks Tesla skeptics with satin shorts,Congo and the chocolate factory,"UK decision on Huawei not set in stone, British minister says",Ford's Bronco SUV bucking to take on FCA's Jeep,Big Four told to ring fence auditing in Britain by June 2024,Asia's equity valuations hit 10-1/2-year high in June,Lloyds Bank boss Horta-Osório to step down after a decade at the helm,Ford's China ventures extend auto sales recovery in June,"Britain's decision to allow China's Huawei to play a limited role in building its 5G network is not ""fixed in stone"" and is being reviewed following the imposition of U.S. sanctions, culture minister Oliver Dowden said on Monday.",Ford Motor Co  on Monday rolled out the product and marketing strategy for its new family of Bronco SUVs designed to take a bite out of Fiat Chrysler Automobiles'   profitable Jeep franchise.,"PwC, Deloitte, KPMG and EY should ring fence auditing in Britain as a separate business by June 2024, their regulator said on Monday in one of the most sweeping changes to the sector globally to improve audit quality.","The valuation of Asian shares surged to a 10-1/2-year high in June, tracking a rally in global stocks, as upbeat U.S. and China data renewed hopes of a swift economic recovery, offsetting concerns over rising coronavirus cases.","Lloyds Bank  Chief Executive António Horta-Osório said on Monday he would step down next year after a decade at the helm, leaving Britain's biggest domestic bank to find a successor to steer it through the coronavirus fallout.",Ford Motor's  China ventures reported year-on-year sales growth for June as the world's biggest auto market continues to recover from coronavirus-induced lows.
6,20200707,20200707121719,U.S. government awards Novavax $1.6 billion for coronavirus vaccine,"The U.S. government has awarded Novavax Inc $1.6 billion to cover testing, commercialization and manufacturing of a potential coronavirus vaccine in the United States, with the aim of delivering 100 million doses by January 2021.","Uber launches grocery delivery in Latin America, Canada with U.S. to follow",Economists call for more direct cash payments tied to the health of the economy,Futures ease after five-day run as virus worries weigh,"Euro zone faces deeper recession, slower recovery",Samsung Elec says Q2 profit likely rose 23%,"Facebook, Google suspend Hong Kong data requests",Regeneron signs $450 million contract with U.S. government for COVID-19 therapy,"Pompeo says U.S. looking at banning Chinese social media apps, including TikTok","EU sees deeper recession, less steep rebound for euro zone","Samsung Electronics flags second-quarter profit jump on solid chip demand, one-off gains from Apple","Deutsche Bank and Google agree multi-year, strategic partnership","U.S. pandemic aid program saved 51.1 million jobs, but wealthy and connected also benefited",Regeneron Pharmaceuticals Inc  said on Tuesday the U.S. government signed a $450 million contract with the drugmaker to make and supply its potential double antibody cocktail for COVID-19.,"Secretary of State Mike Pompeo said on Monday that the United States is ""certainly looking at"" banning Chinese social media apps, including TikTok, suggesting it shared information with the Chinese government, a charge it denied.","The euro zone economy will drop deeper into recession this year and rebound less steeply in 2021 than previously thought, the European Commission forecast on Tuesday, with France, Italy and Spain struggling the most due to the COVID-19 pandemic.","Samsung Electronics Co Ltd  flagged a 23% rise in second-quarter operating profit on Tuesday, beating analysts' estimates on solid chip sales to data centres catering for a work-from-home economy during the novel coronavirus pandemic.","Deutsche Bank  said on Tuesday it has agreed a strategic, multi-year partnership with Google  to give the German lender access to cloud services and drive innovation in technology-based financial products for clients.","A high-profile pandemic aid program protected about 51.1 million American jobs, the Trump administration said on Monday, as it revealed how $521.4 billion in taxpayer cash was injected into small businesses but also into the pockets of the rich and famous."
7,20200708,20200708111450,"End of an era? Series of U.S. setbacks bodes ill for big oil, gas pipeline projects",A rapid-fire succession of setbacks for big energy pipelines in the United States this week has revealed an uncomfortable truth for the oil and gas industry: environmental activists and landowners opposed to projects have become good at blocking them in court.,Coronavirus 'collateral damage' hits U.S. rural power providers,"Tesla China sold 14,954 Model 3 vehicles in June, up 35% on the month",Futures wobble as U.S. coronavirus cases top three million,U.S. probes allegations TikTok violated children's privacy - sources,South Koreans catch Tesla fever,U.S. airlines to accept billions in federal loans,"Facebook not doing enough to fight discrimination, audit says","Exclusive: EU reaches deals with Roche, Merck for supply of COVID-19 drugs - source",Cannabis firms see jump in insurance costs to protect leaders as investors sue,Nokia shares fall on concerns over potential loss of Verizon business,"Exclusive: Alibaba's Ant plans Hong Kong IPO, targets valuation over $200 billion, sources say",U.S. tech giants face hard choices under Hong Kong's new security law,"Facebook Inc  has not done enough to fight discrimination on its platform and some of its decisions were setbacks for civil rights, according to an independent audit commissioned by the company, the New York Times reported.","The European Commission has reached agreements with pharmaceutical companies Roche  and Merck KGaA  to supply experimental drugs that can be used to treat COVID-19 patients, a commission source told Reuters on Wednesday.","Canadian and U.S. cannabis companies are facing a spike in already high costs of insurance to protect top executives from personal liability, following a slew of lawsuits by disgruntled investors alleging fraud and misinformation, with more such action expected.",Shares in Nokia  fell up to 8% in Wednesday trade on concerns that the Finnish company was losing the business of its key client Verizon  in the United States.,"Ant Group, the fintech arm of Chinese e-commerce giant Alibaba, plans a Hong Kong float as soon as this year and targets a valuation of more than $200 billion, said two sources with knowledge of the matter.","U.S. tech giants face a reckoning over how Hong Kong's security law will reshape their businesses, with their suspension of processing government requests for user data a stop-gap measure as they weigh options, people close to the industry say."
8,20200709,20200709103221,Rooftop revolution: Coronavirus chill upends solar power industry,The booming rooftop solar panel industry nosedived overnight when the coronavirus forced homeowners to rein in spending and keep their distance from would-be installers.,"'Disaster' U.S. earnings loom, but investors try and look beyond",The man who led Wirecard into insolvency,Fed officials suggest U.S. recovery may be stalling,Sustainable Business: Rooftop revolution,Sustainable Business: Does it pay to protect nature?,Brooks Brothers files for bankruptcy,UK's Sunak: too early to predict shape of recovery from recession,"Samsung 'definitely can' supply a 5G network to UK, executive says","China charges on, gold reaches nine-year high",Fast Retailing cuts outlook on pandemic woes despite Uniqlo June rebound,Aston Martin's first SUV rolls off production line,Alstom offers French factory sale to clinch Bombardier deal,"Britain is facing a significant recession but it is too early to tell how quickly the economy will be able to recover, British finance minister Rishi Sunak said on Thursday.","Samsung executive vice president Woojune Kim said the company was in active commercial discussions with European operators to supply network equipment, and was investing its resources in 4G, 5G and 6G rather than legacy technology.","European shares were rising again after a two-day wobble on Thursday as China's markets continued their charge, and something between fear and greed propelled gold to a nine-year high.","Japan's Fast Retailing Co , owner of casual clothing brand Uniqlo, lowered its outlook for the year as the coronavirus pandemic wreaked havoc on its global fashion business.","Aston Martin's  first sport utility vehicle rolled off the production line on Thursday, key to hopes of a turnaround at the luxury carmaker which has seen changes in management and ownership over the last few months amid a torrid performance.",France's TGV high-speed train maker Alstom  on Thursday offered to sell a French rail factory and make other concessions to win European Commission approval for its planned purchase of Bombardier Inc's  transportation business.
9,20200710,20200710123808,Weekly jobless claims near four-month low; millions drawing unemployment benefits,"The number of Americans filing for jobless benefits dropped to a near four-month low last week, but a record 32.9 million people were collecting unemployment checks in the third week of June, supporting expectations the labor market would take years to recover from the COVID-19 pandemic.","'Disaster' U.S. earnings loom, but investors try and look beyond",‘The Ultimate Hold’: Why Disney has investors stuck in place,Futures recede as COVID-19 case tally hits another record,Virus risk could strangle Hollywood film output,U.S. finalizing federal ban on Chinese tech parts,Dow S&P; drop but Nasdaq hits record high,Tesla appears poised to electrify S&P; 500,Exclusive: Amazon plans at least $100 million to keep Zoox talent after $1.3 billion deal,Pandemic-proofing: Insurance may never be the same again,Tech giant Tencent makes peace with China's 'old godmother',Honda invests in China's CATL to jointly develop EV batteries,Italy's Armani returned to sales growth in 2019,Wall Street's most controversial stock may be about to go mainstream.,"Amazon.com Inc  plans to create at least $100 million in stock awards to retain the 900-plus employees of Zoox, the self-driving car startup it offered to buy last month, and can walk away from the deal if large numbers of them turn down job offers from the technology giant.",Insurers are creating products for a world where virus outbreaks could become the new normal after many businesses were left out in the cold during the COVID-19 crisis.,"Chinese tech giant Tencent said it has made peace with the country's best-known chilli oil maker Lao Gan Ma, after an advertising scam that bewildered many and generated a public relations nightmare.","Japan's Honda Motor Co Ltd  will buy a 1% stake in Chinese electric vehicle (EV) battery maker Contemporary Amperex Technology (CATL)  and the two will jointly develop EV batteries, the companies said on Friday.","Sales at Italian fashion group Giorgio Armani returned to growth in 2019, a year in advance of its target, after a three-year planned fall from streamlining its distribution and brand portfolio under just three labels."
